board_event_id,meeting_date,meeting_year,meeting_kind,meeting_date_source,resolution_number,event_type,role,firm_id,firm_name,firm_name_raw,person_id,person_name,person_name_raw,seat_holder_type,entity_name_raw,represents_id,replaces_id,replaces_name_raw,board_decision_date,term_years,term_end_year,adoption,doc_node_key,doc_type,doc_url,doc_sha256,excerpt
BEd6a6cd9a4565-2-4,2008-04-24,2008,ordinaire,document,2,appointment,administrateur,F4afe0c6318,Hayett,Hayett,Pc6fc739038,Younes BOUCHOUCHA Expirant,Younes BOUCHOUCHA Expirant,person,,,,,,,2010,adopted_unanimously,hayett-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_Hayett_050508.pdf,238a6952e89d232925ea5b5f5540b6b49c998377cd4d8525f8cb0822c177da27,: L’Assemblée Générale Ordinaire constate que les mandats d’Administrateurs de : - Monsieur Rachid BEN JEMIA - Monsieur Younes BOUCHOUCHA - Amen Bank ; - Amen Invest ; - Comar pour ses deux sièges arrivent à échéance lors de la présente Assemblée. L’Assemblée Générale Ordinaire décide de nommer : - Monsieur Rachid BEN JEMIA - Monsieur Younes BOUCHOUCHA - Monsieur Adel GRAR - Amen Bank - Comar pour
BEd6a6cd9a4565-2-5,2008-04-24,2008,ordinaire,document,2,appointment,administrateur,F4afe0c6318,Hayett,Hayett,P9e815914b2,Adel GRAR Expirant,Adel GRAR Expirant,person,,,,,,,2010,adopted_unanimously,hayett-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_Hayett_050508.pdf,238a6952e89d232925ea5b5f5540b6b49c998377cd4d8525f8cb0822c177da27,: L’Assemblée Générale Ordinaire constate que les mandats d’Administrateurs de : - Monsieur Rachid BEN JEMIA - Monsieur Younes BOUCHOUCHA - Amen Bank ; - Amen Invest ; - Comar pour ses deux sièges arrivent à échéance lors de la présente Assemblée. L’Assemblée Générale Ordinaire décide de nommer : - Monsieur Rachid BEN JEMIA - Monsieur Younes BOUCHOUCHA - Monsieur Adel GRAR - Amen Bank - Comar pour
BEd6a6cd9a4565-7-0,2008-04-24,2008,ordinaire,document,7,mandate_expiry,commissaire_aux_comptes,F4afe0c6318,Hayett,Hayett,P89283723c7,Fethi Romchani,Fethi Romchani,person,,,,,,,2010,adopted_unanimously,hayett-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_Hayett_050508.pdf,238a6952e89d232925ea5b5f5540b6b49c998377cd4d8525f8cb0822c177da27,: L’Assemblée Générale Ordinaire constate que le mandat de Commissariat aux comptes confié à la Société Générale de Révision Comptable ‘’SOGER’’ représentée par monsieur Fethi Romchani arrive à échéance et désigne le cabinet FINOR représenté par monsieur Fayçal Derbal en tant que Commissaire aux comptes pour un mandat de trois ans expirant lors de l’Assemblée Générale Ordinaire statuant sur les co
BEd6a6cd9a4565-7-1,2008-04-24,2008,ordinaire,document,7,mandate_expiry,commissaire_aux_comptes,F4afe0c6318,Hayett,Hayett,P0a99ada7ad,Fayçal Derbal,Fayçal Derbal,person,,,,,,,2010,adopted_unanimously,hayett-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_Hayett_050508.pdf,238a6952e89d232925ea5b5f5540b6b49c998377cd4d8525f8cb0822c177da27,: L’Assemblée Générale Ordinaire constate que le mandat de Commissariat aux comptes confié à la Société Générale de Révision Comptable ‘’SOGER’’ représentée par monsieur Fethi Romchani arrive à échéance et désigne le cabinet FINOR représenté par monsieur Fayçal Derbal en tant que Commissaire aux comptes pour un mandat de trois ans expirant lors de l’Assemblée Générale Ordinaire statuant sur les co
BEae7d43a3c8f0-4-0,2008-04-25,2008,ordinaire,document,4,renewal,administrateur,F6580fc017e,ASTREE,ASTREE,,,,,,,,,,,2010,adopted_unanimously,astree-2007-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_Astree_070508.pdf,e09b76cf139611fb51460ad7440cba2c298820900026719d9126dee904892b28,"L’Assemblée renouvelle le mandat d’Administrateur de Messieurs : - Mohamed Habib Ben Saad - Faouzi Belkahia - Michel Lucas - Tahar Ladjimi, Représentant de la Banque de Tunisie - Alain Schmitter, Représentant le Groupe des Assurances du Crédit Mutuel - Mohamed Guermazi. Ces mandats prendront fin à l’issue de l’assemblée générale ordinaire qui statuera sur les comptes de l’exercice 2010. Cette réso"
BE872d1d4d4b2e-6-0,2008-05-05,2008,ordinaire,document,6,appointment,administrateur,Fdd01108869,CARTE,CARTE,P15493fe1e3,Hassine DOGHRI,Hassine DOGHRI,person,,,,,,,2010,adopted_unanimously,carte-2007-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_Carte_070508.pdf,ff92822b9fa30c4451f1c2134101be4b01eafbcfe1938f8b2bc954d49ebb5db0,": Conformément à l’article 16 des statuts de la société, l’Assemblée Générale Ordinaire nomme pour une durée de trois ans, les administrateurs suivants : - Monsieur Hassine DOGHRI - Monsieur Néjib DOGHRI - La Société d’Engrais et de Produits Chimiques de Mégrine (S.E.P.C.M.) - L’Union Tunisienne de Participation (U.T.P.) - Monsieur Abdessalem BEN AYED - Monsieur Christian Hughes DESPOINTES - Monsi"
BE872d1d4d4b2e-6-1,2008-05-05,2008,ordinaire,document,6,appointment,administrateur,Fdd01108869,CARTE,CARTE,Pa7bf588dbd,Néjib DOGHRI,Néjib DOGHRI,person,,,,,,,2010,adopted_unanimously,carte-2007-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_Carte_070508.pdf,ff92822b9fa30c4451f1c2134101be4b01eafbcfe1938f8b2bc954d49ebb5db0,": Conformément à l’article 16 des statuts de la société, l’Assemblée Générale Ordinaire nomme pour une durée de trois ans, les administrateurs suivants : - Monsieur Hassine DOGHRI - Monsieur Néjib DOGHRI - La Société d’Engrais et de Produits Chimiques de Mégrine (S.E.P.C.M.) - L’Union Tunisienne de Participation (U.T.P.) - Monsieur Abdessalem BEN AYED - Monsieur Christian Hughes DESPOINTES - Monsi"
BE872d1d4d4b2e-6-2,2008-05-05,2008,ordinaire,document,6,appointment,administrateur,Fdd01108869,CARTE,CARTE,P23d8e8c0f8,Abdessalem BEN AYED,Abdessalem BEN AYED,person,,,,,,,2010,adopted_unanimously,carte-2007-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_Carte_070508.pdf,ff92822b9fa30c4451f1c2134101be4b01eafbcfe1938f8b2bc954d49ebb5db0,": Conformément à l’article 16 des statuts de la société, l’Assemblée Générale Ordinaire nomme pour une durée de trois ans, les administrateurs suivants : - Monsieur Hassine DOGHRI - Monsieur Néjib DOGHRI - La Société d’Engrais et de Produits Chimiques de Mégrine (S.E.P.C.M.) - L’Union Tunisienne de Participation (U.T.P.) - Monsieur Abdessalem BEN AYED - Monsieur Christian Hughes DESPOINTES - Monsi"
BE872d1d4d4b2e-6-3,2008-05-05,2008,ordinaire,document,6,appointment,administrateur,Fdd01108869,CARTE,CARTE,Pbaa5bcdbce,Christian Hughes DESPOINTES,Christian Hughes DESPOINTES,person,,,,,,,2010,adopted_unanimously,carte-2007-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_Carte_070508.pdf,ff92822b9fa30c4451f1c2134101be4b01eafbcfe1938f8b2bc954d49ebb5db0,": Conformément à l’article 16 des statuts de la société, l’Assemblée Générale Ordinaire nomme pour une durée de trois ans, les administrateurs suivants : - Monsieur Hassine DOGHRI - Monsieur Néjib DOGHRI - La Société d’Engrais et de Produits Chimiques de Mégrine (S.E.P.C.M.) - L’Union Tunisienne de Participation (U.T.P.) - Monsieur Abdessalem BEN AYED - Monsieur Christian Hughes DESPOINTES - Monsi"
BE872d1d4d4b2e-6-4,2008-05-05,2008,ordinaire,document,6,appointment,administrateur,Fdd01108869,CARTE,CARTE,Pcf39825f61,Abderrahmen FATMI,Abderrahmen FATMI,person,,,,,,,2010,adopted_unanimously,carte-2007-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_Carte_070508.pdf,ff92822b9fa30c4451f1c2134101be4b01eafbcfe1938f8b2bc954d49ebb5db0,": Conformément à l’article 16 des statuts de la société, l’Assemblée Générale Ordinaire nomme pour une durée de trois ans, les administrateurs suivants : - Monsieur Hassine DOGHRI - Monsieur Néjib DOGHRI - La Société d’Engrais et de Produits Chimiques de Mégrine (S.E.P.C.M.) - L’Union Tunisienne de Participation (U.T.P.) - Monsieur Abdessalem BEN AYED - Monsieur Christian Hughes DESPOINTES - Monsi"
BEda7046fa75d2-4-0,2008-05-15,2008,ordinaire,document,4,renewal,,F82b8d19199,ASSURANCES MAGHREBIA,ASSURANCES MAGHREBIA,Pd239a7b9f9,Abdelaziz ESSASSI,Abdelaziz ESSASSI,person,,,,,,,,adopted_unanimously,assurances-maghrebia-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_ASSURANCES_MAGHREBIA_100608.pdf,afd3bce57a13cf83d88fbd85cfbe845f6dff2fdb08e8854bfb8d28612288ee77,": L'Assemblée Générale Ordinaire, après avoir constaté l’expiration du mandat des membres du Conseil d’Administration et conformément aux dispositions de l’article 16 des statuts des Assurances MAGHREBIA, décide de renouveler le mandat des membres du Conseil d’Adminisration désignés ci-après : - Mr. Abdelaziz ESSASSI - Le Assicurazioni d’Italia ASSITALIA – Gropue Generali- peprésentée par : Poste "
BEda7046fa75d2-4-1,2008-05-15,2008,ordinaire,document,4,renewal,,F82b8d19199,ASSURANCES MAGHREBIA,ASSURANCES MAGHREBIA,Pb7cdf322ec,Ludovic BAYARD,Ludovic BAYARD,person,,,,,,,,adopted_unanimously,assurances-maghrebia-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_ASSURANCES_MAGHREBIA_100608.pdf,afd3bce57a13cf83d88fbd85cfbe845f6dff2fdb08e8854bfb8d28612288ee77,": L'Assemblée Générale Ordinaire, après avoir constaté l’expiration du mandat des membres du Conseil d’Administration et conformément aux dispositions de l’article 16 des statuts des Assurances MAGHREBIA, décide de renouveler le mandat des membres du Conseil d’Adminisration désignés ci-après : - Mr. Abdelaziz ESSASSI - Le Assicurazioni d’Italia ASSITALIA – Gropue Generali- peprésentée par : Poste "
BEda7046fa75d2-4-2,2008-05-15,2008,ordinaire,document,4,renewal,,F82b8d19199,ASSURANCES MAGHREBIA,ASSURANCES MAGHREBIA,Pe63aa41c5e,Piero MOZZI,Piero MOZZI,person,,,,,,,,adopted_unanimously,assurances-maghrebia-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_ASSURANCES_MAGHREBIA_100608.pdf,afd3bce57a13cf83d88fbd85cfbe845f6dff2fdb08e8854bfb8d28612288ee77,": L'Assemblée Générale Ordinaire, après avoir constaté l’expiration du mandat des membres du Conseil d’Administration et conformément aux dispositions de l’article 16 des statuts des Assurances MAGHREBIA, décide de renouveler le mandat des membres du Conseil d’Adminisration désignés ci-après : - Mr. Abdelaziz ESSASSI - Le Assicurazioni d’Italia ASSITALIA – Gropue Generali- peprésentée par : Poste "
BEda7046fa75d2-4-3,2008-05-15,2008,ordinaire,document,4,renewal,,F82b8d19199,ASSURANCES MAGHREBIA,ASSURANCES MAGHREBIA,Pfb31dc042f,Nabil ESSASSI,Nabil ESSASSI,person,,,,,,,,adopted_unanimously,assurances-maghrebia-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_ASSURANCES_MAGHREBIA_100608.pdf,afd3bce57a13cf83d88fbd85cfbe845f6dff2fdb08e8854bfb8d28612288ee77,": L'Assemblée Générale Ordinaire, après avoir constaté l’expiration du mandat des membres du Conseil d’Administration et conformément aux dispositions de l’article 16 des statuts des Assurances MAGHREBIA, décide de renouveler le mandat des membres du Conseil d’Adminisration désignés ci-après : - Mr. Abdelaziz ESSASSI - Le Assicurazioni d’Italia ASSITALIA – Gropue Generali- peprésentée par : Poste "
BEda7046fa75d2-4-4,2008-05-15,2008,ordinaire,document,4,renewal,,F82b8d19199,ASSURANCES MAGHREBIA,ASSURANCES MAGHREBIA,P173148803a,Ridha ’RAD,Ridha M’RAD,person,,,,,,,,adopted_unanimously,assurances-maghrebia-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_ASSURANCES_MAGHREBIA_100608.pdf,afd3bce57a13cf83d88fbd85cfbe845f6dff2fdb08e8854bfb8d28612288ee77,": L'Assemblée Générale Ordinaire, après avoir constaté l’expiration du mandat des membres du Conseil d’Administration et conformément aux dispositions de l’article 16 des statuts des Assurances MAGHREBIA, décide de renouveler le mandat des membres du Conseil d’Adminisration désignés ci-après : - Mr. Abdelaziz ESSASSI - Le Assicurazioni d’Italia ASSITALIA – Gropue Generali- peprésentée par : Poste "
BEda7046fa75d2-5-0,2008-05-15,2008,ordinaire,document,5,renewal,commissaire_aux_comptes,F82b8d19199,ASSURANCES MAGHREBIA,ASSURANCES MAGHREBIA,Pb9b4e4c362,Raouf MENJOUR,Raouf MENJOUR,person,,,,,,,,adopted_unanimously,assurances-maghrebia-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_ASSURANCES_MAGHREBIA_100608.pdf,afd3bce57a13cf83d88fbd85cfbe845f6dff2fdb08e8854bfb8d28612288ee77,": L'Assemblée générale ordinaire constate l’expiration au terme de l’exercice 2007 du mandat de Mr. Raouf MENJOUR (Membre indépendant de Baker Tilly International). Conformément aux dispositions de l’article 26 des statuts des Assurances MAGHREBIA, l’Assemblée Générale Ordinaire décide de renouveler le mandat de Mr.Raouf MENJOUR, en qualité de commissaire aux comptes de la société, pour une durée "
BEfdbdb787b5e6-4-0,2008-05-16,2008,ordinaire,document,4,appointment,administrateur,Fd35b7591ae,TUNISIE SICAV,TUNISIE SICAV,,,,,,,,,,,2010,adopted_unanimously,tunisie-sicav-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_TUNISIE_SICAV_230508.pdf,60b2c37340eda3ae1d07d46f666e3c8c503037c8825b8f174d3a9b4cd6ba6f62,"L’assemblée Générale Ordinaire décide de nommer en qualité d’administrateurs, pour une période qui prendra fin lors de la réunion de l’Assemblée Générale Ordinaire qui statuera sur les comptes de l’exercice 2010, les membres ci après désignés : - Fethi MESTIRI - Mondher ZID - Slaheddine LARGUECHE - Fadhel ABDELKEFI - Mohamed MATHLOUTHI - Abderrazek BEN AMMAR - Hatem SAIGHI Cette résolution, mise a"
BE1aad53dbe5bc-4-0,2008-05-16,2008,ordinaire,document,4,appointment,administrateur,F27ab28b0bf,SICAV ENTREPRISE,SICAV ENTREPRISE,,,,,,,,,,,2010,adopted_unanimously,sicav-entreprise-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_SICAV_ENTREPRISE_230508.pdf,9a4ff48c306ff54df6f6863b1a571a84fef52eccafbd2e2c678da8e280b389a2,"L’assemblée Générale Ordinaire décide de nommer en qualité d’administrateurs, pour une période qui prendra fin lors de la réunion de l’Assemblée Générale Ordinaire qui statuera sur les comptes de l’exercice 2010, les membres ci après désignés : - Fethi MESTIRI - Slaheddine LARGUECH - Fadhel ABDELKEFI - Walid MEJRI Cette résolution, mise aux voix, a été adoptée à l’unanimité."
BE0532f8f077d4-5-0,2008-05-19,2008,ordinaire,document,5,renewal,administrateur,Fe9fbd386a8,SIMPAR,SIMPAR,Pa79f691400,Mohamed JEBALI,Mohamed JEBALI,person,,,,,,,2010,adopted_unanimously,simpar-2007-3,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_SIMPAR_270508.pdf,202ab54f01c73866829068c085ab5608f7a4d1228840b6b125704d7362e3b7b3,": Conformément aux dispositions de l'article 18 des statuts, le mandat d’Administrateur de Monsieur Mohamed JEBALI est arrivé à échéance. L’Assemblée Générale Ordinaire décide de renouveler le mandat d’Administrateur de Monsieur Mohamed JEBALI pour une nouvelle période de trois ans. Ce mandat prendra fin lors de l’Assemblée Générale Ordinaire qui statuera sur les comptes de l’exercice 2010. Cette "
BE9bebe078fe01-5-0,2008-05-21,2008,ordinaire,document,5,appointment,,F82703e47a5,ASSURANCES BIAT,ASSURANCES BIAT,Pa08d1fe367,Nathalie BROUTELE,Nathalie BROUTELE,person,,,,,,,2010,,assurances-biat-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_SOCIETE_ASSURANCES_BIAT_270508.pdf,12c20affd6beda9a693d1e11b06d5a6a4458fafcf52421430f20ecf701b599a4,"L’Assemblée Générale Ordinaire décide de nommer Mlle Nathalie BROUTELE, M. Tahar HACHED et M. Sahbi Ben AISSA en tant que nouveaux membres du Conseil d’Administration pour une période de trois ans, expirant lors de l’Assemblée Générale Ordinaire qui aura à statuer sur les comptes de l’exercice 2010."
BE9bebe078fe01-5-1,2008-05-21,2008,ordinaire,document,5,appointment,,F82703e47a5,ASSURANCES BIAT,ASSURANCES BIAT,Pa430731ca8,Tahar HACHED,Tahar HACHED,person,,,,,,,2010,,assurances-biat-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_SOCIETE_ASSURANCES_BIAT_270508.pdf,12c20affd6beda9a693d1e11b06d5a6a4458fafcf52421430f20ecf701b599a4,"L’Assemblée Générale Ordinaire décide de nommer Mlle Nathalie BROUTELE, M. Tahar HACHED et M. Sahbi Ben AISSA en tant que nouveaux membres du Conseil d’Administration pour une période de trois ans, expirant lors de l’Assemblée Générale Ordinaire qui aura à statuer sur les comptes de l’exercice 2010."
BE9bebe078fe01-5-2,2008-05-21,2008,ordinaire,document,5,appointment,,F82703e47a5,ASSURANCES BIAT,ASSURANCES BIAT,P3fee323e9b,Sahbi Ben AISSA,Sahbi Ben AISSA,person,,,,,,,2010,,assurances-biat-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_SOCIETE_ASSURANCES_BIAT_270508.pdf,12c20affd6beda9a693d1e11b06d5a6a4458fafcf52421430f20ecf701b599a4,"L’Assemblée Générale Ordinaire décide de nommer Mlle Nathalie BROUTELE, M. Tahar HACHED et M. Sahbi Ben AISSA en tant que nouveaux membres du Conseil d’Administration pour une période de trois ans, expirant lors de l’Assemblée Générale Ordinaire qui aura à statuer sur les comptes de l’exercice 2010."
BE876bc0678a61-6-0,2008-05-22,2008,ordinaire,document,6,appointment,administrateur,F96d6a46fba,ASSURCREDIT,ASSURCREDIT,Pca5ce5ae3e,Habib DALDOUL,Habib DALDOUL,person,,,,,,,2010,adopted_unanimously,assurcredit-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_ASSURCREDIT_290508.pdf,a784b76dd94c10bd7ca4d4a39a8290fe291d7048bb42a3f0fe4abc7ec1fc5013,"L’Assemblée Générale Ordinaire, nomme comme Administrateurs pour un nouveau mandat prenant fin avec l'Assemblée Générale statuant sur les comptes de l'exercice 2010: - La Compagnie Tunisienne pour l'Assurance du Commerce Extérieur ""COTUNACE"", - Atradius Participations Holding B.V, - Le Groupe des Assurances de Tunisie "" GAT"", - La Compagnie Méditerranéenne d'Assurance et de Réassurance, ""COMAR"", -"
BE876bc0678a61-7-0,2008-05-22,2008,ordinaire,document,7,appointment,commissaire_aux_comptes,F96d6a46fba,ASSURCREDIT,ASSURCREDIT,,,,,,,,,,,,adopted_unanimously,assurcredit-2007,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_ASSURCREDIT_290508.pdf,a784b76dd94c10bd7ca4d4a39a8290fe291d7048bb42a3f0fe4abc7ec1fc5013,"L’Assemblée Générale Ordinaire, conformément aux termes de l'article 28 des statuts, décide de nommer comme Commissaire aux Comptes, Le Cabinet Jélil BOURAOUI & Cie et ce, pour les exercices 2008, 2009 et 2010. L'Assemblée Générale Ordinaire fixe les honoraires du Commissaires Aux Comptes relatifs au Rapport d'Audit Spécial à 50 % des honoraires au titre de l'audit légal des comptes... Cette résol"
BEd7ebf1140806-6-0,2008-05-23,2008,ordinaire,document,6,appointment,administrateur,F923c5451f3,GIF,GIF,P62f2d5badd,DJERBI Hmida,DJERBI Hmida,person,,,,,2008-04-18,,,adopted_by_majority,gif-2007-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_GIF_020608.pdf,bb8cf7c7453d995d76e46568cb47d8d985310e385bb6f59b2abada9793ec28a5,": L’Assemblée Générale Ordinaire , informée de l’échéance du mandat des Administrateurs au terme de la présente Assemblée , approuve la proposition faite par le Conseil d’Administration du 18 Avril 2008 et décide la nomination des Administrateurs suivants pour les exercices 2008 – 2009 et 2010 : - Monsieur DJERBI Hmida, - Monsieur DJERBI Heykel, - Monsieur FARZA Abdelhak, - Monsieur GUIGA Mohamed "
BEd7ebf1140806-6-1,2008-05-23,2008,ordinaire,document,6,appointment,administrateur,F923c5451f3,GIF,GIF,Pf2954fe383,DJERBI Heykel,DJERBI Heykel,person,,,,,2008-04-18,,,adopted_by_majority,gif-2007-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_GIF_020608.pdf,bb8cf7c7453d995d76e46568cb47d8d985310e385bb6f59b2abada9793ec28a5,": L’Assemblée Générale Ordinaire , informée de l’échéance du mandat des Administrateurs au terme de la présente Assemblée , approuve la proposition faite par le Conseil d’Administration du 18 Avril 2008 et décide la nomination des Administrateurs suivants pour les exercices 2008 – 2009 et 2010 : - Monsieur DJERBI Hmida, - Monsieur DJERBI Heykel, - Monsieur FARZA Abdelhak, - Monsieur GUIGA Mohamed "
BEd7ebf1140806-6-2,2008-05-23,2008,ordinaire,document,6,appointment,administrateur,F923c5451f3,GIF,GIF,Pafa1e78af6,FARZA Abdelhak,FARZA Abdelhak,person,,,,,2008-04-18,,,adopted_by_majority,gif-2007-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_GIF_020608.pdf,bb8cf7c7453d995d76e46568cb47d8d985310e385bb6f59b2abada9793ec28a5,": L’Assemblée Générale Ordinaire , informée de l’échéance du mandat des Administrateurs au terme de la présente Assemblée , approuve la proposition faite par le Conseil d’Administration du 18 Avril 2008 et décide la nomination des Administrateurs suivants pour les exercices 2008 – 2009 et 2010 : - Monsieur DJERBI Hmida, - Monsieur DJERBI Heykel, - Monsieur FARZA Abdelhak, - Monsieur GUIGA Mohamed "
BEd7ebf1140806-6-3,2008-05-23,2008,ordinaire,document,6,appointment,administrateur,F923c5451f3,GIF,GIF,P64cbcc3585,GUIGA Mohamed Mamoun Mise,GUIGA Mohamed Mamoun Mise,person,,,,,2008-04-18,,,adopted_by_majority,gif-2007-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_GIF_020608.pdf,bb8cf7c7453d995d76e46568cb47d8d985310e385bb6f59b2abada9793ec28a5,": L’Assemblée Générale Ordinaire , informée de l’échéance du mandat des Administrateurs au terme de la présente Assemblée , approuve la proposition faite par le Conseil d’Administration du 18 Avril 2008 et décide la nomination des Administrateurs suivants pour les exercices 2008 – 2009 et 2010 : - Monsieur DJERBI Hmida, - Monsieur DJERBI Heykel, - Monsieur FARZA Abdelhak, - Monsieur GUIGA Mohamed "
BEd7ebf1140806-7-0,2008-05-23,2008,ordinaire,document,7,renewal,commissaire_aux_comptes,F923c5451f3,GIF,GIF,P89283723c7,Fethi Romchani,ROMCHANI Fethi,person,,,,,2008-04-18,,2007,adopted_unanimously,gif-2007-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_GIF_020608.pdf,bb8cf7c7453d995d76e46568cb47d8d985310e385bb6f59b2abada9793ec28a5,": L’Assemblée Générale Ordinaire , après avoir pris connaissance de l’échéance du mandat du commissaire aux comptes à l’issue de la présente Assemblée statuant sur l’exercice 2007 approuve la proposition du Conseil d’Administration du 18 Avril 2008 et décide de renouveler le mandat de la société de révision comptable « SOGER » représentée par Monsieur ROMCHANI Fethi, inscrite au tableau de l’ordre"
BEa3878e765b33-5-0,2008-05-27,2008,ordinaire,document,5,renewal,commissaire_aux_comptes,F1d20e6a507,SOTUVER,SOTUVER,,,,,,,,,,,,adopted_unanimously,sotuver-2007-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_SOTUVER_120608.pdf,a0a32db4d9a1de6ff778fd44d19cc4d555c0a183b4ef6997188ae3404c5176c9,L’Assemblée Générale Ordinaire décide de renouveler le mandat du Commissaire aux Comptes cabinet Raouf Manjour pour une période de 3 ans allant jusqu'à l’Assemblée Générale Ordinaire devant statuer sur l’exercice 2010. Cette résolution est adoptée à l’unanimité
BE3cb3a30af056-5-0,2008-05-27,2008,ordinaire,document,5,cooptation_ratified,administrateur,F11c48a0d6b,ADWYA,Adwya,P8920842a26,Mohamed Sakhr EL MATERI,Mohamed Sakhr EL MATERI,person,,,P78cd5de54e,Baya Annabi El MATERI,2007-12-14,,,adopted_unanimously,adwya-2007-1,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_Adwya_090708.pdf,fd27a6952a723e0fa2fdca897e37d587176af4045d9fa35e53168b4eba3c2d97,": L’Assemblée Générale, ratifie la nomination de M. Mohamed Sakhr EL MATERI en tant qu’Administrateur en remplacement de Mme Baya Annabi El MATERI pour le restant de son mandat, tel qu’il a été décidé par le Conseil d’Administration en date du 13 juillet 2007, et approuve la nomination de Mr. Mohamed Ghazi BEN TOUNES en tant qu’Administrateur tel qu’il a été décidé par le Conseil d’Administration "
BE3cb3a30af056-5-1,2008-05-27,2008,ordinaire,document,5,cooptation_ratified,administrateur,F11c48a0d6b,ADWYA,Adwya,P8c804841d9,Mohamed Ghazi BEN TOUNES,Mohamed Ghazi BEN TOUNES,person,,,P78cd5de54e,Baya Annabi El MATERI,2007-12-14,,,adopted_unanimously,adwya-2007-1,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_Adwya_090708.pdf,fd27a6952a723e0fa2fdca897e37d587176af4045d9fa35e53168b4eba3c2d97,": L’Assemblée Générale, ratifie la nomination de M. Mohamed Sakhr EL MATERI en tant qu’Administrateur en remplacement de Mme Baya Annabi El MATERI pour le restant de son mandat, tel qu’il a été décidé par le Conseil d’Administration en date du 13 juillet 2007, et approuve la nomination de Mr. Mohamed Ghazi BEN TOUNES en tant qu’Administrateur tel qu’il a été décidé par le Conseil d’Administration "
