coding_id,stratum,block_uid,collection,year,issue,pub_date,rubric,domain,folio_page,source_url,n_events_extracted,events_correct,events_wrong,events_missed,block_relational,coder,notes
G0108,2009|annonces-legales|SRL,annonces-legales/fr/2009/157:2009E00401SRLB1,annonces-legales,2009,157,2009-12-31,SRLB1,corporate,7283,https://jort.tn/view/annonces-legales/fr/2009/157,2,,,,,,
G0109,2010|annonces-legales|COP,annonces-legales/fr/2010/002:2009G07610COPB3,annonces-legales,2010,002,2010-01-05,COPB3,corporate,67,https://jort.tn/view/annonces-legales/fr/2010/002,0,,,,,,
G0110,2010|annonces-legales|SRU,annonces-legales/fr/2010/007:2010S00076SRUB2,annonces-legales,2010,007,2010-01-16,SRUB2,corporate,292,https://jort.tn/view/annonces-legales/fr/2010/007,1,,,,,,
G0111,2010|annonces-legales|SRL,annonces-legales/fr/2010/009:2010T00329SRLB2,annonces-legales,2010,009,2010-01-21,SRLB2,corporate,373,https://jort.tn/view/annonces-legales/fr/2010/009,1,,,,,,
G0112,2010|annonces-legales|SAN,annonces-legales/fr/2010/010:2010R00196SANB2,annonces-legales,2010,010,2010-01-23,SANB2,corporate,427,https://jort.tn/view/annonces-legales/fr/2010/010,1,,,,,,
G0113,2010|annonces-legales|SRU,annonces-legales/fr/2010/011:2010M00048SRUB1,annonces-legales,2010,011,2010-01-26,SRUB1,corporate,466,https://jort.tn/view/annonces-legales/fr/2010/011,1,,,,,,
G0114,2010|annonces-legales|SAN,annonces-legales/fr/2010/013:2010G00585SANB1,annonces-legales,2010,013,2010-01-30,SANB1,corporate,546,https://jort.tn/view/annonces-legales/fr/2010/013,4,,,,,,
G0115,2010|annonces-legales|SAN,annonces-legales/fr/2010/017:2010K00022SANB2,annonces-legales,2010,017,2010-02-09,SANB2,corporate,757,https://jort.tn/view/annonces-legales/fr/2010/017,1,,,,,,
G0116,2010|annonces-legales|SRL,annonces-legales/fr/2010/019:2010T00832SRLB1,annonces-legales,2010,019,2010-02-13,SRLB1,corporate,851,https://jort.tn/view/annonces-legales/fr/2010/019,2,,,,,,
G0117,2010|annonces-legales|SRL,annonces-legales/fr/2010/020:2010G00947SRLB2,annonces-legales,2010,020,2010-02-16,SRLB2,corporate,929,https://jort.tn/view/annonces-legales/fr/2010/020,0,,,,,,
G0118,2010|annonces-legales|SRL,annonces-legales/fr/2010/021:2010T00941SRLB1,annonces-legales,2010,021,2010-02-18,SRLB1,corporate,962,https://jort.tn/view/annonces-legales/fr/2010/021,1,,,,,,
G0119,2010|annonces-legales|SRL,annonces-legales/fr/2010/023:2010U00020SRLB2,annonces-legales,2010,023,2010-02-23,SRLB2,corporate,1100,https://jort.tn/view/annonces-legales/fr/2010/023,1,,,,,,
G0120,2010|annonces-legales|SRL,annonces-legales/fr/2010/027:2010G01304SRLB2,annonces-legales,2010,027,2010-03-04,SRLB2,corporate,1303,https://jort.tn/view/annonces-legales/fr/2010/027,0,,,,,,
G0121,2010|annonces-legales|SRL,annonces-legales/fr/2010/036:2010G01839SRLB1,annonces-legales,2010,036,2010-03-25,SRLB1,corporate,1767,https://jort.tn/view/annonces-legales/fr/2010/036,1,,,,,,
G0122,2010|annonces-legales|SRL,annonces-legales/fr/2010/038:2010R00993SRLB2,annonces-legales,2010,038,2010-03-30,SRLB2,corporate,1603,https://jort.tn/view/annonces-legales/fr/2010/038,1,,,,,,
G0123,2010|annonces-legales|SRU,annonces-legales/fr/2010/041:2010G02114SRUB2,annonces-legales,2010,041,2010-04-06,SRUB2,corporate,2061,https://jort.tn/view/annonces-legales/fr/2010/041,0,,,,,,
G0124,2010|annonces-legales|SRL,annonces-legales/fr/2010/042:2010N00372SRLB1,annonces-legales,2010,042,2010-04-08,SRLB1,corporate,2083,https://jort.tn/view/annonces-legales/fr/2010/042,2,,,,,,
G0125,2010|annonces-legales|SRL,annonces-legales/fr/2010/048:2010G02478SRLB2,annonces-legales,2010,048,2010-04-22,SRLB2,corporate,2431,https://jort.tn/view/annonces-legales/fr/2010/048,1,,,,,,
G0126,2010|annonces-legales|SRL,annonces-legales/fr/2010/049:2010G02579SRLB1,annonces-legales,2010,049,2010-04-24,SRLB1,corporate,2473,https://jort.tn/view/annonces-legales/fr/2010/049,2,,,,,,
G0127,2010|annonces-legales|SRU,annonces-legales/fr/2010/049:2010X00697SRUB2,annonces-legales,2010,049,2010-04-24,SRUB2,corporate,2498,https://jort.tn/view/annonces-legales/fr/2010/049,1,,,,,,
G0128,2010|annonces-legales|SRL,annonces-legales/fr/2010/052:2010G02813SRLB2,annonces-legales,2010,052,2010-05-01,SRLB2,corporate,2668,https://jort.tn/view/annonces-legales/fr/2010/052,0,,,,,,
G0129,2010|annonces-legales|SRL,annonces-legales/fr/2010/052:2010R01471SRLB1,annonces-legales,2010,052,2010-05-01,SRLB1,corporate,2637,https://jort.tn/view/annonces-legales/fr/2010/052,2,,,,,,
G0130,2010|annonces-legales|SOD,annonces-legales/fr/2010/055:2010O00031SODB2,annonces-legales,2010,055,2010-05-08,SODB2,corporate,2829,https://jort.tn/view/annonces-legales/fr/2010/055,0,,,,,,
G0131,2010|annonces-legales|SRU,annonces-legales/fr/2010/058:2010G03157SRUB1,annonces-legales,2010,058,2010-05-15,SRUB1,corporate,2999,https://jort.tn/view/annonces-legales/fr/2010/058,1,,,,,,
G0132,2010|annonces-legales|SRL,annonces-legales/fr/2010/060:2010B00648SRLB1,annonces-legales,2010,060,2010-05-20,SRLB1,corporate,3101,https://jort.tn/view/annonces-legales/fr/2010/060,2,,,,,,
G0133,2010|annonces-legales|SRL,annonces-legales/fr/2010/060:2010G03316SRLB2,annonces-legales,2010,060,2010-05-20,SRLB2,corporate,3121,https://jort.tn/view/annonces-legales/fr/2010/060,2,,,,,,
G0134,2010|annonces-legales|SRL,annonces-legales/fr/2010/063:2010G03542SRLB2,annonces-legales,2010,063,2010-05-27,SRLB2,corporate,3300,https://jort.tn/view/annonces-legales/fr/2010/063,0,,,,,,
G0135,2010|annonces-legales|SRL,annonces-legales/fr/2010/063:2010R01861SRLB1,annonces-legales,2010,063,2010-05-27,SRLB1,corporate,3275,https://jort.tn/view/annonces-legales/fr/2010/063,2,,,,,,
G0136,2010|annonces-legales|SRL,annonces-legales/fr/2010/069:2010N00670SRLB2,annonces-legales,2010,069,2010-06-10,SRLB2,corporate,4176,https://jort.tn/view/annonces-legales/fr/2010/069,2,,,,,,
G0137,2010|annonces-legales|SRL,annonces-legales/fr/2010/070:2010R02185SRLB1,annonces-legales,2010,070,2010-06-12,SRLB1,corporate,4217,https://jort.tn/view/annonces-legales/fr/2010/070,2,,,,,,
G0138,2010|annonces-legales|SRL,annonces-legales/fr/2010/072:2010R02277SRLB2,annonces-legales,2010,072,2010-06-17,SRLB2,corporate,4363,https://jort.tn/view/annonces-legales/fr/2010/072,1,,,,,,
G0139,2010|annonces-legales|SRL,annonces-legales/fr/2010/072:2010X01163SRLB2,annonces-legales,2010,072,2010-06-17,SRLB2,corporate,4367,https://jort.tn/view/annonces-legales/fr/2010/072,2,,,,,,
G0140,2010|annonces-legales|SRL,annonces-legales/fr/2010/074:2010A00582SRLB1,annonces-legales,2010,074,2010-06-22,SRLB1,corporate,4484,https://jort.tn/view/annonces-legales/fr/2010/074,2,,,,,,
G0141,2010|annonces-legales|SRL,annonces-legales/fr/2010/074:2010G04241SRLB1,annonces-legales,2010,074,2010-06-22,SRLB1,corporate,4482,https://jort.tn/view/annonces-legales/fr/2010/074,1,,,,,,
G0142,2010|annonces-legales|SRL,annonces-legales/fr/2010/076:2010G04400SRLB1,annonces-legales,2010,076,2010-06-26,SRLB1,corporate,4586,https://jort.tn/view/annonces-legales/fr/2010/076,2,,,,,,
G0143,2010|annonces-legales|SRL,annonces-legales/fr/2010/076:2010N00751SRLB1,annonces-legales,2010,076,2010-06-26,SRLB1,corporate,4590,https://jort.tn/view/annonces-legales/fr/2010/076,2,,,,,,
G0144,2010|annonces-legales|SRL,annonces-legales/fr/2010/076:2010T04284SRLB1,annonces-legales,2010,076,2010-06-26,SRLB1,corporate,4583,https://jort.tn/view/annonces-legales/fr/2010/076,2,,,,,,
G0145,2010|annonces-legales|SRL,annonces-legales/fr/2010/077:2010P00568SRLB2,annonces-legales,2010,077,2010-06-29,SRLB2,corporate,4666,https://jort.tn/view/annonces-legales/fr/2010/077,0,,,,,,
G0146,2010|annonces-legales|SRU,annonces-legales/fr/2010/078:2010G04557SRUB2,annonces-legales,2010,078,2010-07-01,SRUB2,corporate,4722,https://jort.tn/view/annonces-legales/fr/2010/078,1,,,,,,
G0147,2010|annonces-legales|SRL,annonces-legales/fr/2010/079:2010G04633SRLB2,annonces-legales,2010,079,2010-07-03,SRLB2,corporate,4776,https://jort.tn/view/annonces-legales/fr/2010/079,1,,,,,,
G0148,2010|annonces-legales|SRL,annonces-legales/fr/2010/085:2010G04886SRLB2,annonces-legales,2010,085,2010-07-17,SRLB2,corporate,5049,https://jort.tn/view/annonces-legales/fr/2010/085,1,,,,,,
G0149,2010|annonces-legales|SOD,annonces-legales/fr/2010/086:2010I00196SODB3,annonces-legales,2010,086,2010-07-20,SODB3,corporate,5114,https://jort.tn/view/annonces-legales/fr/2010/086,0,,,,,,
G0150,2010|annonces-legales|SRU,annonces-legales/fr/2010/091:2010T05048SRUB1,annonces-legales,2010,091,2010-07-31,SRUB1,corporate,5356,https://jort.tn/view/annonces-legales/fr/2010/091,2,,,,,,
G0151,2010|annonces-legales|SAN,annonces-legales/fr/2010/092:2010R02880SANB2,annonces-legales,2010,092,2010-08-03,SANB2,corporate,5409,https://jort.tn/view/annonces-legales/fr/2010/092,1,,,,,,
G0152,2010|annonces-legales|SRL,annonces-legales/fr/2010/093:2010T05120SRLB2,annonces-legales,2010,093,2010-08-05,SRLB2,corporate,5453,https://jort.tn/view/annonces-legales/fr/2010/093,1,,,,,,
G0153,2010|annonces-legales|SRL,annonces-legales/fr/2010/096:2010T05222SRLB2,annonces-legales,2010,096,2010-08-12,SRLB2,corporate,5603,https://jort.tn/view/annonces-legales/fr/2010/096,0,,,,,,
G0154,2010|annonces-legales|SRL,annonces-legales/fr/2010/099:2010S01720SRLB2,annonces-legales,2010,099,2010-08-19,SRLB2,corporate,5758,https://jort.tn/view/annonces-legales/fr/2010/099,0,,,,,,
G0155,2010|annonces-legales|SRU,annonces-legales/fr/2010/103:2010G05729SRUB1,annonces-legales,2010,103,2010-08-28,SRUB1,corporate,5947,https://jort.tn/view/annonces-legales/fr/2010/103,2,,,,,,
G0156,2010|annonces-legales|SRL,annonces-legales/fr/2010/103:2010T05570SRLB1,annonces-legales,2010,103,2010-08-28,SRLB1,corporate,5936,https://jort.tn/view/annonces-legales/fr/2010/103,2,,,,,,
G0157,2010|annonces-legales|SAN,annonces-legales/fr/2010/104:2010R03206SANB2,annonces-legales,2010,104,2010-08-31,SANB2,corporate,6007,https://jort.tn/view/annonces-legales/fr/2010/104,1,,,,,,
G0158,2010|annonces-legales|SRL,annonces-legales/fr/2010/105:2010G05793SRLB1,annonces-legales,2010,105,2010-09-02,SRLB1,corporate,6034,https://jort.tn/view/annonces-legales/fr/2010/105,2,,,,,,
G0159,2010|annonces-legales|SRL,annonces-legales/fr/2010/108:2010G05945SRLB1,annonces-legales,2010,108,2010-09-09,SRLB1,corporate,6167,https://jort.tn/view/annonces-legales/fr/2010/108,2,,,,,,
G0160,2010|annonces-legales|SRL,annonces-legales/fr/2010/112:2010P00762SRLB1,annonces-legales,2010,112,2010-09-18,SRLB1,corporate,6327,https://jort.tn/view/annonces-legales/fr/2010/112,2,,,,,,
G0161,2010|annonces-legales|APS,annonces-legales/fr/2010/113:2010R03398APSF1,annonces-legales,2010,113,2010-09-21,APSF1,association,6392,https://jort.tn/view/annonces-legales/fr/2010/113,2,,,,,,
G0162,2010|annonces-legales|SRL,annonces-legales/fr/2010/118:2010T06122SRLB2,annonces-legales,2010,118,2010-10-02,SRLB2,corporate,6620,https://jort.tn/view/annonces-legales/fr/2010/118,1,,,,,,
G0163,2010|annonces-legales|SRL,annonces-legales/fr/2010/120:2010G06558SRLB2,annonces-legales,2010,120,2010-10-07,SRLB2,corporate,6718,https://jort.tn/view/annonces-legales/fr/2010/120,0,,,,,,
G0164,2010|annonces-legales|SRL,annonces-legales/fr/2010/121:2010B01268SRLB2,annonces-legales,2010,121,2010-10-09,SRLB2,corporate,6779,https://jort.tn/view/annonces-legales/fr/2010/121,2,,,,,,
G0165,2010|annonces-legales|SRL,annonces-legales/fr/2010/121:2010T06284SRLB2,annonces-legales,2010,121,2010-10-09,SRLB2,corporate,6768,https://jort.tn/view/annonces-legales/fr/2010/121,3,,,,,,
G0166,2010|annonces-legales|SRL,annonces-legales/fr/2010/127:2010G07075SRLB1,annonces-legales,2010,127,2010-10-23,SRLB1,corporate,7037,https://jort.tn/view/annonces-legales/fr/2010/127,2,,,,,,
G0167,2010|annonces-legales|SAN,annonces-legales/fr/2010/128:2010S02262SANB2,annonces-legales,2010,128,2010-10-26,SANB2,corporate,7107,https://jort.tn/view/annonces-legales/fr/2010/128,0,,,,,,
G0168,2010|annonces-legales|SAN,annonces-legales/fr/2010/131:2010G07300SANB1,annonces-legales,2010,131,2010-11-02,SANB1,corporate,7246,https://jort.tn/view/annonces-legales/fr/2010/131,2,,,,,,
G0169,2010|annonces-legales|SRL,annonces-legales/fr/2010/132:2010X01942SRLB1,annonces-legales,2010,132,2010-11-04,SRLB1,corporate,7285,https://jort.tn/view/annonces-legales/fr/2010/132,1,,,,,,
G0170,2010|annonces-legales|SRL,annonces-legales/fr/2010/135:2010A00981SRLB2,annonces-legales,2010,135,2010-11-11,SRLB2,corporate,7477,https://jort.tn/view/annonces-legales/fr/2010/135,0,,,,,,
G0171,2010|annonces-legales|SRL,annonces-legales/fr/2010/140:2010M00769SRLB2,annonces-legales,2010,140,2010-11-23,SRLB2,corporate,7641,https://jort.tn/view/annonces-legales/fr/2010/140,0,,,,,,
G0172,2010|annonces-legales|SAN,annonces-legales/fr/2010/152:2010R04496SANB2,annonces-legales,2010,152,2010-12-21,SANB2,corporate,8283,https://jort.tn/view/annonces-legales/fr/2010/152,2,,,,,,
G0173,2010|annonces-legales|SRL,annonces-legales/fr/2010/153:2010G08649SRLB1,annonces-legales,2010,153,2010-12-23,SRLB1,corporate,8318,https://jort.tn/view/annonces-legales/fr/2010/153,3,,,,,,
G0174,2010|annonces-legales|SRL,annonces-legales/fr/2010/156:2010G08836SRLB2,annonces-legales,2010,156,2010-12-30,SRLB2,corporate,8522,https://jort.tn/view/annonces-legales/fr/2010/156,0,,,,,,
G0175,2010|annonces-legales|SAN,annonces-legales/fr/2010/156:2010G08868SANB2,annonces-legales,2010,156,2010-12-30,SANB2,corporate,8516,https://jort.tn/view/annonces-legales/fr/2010/156,0,,,,,,
G0176,2011|annonces-legales|SRL,annonces-legales/fr/2011/003:2011T00046SRLB2,annonces-legales,2011,003,2011-01-06,SRLB2,corporate,152,https://jort.tn/view/annonces-legales/fr/2011/003,2,,,,,,
G0177,2011|annonces-legales|SRL,annonces-legales/fr/2011/004:2011G00126SRLB1,annonces-legales,2011,004,2011-01-08,SRLB1,corporate,192,https://jort.tn/view/annonces-legales/fr/2011/004,2,,,,,,
G0178,2011|annonces-legales|SRL,annonces-legales/fr/2011/013:2011G00446SRLB1,annonces-legales,2011,013,2011-01-29,SRLB1,corporate,482,https://jort.tn/view/annonces-legales/fr/2011/013,2,,,,,,
G0179,2011|annonces-legales|SRL,annonces-legales/fr/2011/015:2011W00009SRLB1,annonces-legales,2011,015,2011-02-03,SRLB1,corporate,515,https://jort.tn/view/annonces-legales/fr/2011/015,2,,,,,,
G0180,2011|annonces-legales|SRL,annonces-legales/fr/2011/017:2011G00635SRLB1,annonces-legales,2011,017,2011-02-08,SRLB1,corporate,593,https://jort.tn/view/annonces-legales/fr/2011/017,2,,,,,,
G0181,2011|annonces-legales|SRL,annonces-legales/fr/2011/020:2011G00751SRLB1,annonces-legales,2011,020,2011-02-15,SRLB1,corporate,747,https://jort.tn/view/annonces-legales/fr/2011/020,2,,,,,,
G0182,2011|annonces-legales|SRL,annonces-legales/fr/2011/020:2011T00553SRLB1,annonces-legales,2011,020,2011-02-15,SRLB1,corporate,746,https://jort.tn/view/annonces-legales/fr/2011/020,2,,,,,,
G0183,2011|annonces-legales|SRL,annonces-legales/fr/2011/024:2011A00140SRLB2,annonces-legales,2011,024,2011-02-24,SRLB2,corporate,940,https://jort.tn/view/annonces-legales/fr/2011/024,1,,,,,,
G0184,2011|annonces-legales|SRL,annonces-legales/fr/2011/024:2011N00158SRLB2,annonces-legales,2011,024,2011-02-24,SRLB2,corporate,942,https://jort.tn/view/annonces-legales/fr/2011/024,0,,,,,,
G0185,2011|annonces-legales|SRL,annonces-legales/fr/2011/027:2011G01190SRLB1,annonces-legales,2011,027,2011-03-03,SRLB1,corporate,1060,https://jort.tn/view/annonces-legales/fr/2011/027,1,,,,,,
G0186,2011|annonces-legales|SRU,annonces-legales/fr/2011/032:2011R00645SRUB1,annonces-legales,2011,032,2011-03-15,SRUB1,corporate,1309,https://jort.tn/view/annonces-legales/fr/2011/032,1,,,,,,
G0187,2011|annonces-legales|SRL,annonces-legales/fr/2011/035:2011G01664SRLB1,annonces-legales,2011,035,2011-03-22,SRLB1,corporate,1444,https://jort.tn/view/annonces-legales/fr/2011/035,2,,,,,,
G0188,2011|annonces-legales|SRU,annonces-legales/fr/2011/039:2011N00308SRUB2,annonces-legales,2011,039,2011-03-31,SRUB2,corporate,1636,https://jort.tn/view/annonces-legales/fr/2011/039,1,,,,,,
G0189,2011|annonces-legales|APS,annonces-legales/fr/2011/042:2011R00912APSF1,annonces-legales,2011,042,2011-04-07,APSF1,association,1811,https://jort.tn/view/annonces-legales/fr/2011/042,3,,,,,,
G0190,2011|annonces-legales|SRL,annonces-legales/fr/2011/044:2011Z00086SRLB1,annonces-legales,2011,044,2011-04-12,SRLB1,corporate,1878,https://jort.tn/view/annonces-legales/fr/2011/044,1,,,,,,
G0191,2011|annonces-legales|SRL,annonces-legales/fr/2011/046:2011R01056SRLB1,annonces-legales,2011,046,2011-04-16,SRLB1,corporate,1987,https://jort.tn/view/annonces-legales/fr/2011/046,2,,,,,,
G0192,2011|annonces-legales|SRL,annonces-legales/fr/2011/048:2011G02360SRLB2,annonces-legales,2011,048,2011-04-21,SRLB2,corporate,2122,https://jort.tn/view/annonces-legales/fr/2011/048,1,,,,,,
G0193,2011|annonces-legales|SRL,annonces-legales/fr/2011/051:2011R01254SRLB2,annonces-legales,2011,051,2011-04-28,SRLB2,corporate,2283,https://jort.tn/view/annonces-legales/fr/2011/051,1,,,,,,
G0194,2011|annonces-legales|SRL,annonces-legales/fr/2011/052:2011G02623SRLB2,annonces-legales,2011,052,2011-04-30,SRLB2,corporate,2352,https://jort.tn/view/annonces-legales/fr/2011/052,1,,,,,,
G0195,2011|annonces-legales|SRU,annonces-legales/fr/2011/052:2011S00749SRUB1,annonces-legales,2011,052,2011-04-30,SRUB1,corporate,2334,https://jort.tn/view/annonces-legales/fr/2011/052,2,,,,,,
G0196,2011|annonces-legales|SAN,annonces-legales/fr/2011/057:2011G02888SANB2,annonces-legales,2011,057,2011-05-12,SANB2,corporate,2599,https://jort.tn/view/annonces-legales/fr/2011/057,1,,,,,,
G0197,2011|annonces-legales|SRL,annonces-legales/fr/2011/058:2011S00853SRLB2,annonces-legales,2011,058,2011-05-14,SRLB2,corporate,2668,https://jort.tn/view/annonces-legales/fr/2011/058,0,,,,,,
G0198,2011|annonces-legales|SRL,annonces-legales/fr/2011/059:2011B00690SRLB2,annonces-legales,2011,059,2011-05-17,SRLB2,corporate,2725,https://jort.tn/view/annonces-legales/fr/2011/059,2,,,,,,
G0199,2011|annonces-legales|SRL,annonces-legales/fr/2011/060:2011X00731SRLB2,annonces-legales,2011,060,2011-05-19,SRLB2,corporate,2775,https://jort.tn/view/annonces-legales/fr/2011/060,0,,,,,,
G0200,2011|annonces-legales|SAN,annonces-legales/fr/2011/063:2011G03224SANB2,annonces-legales,2011,063,2011-05-26,SANB2,corporate,2928,https://jort.tn/view/annonces-legales/fr/2011/063,2,,,,,,
G0201,2011|annonces-legales|SRL,annonces-legales/fr/2011/067:2011G03557SRLB1,annonces-legales,2011,067,2011-06-04,SRLB1,corporate,3143,https://jort.tn/view/annonces-legales/fr/2011/067,1,,,,,,
G0202,2011|annonces-legales|SRL,annonces-legales/fr/2011/068:2011G03644SRLB1,annonces-legales,2011,068,2011-06-07,SRLB1,corporate,3215,https://jort.tn/view/annonces-legales/fr/2011/068,2,,,,,,
G0203,2011|annonces-legales|SRL,annonces-legales/fr/2011/070:2011G03736SRLB2,annonces-legales,2011,070,2011-06-11,SRLB2,corporate,3356,https://jort.tn/view/annonces-legales/fr/2011/070,1,,,,,,
G0204,2011|annonces-legales|SRL,annonces-legales/fr/2011/070:2011G03778SRLB1,annonces-legales,2011,070,2011-06-11,SRLB1,corporate,3334,https://jort.tn/view/annonces-legales/fr/2011/070,2,,,,,,
G0205,2011|annonces-legales|SRL,annonces-legales/fr/2011/072:2011G03920SRLB1,annonces-legales,2011,072,2011-06-16,SRLB1,corporate,3447,https://jort.tn/view/annonces-legales/fr/2011/072,3,,,,,,
G0206,2011|annonces-legales|SRL,annonces-legales/fr/2011/076:2011M00389SRLB1,annonces-legales,2011,076,2011-06-25,SRLB1,corporate,3674,https://jort.tn/view/annonces-legales/fr/2011/076,2,,,,,,
G0207,2011|annonces-legales|SRL,annonces-legales/fr/2011/082:2011G04443SRLB2,annonces-legales,2011,082,2011-07-09,SRLB2,corporate,3980,https://jort.tn/view/annonces-legales/fr/2011/082,0,,,,,,
G0208,2011|annonces-legales|SAN,annonces-legales/fr/2011/084:2011G04564SANB1,annonces-legales,2011,084,2011-07-14,SANB1,corporate,4058,https://jort.tn/view/annonces-legales/fr/2011/084,3,,,,,,
G0209,2011|annonces-legales|SRU,annonces-legales/fr/2011/087:2011T04079SRUB2,annonces-legales,2011,087,2011-07-21,SRUB2,corporate,4252,https://jort.tn/view/annonces-legales/fr/2011/087,0,,,,,,
G0210,2011|annonces-legales|SAN,annonces-legales/fr/2011/088:2011S01582SANB2,annonces-legales,2011,088,2011-07-23,SANB2,corporate,4296,https://jort.tn/view/annonces-legales/fr/2011/088,0,,,,,,
G0211,2011|annonces-legales|SRU,annonces-legales/fr/2011/088:2011T04138SRUB1,annonces-legales,2011,088,2011-07-23,SRUB1,corporate,4288,https://jort.tn/view/annonces-legales/fr/2011/088,1,,,,,,
G0212,2011|annonces-legales|SRL,annonces-legales/fr/2011/089:2011G04776SRLB1,annonces-legales,2011,089,2011-07-26,SRLB1,corporate,4342,https://jort.tn/view/annonces-legales/fr/2011/089,2,,,,,,
G0213,2011|annonces-legales|SRL,annonces-legales/fr/2011/092:2011300620SRLB1,annonces-legales,2011,092,2011-08-02,SRLB1,corporate,4472,https://jort.tn/view/annonces-legales/fr/2011/092,2,,,,,,
G0214,2011|annonces-legales|SRL,annonces-legales/fr/2011/096:2011U00081SRLB1,annonces-legales,2011,096,2011-08-11,SRLB1,corporate,4640,https://jort.tn/view/annonces-legales/fr/2011/096,2,,,,,,
G0215,2011|annonces-legales|SRL,annonces-legales/fr/2011/100:2011G05251SRLB2,annonces-legales,2011,100,2011-08-20,SRLB2,corporate,4826,https://jort.tn/view/annonces-legales/fr/2011/100,2,,,,,,
G0216,2011|annonces-legales|APS,annonces-legales/fr/2011/100:2011X01330APSF1,annonces-legales,2011,100,2011-08-20,APSF1,association,4838,https://jort.tn/view/annonces-legales/fr/2011/100,0,,,,,,
G0217,2011|annonces-legales|SRL,annonces-legales/fr/2011/108:2011G05400SRLB2,annonces-legales,2011,108,2011-09-08,SRLB2,corporate,5092,https://jort.tn/view/annonces-legales/fr/2011/108,2,,,,,,
G0218,2011|annonces-legales|SRL,annonces-legales/fr/2011/108:2011X01383SRLB2,annonces-legales,2011,108,2011-09-08,SRLB2,corporate,5095,https://jort.tn/view/annonces-legales/fr/2011/108,0,,,,,,
G0219,2011|annonces-legales|SRL,annonces-legales/fr/2011/112:2011G05648SRLB2,annonces-legales,2011,112,2011-09-17,SRLB2,corporate,5261,https://jort.tn/view/annonces-legales/fr/2011/112,3,,,,,,
G0220,2011|annonces-legales|APS,annonces-legales/fr/2011/113:2011C00132APSF1,annonces-legales,2011,113,2011-09-20,APSF1,association,5337,https://jort.tn/view/annonces-legales/fr/2011/113,3,,,,,,
G0221,2011|annonces-legales|SRL,annonces-legales/fr/2011/113:2011T05069SRLB2,annonces-legales,2011,113,2011-09-20,SRLB2,corporate,5318,https://jort.tn/view/annonces-legales/fr/2011/113,0,,,,,,
G0222,2011|annonces-legales|SRL,annonces-legales/fr/2011/114:2011B01370SRLB1,annonces-legales,2011,114,2011-09-22,SRLB1,corporate,5365,https://jort.tn/view/annonces-legales/fr/2011/114,1,,,,,,
G0223,2011|annonces-legales|SRU,annonces-legales/fr/2011/115:2011300700SRUB1,annonces-legales,2011,115,2011-09-24,SRUB1,corporate,5440,https://jort.tn/view/annonces-legales/fr/2011/115,1,,,,,,
G0224,2011|annonces-legales|SRU,annonces-legales/fr/2011/116:2011A00886SRUB2,annonces-legales,2011,116,2011-09-27,SRUB2,corporate,5515,https://jort.tn/view/annonces-legales/fr/2011/116,2,,,,,,
G0225,2011|annonces-legales|SRU,annonces-legales/fr/2011/116:2011R03272SRUB2,annonces-legales,2011,116,2011-09-27,SRUB2,corporate,5515,https://jort.tn/view/annonces-legales/fr/2011/116,0,,,,,,
G0226,2011|annonces-legales|SRL,annonces-legales/fr/2011/118:2011W00262SRLB1,annonces-legales,2011,118,2011-10-01,SRLB1,corporate,5602,https://jort.tn/view/annonces-legales/fr/2011/118,2,,,,,,
G0227,2011|annonces-legales|SAN,annonces-legales/fr/2011/122:2011R03464SANB2,annonces-legales,2011,122,2011-10-11,SANB2,corporate,5830,https://jort.tn/view/annonces-legales/fr/2011/122,3,,,,,,
G0228,2011|annonces-legales|SRL,annonces-legales/fr/2011/122:2011R03469SRLB1,annonces-legales,2011,122,2011-10-11,SRLB1,corporate,5811,https://jort.tn/view/annonces-legales/fr/2011/122,2,,,,,,
G0229,2011|annonces-legales|SRL,annonces-legales/fr/2011/125:2011G06418SRLB1,annonces-legales,2011,125,2011-10-18,SRLB1,corporate,5973,https://jort.tn/view/annonces-legales/fr/2011/125,2,,,,,,
G0230,2011|annonces-legales|SOD,annonces-legales/fr/2011/126:2011T05806SODB3,annonces-legales,2011,126,2011-10-20,SODB3,corporate,6075,https://jort.tn/view/annonces-legales/fr/2011/126,0,,,,,,
G0231,2011|annonces-legales|SAN,annonces-legales/fr/2011/127:2011B01565SANB2,annonces-legales,2011,127,2011-10-22,SANB2,corporate,6104,https://jort.tn/view/annonces-legales/fr/2011/127,1,,,,,,
G0232,2011|annonces-legales|SRL,annonces-legales/fr/2011/136:2011P01056SRLB1,annonces-legales,2011,136,2011-11-12,SRLB1,corporate,6480,https://jort.tn/view/annonces-legales/fr/2011/136,2,,,,,,
G0233,2011|annonces-legales|SRL,annonces-legales/fr/2011/137:2011G06994SRLB2,annonces-legales,2011,137,2011-11-15,SRLB2,corporate,6537,https://jort.tn/view/annonces-legales/fr/2011/137,3,,,,,,
G0234,2011|annonces-legales|SRL,annonces-legales/fr/2011/139:2011X01816SRLB2,annonces-legales,2011,139,2011-11-19,SRLB2,corporate,6650,https://jort.tn/view/annonces-legales/fr/2011/139,0,,,,,,
G0235,2011|annonces-legales|SRU,annonces-legales/fr/2011/143:2011A01183SRUB2,annonces-legales,2011,143,2011-11-29,SRUB2,corporate,6888,https://jort.tn/view/annonces-legales/fr/2011/143,3,,,,,,
