coding_id,block_uid,event_id,event_type,person_mention,org_mention,role_canonical,event_date,event_date_source,pattern_id,evidence_quote,verdict,correct_event_type,correct_role,coder_note
G0069,annonces-legales/fr/2009/043:2009T02102SRLB2,EV_9deb6e06d601a18a0618,shares_transferred,Maximilian Cerutti,SOCIETE EASY COFFEE,,2009-03-12,act,corp.shares,"- Mr Naoufel Ltaief et Mr Maximilian Cerutti ont cédé chacun à Mme Ouafa Attaoui, 100 parts sociales qu'ils détiennent au capital de la société EASY COFFEE.",correct,,,
G0069,annonces-legales/fr/2009/043:2009T02102SRLB2,EV_d6f985660c08e216b6fc,shares_transferred,Ouafa Attaoui,SOCIETE EASY COFFEE,,2009-03-12,act,corp.shares,"- Mr Naoufel Ltaief et Mr Maximilian Cerutti ont cédé chacun à Mme Ouafa Attaoui, 100 parts sociales qu'ils détiennent au capital de la société EASY COFFEE.",correct,,,
G0069,annonces-legales/fr/2009/043:2009T02102SRLB2,EV_15b609dcac94bb311fcc,resigned,Ouafa Attaoui,SOCIETE EASY COFFEE,gerant,2009-03-12,act,corp.resigned,- Mme Ouafa Attaoui a été désignée gérante de la société EASY COFFEE en remplacement de la gérante démissionnaire Mme Esmahen Sakkouhi.,correct,,,
G0069,annonces-legales/fr/2009/043:2009T02102SRLB2,EV_1a086613d44bf213f7c8,resigned,Esmahen Sakkouhi,SOCIETE EASY COFFEE,gerant,2009-03-12,act,corp.resigned,- Mme Ouafa Attaoui a été désignée gérante de la société EASY COFFEE en remplacement de la gérante démissionnaire Mme Esmahen Sakkouhi.,correct,,,
G0070,annonces-legales/fr/2009/051:2009G02276SRLB1,EV_f3c3f7326fd34f33f7fd,constituted,,TETRA Technics,,2009-04-08,act,corp.constituted,Constitution d'une société SARL,correct,,,
G0071,annonces-legales/fr/2009/052:2009T02585SRLB2,EV_485e57ad98e6bc44cdd6,dissolved,,Société ALES,,2009-03-30,filing,corp.dissolved,Dissolution liquidation de la société,correct,,,
G0071,annonces-legales/fr/2009/052:2009T02585SRLB2,EV_e6d4d2d432c11337551e,liquidated,,Société ALES,,2009-03-30,filing,corp.liquidated,Par décisions collectives extraordinaires des associés en date du 31 décembre 2008 dont PV enregistré à la recette de la Marsa le 7/1/2009 sous le numéro de quittance 1757 et le numéro d'enregistremen,correct,,,
G0072,annonces-legales/fr/2009/053:2009G02390SRLB1,EV_507f86ff7857dfa6464e,constituted,,Sté Construction Métallique Industrielle,,2009-04-28,filing,corp.constituted,Constitution d'une SARL,correct,,,
G0072,annonces-legales/fr/2009/053:2009G02390SRLB1,EV_746253111d2bbc0e1e09,appointed,Mohamed Ben NOSRA,Sté Construction Métallique Industrielle,gerant,2009-04-28,filing,corp.appointed,Gérance: Messieurs Mohamed Ben NOSRA et Farhat CHATTI sont nommés gérants de la société.,correct,,,
G0073,annonces-legales/fr/2009/058:2009R01500SRLB2,EV_915d7b63d2383e527c91,shares_transferred,Imen Ben Slimen,Société ESTHETI STYLE SARL,associe,2009-05-14,pub_only,corp.shares,Les associés adoptent à l'unanimité la cession des parts sociales de Mme Imen Ben Slimen épouse Nahlaoui à Mme Amel Mrabet épouse Mahjoub.,correct,,,
G0073,annonces-legales/fr/2009/058:2009R01500SRLB2,EV_1275a2bb78e8c0428277,shares_transferred,Amel Mrabet,Société ESTHETI STYLE SARL,associe,2009-05-14,pub_only,corp.shares,Les associés adoptent à l'unanimité la cession des parts sociales de Mme Imen Ben Slimen épouse Nahlaoui à Mme Amel Mrabet épouse Mahjoub.,correct,,,
G0074,annonces-legales/fr/2009/059:2009G02708SRLB1,EV_a6bbe4f6b8ae1bee5097,constituted,,Société MOUMOU,,2009-05-16,pub_only,corp.constituted,Constitution d'une S.A.R.L,correct,,,
G0074,annonces-legales/fr/2009/059:2009G02708SRLB1,EV_e83546bb6d6386967b61,appointed,Mahamed Nejib Ben Chikha,Société MOUMOU,gerant,2009-05-16,pub_only,corp.appointed,Gérance : Monsieur Mahamed Nejib Ben Chikha est nommé gérant de la société.,correct,,,
G0075,annonces-legales/fr/2009/063:2009G02944SRLB2,EV_78dfa855d060eb48fd85,resigned,Alberto Cavallaro,BJ SERVICES TUNISIE SARL,gerant,2009-01-05,act,corp.resigned,- Monsieur Alberto Cavallaro démissionne de ses fonctions de gérant.,correct,,,
G0075,annonces-legales/fr/2009/063:2009G02944SRLB2,EV_90e6f7278ed4c81a1700,appointed,Alfredo Mendez,BJ SERVICES TUNISIE SARL,gerant,2009-01-05,act,corp.appointed,- Monsieur Alfredo Mendez est nommé en qualité de nouveau gérant avec les pleins pouvoirs.,correct,,,
G0076,annonces-legales/fr/2009/063:2009R01686SRLB1,EV_9ef9989c70328cb60caf,constituted,,Chefia Steel Procurements,,2009-04-14,act,corp.constituted,Avis constitution,correct,,,
G0076,annonces-legales/fr/2009/063:2009R01686SRLB1,EV_e658be2e962803e509a5,appointed,Boutheina Ksouda,Chefia Steel Procurements,gerant,2009-04-14,act,corp.appointed,Gérance : Madame Boutheina Ksouda est nommée gérante pour une durée indéterminée.,,,,
G0077,annonces-legales/fr/2009/064:2009G03029SRLB2,EV_64963ae2c73a2008b8d7,headquarters_moved,,Société HAIRTECH SARL,,2009-05-04,act,corp.hq,## Transfert du siège social et modification de l'article 17 des statuts,,,,
G0078,annonces-legales/fr/2009/064:2009N00493SRLB1,EV_77f7c80bfdf3c5c79541,constituted,,Sté Marbrerie Zina Plus,,2009-05-25,filing,corp.constituted,Constitution d'une SARL,,,,
G0078,annonces-legales/fr/2009/064:2009N00493SRLB1,EV_9458789c20b02d912695,appointed,Faouzi Abid,Sté Marbrerie Zina Plus,gerant,2009-05-25,filing,corp.appointed,Gérance : Mr Faouzi Abid est nommé gérant de la société avec les pouvoirs les plus étendus.,,,,
G0079,annonces-legales/fr/2009/072:2009G03485SRLB2,EV_81200fd95c739d7c8861,capital_increased,,Société de Promotion Immobilière Nefissa SARL,,2009-06-01,act,corp.cap_up,Augmentation de capital,,,,
G0080,annonces-legales/fr/2009/072:2009G03491SRUB1,EV_df0757458f61a862b6bd,constituted,,SANAD MULTI SERVICES,,2009-06-10,act,corp.constituted,Constitution d'une S.U.A.R.L,,,,
G0081,annonces-legales/fr/2009/074:2009S01183SRLB2,EV_ab584fca3894283a7cf1,shares_transferred,Jose Miguel Medeiros Da Fonseca,Société DESITUNIS,,2009-05-29,act,corp.shares,Mr Jose Miguel Medeiros Da Fonseca a cédé 50 parts sociales qu'il détient dans le capital social de la société au profit Mr Manuel Baptista Ferreira.,,,,
G0081,annonces-legales/fr/2009/074:2009S01183SRLB2,EV_bf6c012ec95a5593c77b,shares_transferred,Manuel Baptista Ferreira,Société DESITUNIS,,2009-05-29,act,corp.shares,Mr Jose Miguel Medeiros Da Fonseca a cédé 50 parts sociales qu'il détient dans le capital social de la société au profit Mr Manuel Baptista Ferreira.,,,,
G0081,annonces-legales/fr/2009/074:2009S01183SRLB2,EV_61eaaaa3151bd063dddf,resigned,Jaime Manuel Fontes Vieira Da,Société DESITUNIS,cogerant,2009-05-29,act,corp.resigned,"De même, il a été décidé de nommer Messieurs Jaime Manuel Fontes Vieira Da fonseca, Manuel Baptista Ferreira, Jose Joaquim Ferandes Machado 3 cogérants suite démission de Mr Jose Miguel Medeiros Da Fo",,,,
G0081,annonces-legales/fr/2009/074:2009S01183SRLB2,EV_415f0890718da428a98b,resigned,Jose Miguel Medeiros Da Fonseca,Société DESITUNIS,cogerant,2009-05-29,act,corp.resigned,"De même, il a été décidé de nommer Messieurs Jaime Manuel Fontes Vieira Da fonseca, Manuel Baptista Ferreira, Jose Joaquim Ferandes Machado 3 cogérants suite démission de Mr Jose Miguel Medeiros Da Fo",,,,
G0081,annonces-legales/fr/2009/074:2009S01183SRLB2,EV_c5c4dca754d8fb347fbc,resigned,Manuel Baptista Ferreira,Société DESITUNIS,cogerant,2009-05-29,act,corp.resigned,"De même, il a été décidé de nommer Messieurs Jaime Manuel Fontes Vieira Da fonseca, Manuel Baptista Ferreira, Jose Joaquim Ferandes Machado 3 cogérants suite démission de Mr Jose Miguel Medeiros Da Fo",,,,
G0082,annonces-legales/fr/2009/087:2009G04232SRUB1,EV_b325cf44578b4fcb1b97,constituted,,Jmail Informatique,,2009-06-11,act,corp.constituted,Constitution d'une société S.U.A.R.L,,,,
G0082,annonces-legales/fr/2009/087:2009G04232SRUB1,EV_3307af544828c56fb426,appointed,Chawechi Saber,Jmail Informatique,gerant,2009-06-11,act,corp.appointed,Gérance : Monsieur Chawechi Saber est nommé gérant de la société.,,,,
G0084,annonces-legales/fr/2009/088:2009K00096SRUB1,EV_32aad22363d1bab5a5cf,constituted,,Le monde de confection,,2009-07-02,act,corp.constituted,Société le monde de confection,,,,
G0084,annonces-legales/fr/2009/088:2009K00096SRUB1,EV_050c84883b6fa08fb589,appointed,Abderrazek Nasri,Le monde de confection,gerant,2009-07-02,act,corp.appointed,Gérance : Mr Abderrazek Nasri est nommé gérant de la société avec les pouvoirs les plus étendus.,,,,
G0085,annonces-legales/fr/2009/088:2009X01341SRLB2,EV_b37c17b73de27cb7a44d,shares_transferred,Najoua Akrout,Société d'équipement de quincaillerie du sud S.O.S,,2009-06-29,act,corp.shares,"Suivant contrat de cession de parts sociales enregistré à la recette d'enregistrement des actes des sociétés à Sfax en date du 29 juin 2009, quittance n° M003505, enregistrement n° 09103329, dont deux",,,,
G0085,annonces-legales/fr/2009/088:2009X01341SRLB2,EV_d51ba2b89d3f2484cbbb,shares_transferred,Sami Akrout,Société d'équipement de quincaillerie du sud S.O.S,,2009-06-29,act,corp.shares,"Suivant contrat de cession de parts sociales enregistré à la recette d'enregistrement des actes des sociétés à Sfax en date du 29 juin 2009, quittance n° M003505, enregistrement n° 09103329, dont deux",,,,
G0087,annonces-legales/fr/2009/104:2009G04896SRLB2,EV_0516bff004943ff16ab7,headquarters_moved,,au n° 13,,2009-06-22,act,corp.hq,"- Le changement du siège social de la société au n° 13, 2ème étage, Rue 13 Août 1956 la Marsa.",,,,
G0087,annonces-legales/fr/2009/104:2009G04896SRLB2,EV_4f99f671186d4ca25070,appointed,Mohamed Khmiri,au n° 13,gerant,2009-06-22,act,corp.appointed,- Nomination d'un nouveau gérant de la société Mr. Mohamed Khmiri.,,,,
G0091,annonces-legales/fr/2009/115:2009S01796SRLB1,EV_64fac47ee589503366eb,constituted,,SOCIETE ALPHA CONFECTION ET TEXTILE ALPHA TEX,,2009-09-17,filing,corp.constituted,Constitution d'une S.A.R.L.,,,,
G0091,annonces-legales/fr/2009/115:2009S01796SRLB1,EV_de266cc5381191965b45,appointed,Lotfi Ben Taieb Attia,SOCIETE ALPHA CONFECTION ET TEXTILE ALPHA TEX,gerant,2009-09-17,filing,corp.role_colon,Gérant : Mr Lotfi Ben Taieb Attia avec les pouvoirs les plus étendus.,,,,
G0092,annonces-legales/fr/2009/118:2009G05505SRLB2,EV_8f859a49071e509cb46a,resigned,Lotfi LIOUAN,STE DIMELCO,gerant,2009-09-07,act,corp.resigned,- La démission de Mr Lotfi LIOUAN et Mme Sonia YAHIAOUI et la confirmation de Mr KRIFI Seifeddine gérant unique de la société.,,,,
G0092,annonces-legales/fr/2009/118:2009G05505SRLB2,EV_7c0e29eaeeee4a3a6860,resigned,Sonia YAHIAOUI,STE DIMELCO,gerant,2009-09-07,act,corp.resigned,- La démission de Mr Lotfi LIOUAN et Mme Sonia YAHIAOUI et la confirmation de Mr KRIFI Seifeddine gérant unique de la société.,,,,
G0092,annonces-legales/fr/2009/118:2009G05505SRLB2,EV_3389ee2913a310960149,resigned,KRIFI Seifeddine,STE DIMELCO,gerant,2009-09-07,act,corp.resigned,- La démission de Mr Lotfi LIOUAN et Mme Sonia YAHIAOUI et la confirmation de Mr KRIFI Seifeddine gérant unique de la société.,,,,
G0093,annonces-legales/fr/2009/120:2009N00935SRLB1,EV_af0cd23982b34fe65388,constituted,,Sté H,,2009-09-28,act,corp.constituted,Constitution d'une SARL,,,,
G0093,annonces-legales/fr/2009/120:2009N00935SRLB1,EV_f0db8c455c5a62603108,appointed,Hatem Ibnessouda,Sté H,gerant,2009-09-28,act,corp.appointed,Gérance : Mr Hatem Ibnessouda est nommé gérant de la société avec les pouvoir les plus étendus.,,,,
G0094,annonces-legales/fr/2009/122:2009T05936SRLB2,EV_d669738166e1811e475f,appointed,Haji Ahmed,Mademoiselle Sourour Ben Nasir reste gérante de la société avec les pleins pouvoirs,cogerant,2009-09-07,act,corp.appointed,- La dénomination de Monsieur Haji Ahmed co-gérant de la société avec les pleins pouvoirs.,,,,
G0095,annonces-legales/fr/2009/127:2009B01107SRUB2,EV_30e09dda2ebf7c8067db,shares_transferred,Sabeur Ben Abdallah,SOCIETE ARTA DECORS,,2009-10-16,filing,corp.shares,"Suivant contrat de cession de parts enregistré à la recette de l'enregistrement des contrats des sociétés à Sfax le 29 septembre 2009, quittance n° M004878- n° d'enregistrement 09104612, et acte sous ",,,,
G0095,annonces-legales/fr/2009/127:2009B01107SRUB2,EV_1dbe93db4d33fc0f267a,shares_transferred,Lobna Affes,SOCIETE ARTA DECORS,,2009-10-16,filing,corp.shares,"Suivant contrat de cession de parts enregistré à la recette de l'enregistrement des contrats des sociétés à Sfax le 29 septembre 2009, quittance n° M004878- n° d'enregistrement 09104612, et acte sous ",,,,
G0096,annonces-legales/fr/2009/131:2009B01149SRLB1,EV_6bc5c751ad9178f854d8,constituted,,Société I D CONCEPT,,2009-10-28,filing,corp.constituted,Constitution d'une S A R L,,,,
G0097,annonces-legales/fr/2009/131:2009P00719SRLB1,EV_ec91f94b0967f88aff13,constituted,,DINA D'HUILE D'OLIVES,,2009-08-31,act,corp.constituted,Constitution d'une SARL,,,,
G0098,annonces-legales/fr/2009/134:2009C00180APSF1,EV_da42ef3b6f8007abf608,appointed,Amari Sonia,Formation d'une association,secretaire_general,2009-11-07,pub_only,assoc.bureau,Secrétaire générale : Amari Sonia,,,,
G0098,annonces-legales/fr/2009/134:2009C00180APSF1,EV_679ed6a3c62d7903cae1,appointed,Yagoubi Meher,Formation d'une association,treasurer,2009-11-07,pub_only,assoc.bureau,Trésorier : Yagoubi Meher,,,,
G0100,annonces-legales/fr/2009/137:2009A00847SRLB2,EV_8c29a38ff10bf102d962,resigned,Noureddine Bey,Société ZEMBRA BOAT,gerant,2009-11-10,registration,corp.resigned,Il a été mentionné: la démission de Monsieur Noureddine Bey de la gérance de la société ZEMBRA BOAT et la nomination de madame INES EL KLAI comme nouvelle gérante avec les pouvoirs les plus étendues.,,,,
G0100,annonces-legales/fr/2009/137:2009A00847SRLB2,EV_c940b1990050fbb215f6,resigned,INES EL KLAI,Société ZEMBRA BOAT,gerant,2009-11-10,registration,corp.resigned,Il a été mentionné: la démission de Monsieur Noureddine Bey de la gérance de la société ZEMBRA BOAT et la nomination de madame INES EL KLAI comme nouvelle gérante avec les pouvoirs les plus étendues.,,,,
G0101,annonces-legales/fr/2009/140:2009E00360SRLB2,EV_875ffcacde6d57662e5f,liquidated,,Clôture de la liquidation Société SMS,,2009-10-30,act,corp.liquidated,## Clôture de la liquidation Société SMS,,,,
G0102,annonces-legales/fr/2009/140:2009G06654SRUB1,EV_6151294d41ef7e5e0e56,constituted,,XPANSIA INTERNATIONALE,,2009-11-18,act,corp.constituted,Constitution d'une société SUARL,,,,
G0102,annonces-legales/fr/2009/140:2009G06654SRUB1,EV_dfa8d6869c7ea4ecec52,appointed,Ammari Hatem,XPANSIA INTERNATIONALE,gerant,2009-11-18,act,corp.appointed,Gérance : Mr Ammari Hatem est nommé gérant de la société avec tous les pouvoirs énoncés aux statuts.,,,,
G0104,annonces-legales/fr/2009/151:2009P00827SRLB1,EV_dadc4bcb504e06d03d46,constituted,,Société DEAM AUTOMOBILE S.A.R.L,,2009-06-10,registration,corp.constituted,Société DEAM AUTOMOBILE S.A.R.L,,,,
G0104,annonces-legales/fr/2009/151:2009P00827SRLB1,EV_db156574527209e438f7,appointed,Braham Michel,Société DEAM AUTOMOBILE S.A.R.L,cogerant,2009-06-10,registration,corp.appointed,Gérance : Mr Braham Michel et Mr Braham Samir sont nommés cogérants.,,,,
G0104,annonces-legales/fr/2009/151:2009P00827SRLB1,EV_635aa8ef6c47b5c2a084,appointed,Braham Samir,Société DEAM AUTOMOBILE S.A.R.L,cogerant,2009-06-10,registration,corp.appointed,Gérance : Mr Braham Michel et Mr Braham Samir sont nommés cogérants.,,,,
G0105,annonces-legales/fr/2009/152:2009T07238SRUB1,EV_cf5f5ce631ce9e77b502,constituted,,ESPACE PARA,,2009-12-19,pub_only,corp.constituted,Constitution d'une société unipersonnelle à responsabilité limitée,,,,
G0105,annonces-legales/fr/2009/152:2009T07238SRUB1,EV_b37dbda6f5f3ace95eef,appointed,Belhadj Khalifa Rym,ESPACE PARA,gerant,2009-12-19,pub_only,corp.role_colon,Gérance : Madame Belhadj Khalifa Rym épouse Ben Rayana pour une durée illimitée avec les pouvoirs les plus étendus,,,,
G0107,annonces-legales/fr/2009/156:2009G07485SRLB1,EV_e1f7472176e49621cfb4,constituted,,SOCIETE TASMID INDUSTRY» S,,2009-12-23,filing,corp.constituted,Constitution d'une SARL,,,,
G0107,annonces-legales/fr/2009/156:2009G07485SRLB1,EV_da53e7d5e62385d37605,appointed,Abdelkader BOUZEIENE,SOCIETE TASMID INDUSTRY» S,gerant,2009-12-23,filing,corp.appointed,7- Gérance : Monsieur Abdelkader BOUZEIENE est nommé gérant de la société avec les pouvoirs les plus étendus.,,,,
G0108,annonces-legales/fr/2009/157:2009E00401SRLB1,EV_cca4125446d113b31d19,constituted,,Société El Menzel,,2009-12-15,act,corp.constituted,Constitution d'une société à responsabilité limitée,,,,
G0108,annonces-legales/fr/2009/157:2009E00401SRLB1,EV_859662c48227700d13f8,appointed,Ortillo Mario,Société El Menzel,gerant,2009-12-15,act,corp.appointed,Gérance : Mr Ortillo Mario est nommé gérant de la société pour une durée indéterminée avec les pouvoirs les plus étendus.,,,,
G0110,annonces-legales/fr/2010/007:2010S00076SRUB2,EV_491f18d1f7f97a362eb9,headquarters_moved,,Desert Storm SUARL,,2009-10-01,effective,corp.hq,- changement du siège social à la nouvelle adresse Immeuble Laatiri route de Tunis 4011 Hammam Sousse à compter du 01/10/2009.,,,,
G0111,annonces-legales/fr/2010/009:2010T00329SRLB2,EV_b0af708e8847d7c67510,appointed,Wael Ben Achour BACCARI,Société SIX SIGMA,gerant,2009-12-03,act,corp.appointed,- dénomination d'un nouveau gérant Mr Wael Ben Achour BACCARI au lieu de Amir Ben Achour BACCARI.,,,,
G0112,annonces-legales/fr/2010/010:2010R00196SANB2,EV_aee98e2011155d6c7bc2,appointed,Jabrane Ben Zeineb,SOCIETE OASIS S.A,commissaire_aux_comptes,2009-10-16,act,corp.appointed,"Suivant PV de l'assemblée générale convoquée extraordinairement en date du 16/10/2009 enregistré à la recette des finances de Boumhell le 19/11/2009 sous le n° 09702016, dont deux copies ont été dépos",,,,
G0113,annonces-legales/fr/2010/011:2010M00048SRUB1,EV_e78f67eb3c02aa61a5cb,constituted,,Société SUD DE VENTE MATÉRIAUX DE CONSTRUCTION,,2010-01-18,registration,corp.constituted,Constitution,,,,
G0114,annonces-legales/fr/2010/013:2010G00585SANB1,EV_4138688389d5f55fd5f3,constituted,,Société CE-TECH S.A,,2010-01-28,filing,corp.constituted,Société CE-TECH S.A,,,,
G0114,annonces-legales/fr/2010/013:2010G00585SANB1,EV_f01fcd82194faf85d58b,appointed,ZGOLLI Mohamed Jaouhar,Société CE-TECH S.A,representant,2010-01-28,filing,corp.constitution_officer,"Le Conseil d'Administration est composé des actionnaires de la Sté suivants ZGOLLI Mohamed Yassine, le représentant légal Tunis Information Technologie Fund, le représentant légal BT SICAR, ZGOLLI Moh",,,,
G0114,annonces-legales/fr/2010/013:2010G00585SANB1,EV_3a24dc5f1f56d2abd717,appointed,Sami CHEBREK,Société CE-TECH S.A,,2010-01-28,filing,corp.appointed,"Monsieur Sami CHEBREK est désigné commissaire au compte pour une période de trois ans, qui accepte.",,,,
G0114,annonces-legales/fr/2010/013:2010G00585SANB1,EV_0e93dce78c402d6dbe3b,appointed,ZGOLLI Mohamed Yassine,Société CE-TECH S.A,pdg,2010-01-28,filing,corp.constitution_officer,"II appert du PV de la réunion du Conseil d'Administration de la Sté CE-TECH SA, tenu le 27/01/2010 au siège social de la société en présence de tous ses membres que Monsieur ZGOLLI Mohamed Yassine a é",,,,
G0115,annonces-legales/fr/2010/017:2010K00022SANB2,EV_bd6ec8f20dc6ac8da28f,appointed,Jalel Ben Fahem Touati,Sté des Moulins Sidi Tlil,dg,2010-02-09,pub_only,corp.appointed,3- La nomination de Mr Jalel Ben Fahem Touati directeur général possédant le droit de signature.,,,,
G0116,annonces-legales/fr/2010/019:2010T00832SRLB1,EV_8d1f39409a7aaef7e94b,constituted,,Sté Iset,,2009-11-11,registration,corp.constituted,Constitution d'une SARL,,,,
G0116,annonces-legales/fr/2010/019:2010T00832SRLB1,EV_82cc8d313f5fff376fcc,appointed,Karim Chebbi,Sté Iset,gerant,2009-11-11,registration,corp.role_colon,Gérance : Mr Karim Chebbi.,,,,
G0118,annonces-legales/fr/2010/021:2010T00941SRLB1,EV_330c2178bc0aa029bc86,constituted,,Société Wintek Windows Technologie Distribution,,2010-02-04,registration,corp.constituted,Constitution d'une SARL,,,,
G0119,annonces-legales/fr/2010/023:2010U00020SRLB2,EV_68a354d9086b024dd887,appointed,Belgacem Ahmed Hassen,STE LES TROIS ROSES,liquidateur,2009-11-30,act,corp.appointed,- Nomination de gérant Mr Belgacem Ahmed Hassen comme liquidateur de la société.,,,,
G0121,annonces-legales/fr/2010/036:2010G01839SRLB1,EV_ed7aa80d7b027a902a83,constituted,,Société Buisness Financial Solution et Training BFST,,2010-03-23,act,corp.constituted,Constitution d'une SARL,,,,
G0122,annonces-legales/fr/2010/038:2010R00993SRLB2,EV_68d1ca090208673e050c,appointed,Chebbi Sonia,Ont décidé de nommer Mlle Chebbi Sonia entant que nouvelle gérante de la dite société,gerant,2010-03-25,act,corp.appointed,- Ont décidé de nommer Mlle Chebbi Sonia entant que nouvelle gérante de la dite société.,,,,
G0124,annonces-legales/fr/2010/042:2010N00372SRLB1,EV_2026edcdadce9c10f102,constituted,,My Shose,,2010-03-24,registration,corp.constituted,Constitution d'une SARL,,,,
G0124,annonces-legales/fr/2010/042:2010N00372SRLB1,EV_01bc108d5e7d124ffbe1,appointed,Insaf Bent Hassine,My Shose,gerant,2010-03-24,registration,corp.role_colon,Gérance : Ahlem Bent Hassine et Insaf Bent Hassine.,,,,
G0125,annonces-legales/fr/2010/048:2010G02478SRLB2,EV_00a74985c55ed8ca1ccc,appointed,Nizar Ben Salem,Sté TUNISIENNE DE PRODUCTION AGRICOLE A RESPONSABILITE LIMITEE (T.P.A),gerant,2010-04-07,registration,corp.appointed,1. Nomination de M. Nizar Ben Salem au poste de gérant de la société à la place de M. Aymard DE L'EPINE.,,,,
G0126,annonces-legales/fr/2010/049:2010G02579SRLB1,EV_e0ee6011d256d082a567,constituted,,TUNISIE BATTERIES tBatt » SARL,,2010-03-10,act,corp.constituted,TUNISIE BATTERIES,,,,
G0126,annonces-legales/fr/2010/049:2010G02579SRLB1,EV_4977d83502abd7998882,appointed,JOUINI KARIM,TUNISIE BATTERIES tBatt » SARL,gerant,2010-03-10,act,corp.appointed,"2/- Et suivant PV de l'assemblée générale ordinaire du 10 mars 2010 enregistré à la Recette de l'Enregistrement des Actes de Sociétés Premier Bureau - Tunis le 12 mars 2010 sous le n° 10802791, Quit. ",,,,
G0127,annonces-legales/fr/2010/049:2010X00697SRUB2,EV_eac8ab46876a52e7d9c2,capital_increased,,R. C : B143812001,,2010-04-12,act,corp.cap_up,"du 12 Avril 2010 et enregistré à la recette de l'enregistrement des actes de société à Sfax, le 12 Avril 2010 sous n° 10501929 et dont deux exemplaires ont été déposés au greffe du tribunal de premièr",,,,
G0129,annonces-legales/fr/2010/052:2010R01471SRLB1,EV_8bab5590a9572f7fdc2a,constituted,,Raison : Général Travaux & Services,,2010-04-27,filing,corp.constituted,Constitution d'une SARL,,,,
G0129,annonces-legales/fr/2010/052:2010R01471SRLB1,EV_fe3701b8d466a2f39987,appointed,Hwimli Yassine,Raison : Général Travaux & Services,gerant,2010-04-27,filing,corp.appointed,Gérant : Nomination de Mr Hwimli Yassine pour une durée indéterminée.,,,,
G0131,annonces-legales/fr/2010/058:2010G03157SRUB1,EV_7092f7f724ac3f77a347,appointed,Giuseppe Petrone,,gerant,2010-04-28,act,corp.role_colon,Gérant : Monsieur Giuseppe Petrone.,,,,
G0132,annonces-legales/fr/2010/060:2010B00648SRLB1,EV_ca8f74cdc4689bc572b8,constituted,,Ste Njeh d'électricité et d'énergie,,2010-05-10,act,corp.constituted,STE NJEH D'ELECTRICITE ET D'ENERGIE,,,,
G0132,annonces-legales/fr/2010/060:2010B00648SRLB1,EV_c7c57188d1ea35ee29af,appointed,Mourad NJEH,Ste Njeh d'électricité et d'énergie,gerant,2010-05-10,act,corp.appointed,Gérance : Monsieur Mourad NJEH est nommé gérant de la société pour une période illimitée avec les pouvoirs les plus étendus.,,,,
G0133,annonces-legales/fr/2010/060:2010G03316SRLB2,EV_cac07f0ab56a27bb63b9,resigned,Belgacem Hizaoui,HIKMA PHARMA TUNISIE SARL,gerant,2010-05-12,act,corp.resigned,- Mr Belgacem Hizaoui a décidé de démissionner de ses fonctions de gérant.,,,,
G0133,annonces-legales/fr/2010/060:2010G03316SRLB2,EV_b1a63048d7a5178d7130,appointed,Atif Amin Ata Ali,HIKMA PHARMA TUNISIE SARL,gerant,2010-05-12,act,corp.appointed,- Les associés décident de nommer Mr Atif Amin Ata Ali en qualité de nouveau gérant pour une durée indéterminée.,,,,
G0135,annonces-legales/fr/2010/063:2010R01861SRLB1,EV_02337a9f3fa1f1ea0b22,constituted,,Ste Espadon Concept,,2010-05-17,act,corp.constituted,Constitution d'une S.A.R.L,,,,
G0135,annonces-legales/fr/2010/063:2010R01861SRLB1,EV_7fa177eba1fc1d231713,appointed,Samir B. Habib Azaiez,Ste Espadon Concept,gerant,2010-05-17,act,corp.appointed,Gérance : Monsieur Samir B. Habib Azaiez est nommé gérant de la société pour une durée illimitée et disposant de pleins pouvoirs.,,,,
G0136,annonces-legales/fr/2010/069:2010N00670SRLB2,EV_8022961919d68143bc86,shares_transferred,Catherine Tarabbia,Société LA MAISON,associe,2010-05-11,filing,corp.shares,"Suivant contrat de cession de parts sociales du 08/02/ 2010 enregistré à la recette des finances de Kélibia le 09/02/2010 sous le N° 10100327, quittance N° 5899 dont deux exemplaires ont été déposés a",,,,
G0136,annonces-legales/fr/2010/069:2010N00670SRLB2,EV_a47161fff2d67dbf029c,shares_transferred,Mohamed Jebali,Société LA MAISON,associe,2010-05-11,filing,corp.shares,"Suivant contrat de cession de parts sociales du 08/02/ 2010 enregistré à la recette des finances de Kélibia le 09/02/2010 sous le N° 10100327, quittance N° 5899 dont deux exemplaires ont été déposés a",,,,
G0137,annonces-legales/fr/2010/070:2010R02185SRLB1,EV_7573c8cb8ad20ae0fbd0,constituted,,Société ENERGIE EQUIPEMENT ET AUTOMATION,,2010-06-01,act,corp.constituted,Constitution d'une SARL,,,,
G0137,annonces-legales/fr/2010/070:2010R02185SRLB1,EV_a205c978bb13569e5c39,appointed,SA-DI Sabeh,Société ENERGIE EQUIPEMENT ET AUTOMATION,gerant,2010-06-01,act,corp.appointed,Gérance : Mme SA-DI Sabeh est nommé gérante de la société pour une durée de trois années.,,,,
