coding_id,stratum,edge_id,entry_uid,subject_name,relation,layer,counterparty_name,counterparty_kind,year,extractor,pattern_id,folio,evidence_quote,verdict,correct_relation,correct_counterparty,coder,coder_note
E0058,membership|llm,ED_7495f85f792a0109bf1e,aalam:2.15,الصادق التلاتلي,member_of,membership,المجلس الأعلى للتعليم العمومي,org,,llm,aalam-model-v1,277-286,أو عضواً في المجلس الأعلى للتعليم العمومي,correct,,,C2,«أو عضواً في المجلس الأعلى للتعليم العمومي». Explicit عضو في. The same sentence lists two further unextracted memberships (المجلس الأعلى للبلاد التونسية، لجنة إصلاح التعليم الزيتوني).
E0059,membership|llm,ED_7b7e046e8fcb81cee2f3,aalam:3.02,الشيخ محمد بورقيبة,founded,membership,جريدة نتائج الأخبار,newspaper,,llm,aalam-model-v1,295-300,أنشأ أوؤل صحيفة عربية ظهرت فى تونس بعد انتصاب الحماية الفرنسية,correct,,,C2,"«أنشأ أول صحيفة عربية ظهرت في تونس بعد انتصاب الحماية الفرنسية، وهي جريدة نتائج الأخبار». Elided subject is the entry subject (3.02, محمد بورقيبة). The author's own footnote disputes the 'first' claim, not the founding."
E0060,membership|llm,ED_7cf6b24bf84ee0a46e17,aalam:2.13,عبد الجليل الزاوش,founded,membership,جريدة التونسي,newspaper,1907,llm,aalam-model-v1,253-270,"أصدر عبد الجليل الزاوش وحوالي عشرة
شبان تونسيين من أصدقائه العدد الأول من «التونسي)",correct,,,C2,"«ففي يوم 17 فيفري 1907 أصدر عبد الجليل الزاوش وحوالي عشرة شبان تونسيين من أصدقائه العدد الأول من التونسي». VSO agent is Zawush; year matches. (Entry 2.04 footnotes the first issue as 7 Feb 1907 - an internal date conflict in the book, not a coding error.)"
E0061,membership|llm,ED_821630d649577feca416,aalam:3.03,الطاهر بن عمار,headed,membership,الوفد الدستوري الثاني إلى باريس,org,,llm,aalam-model-v1,301-306,الطاهر بن عمار (رئيس) ‏ حمودة المنستيري,correct,,,C2,Footnote: «كان يتركب من السادة: الطاهر بن عمار (رئيس) - حمودة المنستيري...». رئيس is explicit; the other delegates are member_of ties that were not extracted.
E0062,membership|llm,ED_84cd459434eb1d8a229a,aalam:3.06,علي بوحاجب,wrote_for,membership,المنارة,newspaper,,llm,aalam-model-v1,327-332,"سبق له أن نشر محاولتين أو ثلاث محاولاات معتبرة فى
المجلة الشهرية «المنارة»",correct,,,C2,«سبق له أن نشر محاولتين أو ثلاث محاولات معتبرة في المجلة الشهرية المنارة». Publishing in it = wrote_for. counterparty_kind 'newspaper' is loose - the text calls it a monthly review (مجلة شهرية).
E0063,membership|llm,ED_891e20813dbfb45b910b,aalam:3.04,صالح بن يوسف,member_of,membership,وزارة محمد شنيق,org,1950,llm,aalam-model-v1,307-318,"برئاسة السيد محمد شنيق وبمشاركة
الأمين العام للحزب الدستوري الجديد، الآستاذ صالح بن يوسف",correct,,,C2,Footnote: «وزارة جديدة برئاسة السيد محمد شنيق وبمشاركة الأمين العام للحزب الدستوري الجديد، الأستاذ صالح بن يوسف». مشاركة in the cabinet; year 1950 matches (أوت 1950). The parallel headed(شنيق -> the ministry) was not extracted.
E0064,membership|llm,ED_897b4dae2ef1854e1b2a,aalam:3.09,الشاذلي خير الله,colleague_of,membership,أحمد الغطاس,person,,llm,aalam-model-v1,345-348,وحسونة العياشي وأحمد الغطاس,wrong_relation,emulated / modelled_on (no vocab term),,C2,"The sentence is «محتذياً في ذلك حذو عظماء الرجال التونسيين أمثال: البشير صفر وحسونة العياشي وأحمد الغطاس وعلي بوشوشة...» - Khayrallah is following the example of an earlier generation of exemplars, confirmed by the next line «ولقد كان يروم النسج على منوالهم». It states emulation, not friendship or association. Structurally the same failure as reading a list of authors as teachers: a name-list after أمثال is being turned into a peer tie."
E0065,membership|llm,ED_91c28a827f33e52983cf,aalam:1.05,أحمد باي الأول,founded,membership,المدرسة الحربية بباردو,school,,llm,aalam-model-v1,63-70,إحداث مدرسة حربية بباردو,correct,,,C2,"«فقد قرر أحمد باي في سنة 1840 إحداث مدرسة حربية بباردو». VSO agent is the Bey, correctly not the entry subject (Qabadu, 1.05). But year is blank although the text gives 1840 (footnote correcting the original's 1838) - an unextracted date."
E0066,membership|llm,ED_93234fba545380a3c9b0,aalam:1.07,الجنرال حسين,member_of,membership,مجلس شورى الملك,org,,llm,aalam-model-v1,79-86,"حتى عُيّن الجئرال حسين عضواً
في المجلس الأكبر المسمّى آنذاك بمجلس شورى الملك",correct,,,C2,«حتى عين الجنرال حسين عضواً في المجلس الأكبر المسمى آنذاك بمجلس شورى الملك». عين + عضواً في; subject is the entry subject (1.07). Either member_of or appointed_to is defensible here.
E0067,membership|llm,ED_991f760ad6b6b19fe670,aalam:2.09,طاهر خير الدين,colleague_of,membership,الطيب الجلولي,person,,llm,aalam-model-v1,193-224,الذي كان طاهر خير الدين متحالفاً معه,correct,,,C2,"«الوزير الأكبر آنذاك، الذي كان طاهر خير الدين متحالفاً معه»; footnote 7 identifies the wazir as الطيب الجلولي. Alliance = associate. Counterparty resolved through the footnote, correctly. The same sentence also states an opposed_by/خصومة tie between al-Jallouli and شيخ الإسلام أحمد بيرم, not extracted."
E0068,membership|llm,ED_993fa173db7f78bd3f07,aalam:2.06,سالم بو حاجب,colleague_of,membership,محمد بيرم,person,,llm,aalam-model-v1,169-176,أو بالعاصمة في بيت الشيخ محمد بيرم,correct,,,C2,"Same weak cue as E0043: «أو بالعاصمة في بيت الشيخ محمد بيرم» - gatherings Bou Hajeb attended, hosted by Bayram. Co-attendance, not a stated friendship. Third host in the same sentence (محمد البكوش) got no edge, so the extractor treated identical cues inconsistently."
E0069,membership|llm,ED_9c1cece8d8003155e35f,aalam:3.04,محمد السعيد الخلصي,authored,membership,غادة الكاميليا,work,,llm,aalam-model-v1,307-318,أقدم الخلصي على ترجمة أثر نثري هذه المرةع,wrong_relation,"translated (no vocab term; nearest read_work_of, counterparty ألكسندر دوماس الابن)",ألكسندر دوماس الابن,C2,"«أقدم الخلصي على ترجمة أثر نثري هذه المرة، يتمثل في رواية الاسكندر دوماس الابن: غادة الكاميليا». The novel is explicitly Dumas fils'; al-Khalsi translated it, and the text says the translation was left unfinished («ذلك العمل غير المستكمل»). Same error as E0044."
E0070,membership|llm,ED_9dcac7e168df0b073419,aalam:2.15,محمد التلاتلي,member_of,membership,المجلس الكبير,org,,llm,aalam-model-v1,277-286,الذي قام بدور معتبر في المجلس الكبير وفى المنظمات الثقافية,correct,,,C2,"«والطبيب محمد التلاتلي الذي قام بدور معتبر في المجلس الكبير». Right man, but note the hazard: the same passage names the entry subject's father as محمد التلاتلي الأمين الزراعي too, so this subject string is ambiguous within one paragraph. «قام بدور معتبر في» is also slightly weaker than membership."
E0071,membership|llm,ED_a44459d82ea3ac2ebfc5,aalam:3.06,علي بوحاجب,member_of,membership,الجمعية التمثيلية الآداب,association,,llm,aalam-model-v1,327-332,فانضم علي بوحاجب إلى الجمعية التمثيلية «الآداب،,correct,,,C3,"«فانضم علي بوحاجب إلى الجمعية التمثيلية الآداب» - named subject, explicit joining verb, entry 3.06 is Ali Bouhajeb himself."
E0072,membership|llm,ED_a90c5ac6482ccbcd8bf6,aalam:2.13,الصادق الزمرلي,member_of,membership,حركة الشباب التونسي,org,,llm,aalam-model-v1,253-270,ومحمد بن الخوجة والصادق الزمرلي والطاهر الأسود,correct,,,C3,"Supported, but only by the footnote sentence the quote is cut from: «سبعة أعضاء من حركة الشباب التونسي هم: ... والصادق الزمرلي والطاهر الأسود». The stored evidence_quote is a bare name list and on its own asserts nothing; quote span should have started at «أعضاء من حركة»."
E0073,membership|llm,ED_aa54516c2a2395f873e7,aalam:3.03,حسونة العياشي,wrote_for,membership,التونسي,newspaper,,llm,aalam-model-v1,301-306,«التونسي): فصولا متينة السبك حول مختلف المسائل,correct,,,C3,«ليرسل إلى الصحافة ... مثل الحاضرة والزهرة ... وفيما بعد التونسي: فصولا متينة السبك». Subject of the sending is the entry subject Hassouna Ayachi. wrote_for holds.
E0074,membership|llm,ED_b0150845b39b0c14aab1,aalam:2.04,محمد الأصرم,member_of,membership,المؤتمر الاستعماري بمرسيليا,org,1906,llm,aalam-model-v1,141-158,"ما لقيه ممحمل الأصرم من صدىق
طيّب في المؤتمر الاستعماري المنعقد بمرسيليا سنة 1906",correct,,,C3,"«ما لقيه محمد الأصرم من صدى طيب في المؤتمر الاستعماري المنعقد بمرسيليا سنة 1906» - participation is presupposed, not asserted, and a one-off congress is an event, not a body one belongs to (counterparty_kind=org is a modelling stretch). Accepted because the book elsewhere calls congress participants أعضاء."
E0075,membership|llm,ED_b02be97c88e63a76c446,aalam:3.02,حسين المقدم,founded,membership,جريدة نتائج الأخبار,newspaper,1889,llm,aalam-model-v1,295-300,جريدة «نتائج الأخبار، لصاحبها حسين المقدّم؛ فقد ظهرت في سنة 1889,correct,,,C3,"Footnote states ownership plus first appearance: «جريدة نتائج الأخبار لصاحبها حسين المقدم؛ فقد ظهرت في سنة 1889». صاحب = proprietor; founding is the standard reading of proprietor-at-first-issue in this press-history idiom, but the text does not use أسس."
E0076,membership|llm,ED_b6bbcbfd9372949ac616,aalam:3.03,حسونة العياشي,member_of,membership,الحزب الحر الدستوري الجديد,party,,llm,aalam-model-v1,301-306,"انضِمٌ إلى الحزب
'الدستورى الجديد وترأس اجتماعاته الأولى",correct,,,C3,"«انضم إلى الحزب الدستوري الجديد وترأس اجتماعاته الأولى المنعقدة بسوسة». Elided subject is the entry subject. A second, stronger tie (headed the Sousse founding meetings) is left unextracted."
E0077,membership|llm,ED_bd53bda0ee4b63b3b865,aalam:2.10,علي الورداني,wrote_for,membership,جريدة الحاضرة,newspaper,,llm,aalam-model-v1,225-236,الحشايشي وعلي الورداني وغيرهم من المحررين,correct,,,C3,"«... وعلي الورداني وغيرهم من المحررين» in the list of contributors to al-Hadira founded by Ali Bouchoucha. wrote_for holds for a non-entry-subject person, correctly attributed."
E0078,membership|llm,ED_bdb544f8cdaf00c62f40,aalam:2.03,عمر بو حاجب,wrote_for,membership,جريدة الحاضرة,newspaper,,llm,aalam-model-v1,133-140,وعمر بو حاجب، وعلى وسجه الخصوص البشير صفر الذي,correct,,,C3,"«ومن بين جميع أولئك المحررين ... وعمر بو حاجب» - listed among al-Hadira's editors. Entry 2.03 (Bouchoucha) is the paper's founder, not the subject of this edge; attribution is right."
E0079,membership|llm,ED_bfcbaabed94dc52821c7,aalam:3.05,محمد الصادق بسيس,authored,membership,النازلة التونسية,work,,llm,aalam-model-v1,319-326,تاليف محمد السئوسي وتحقيق محمد الصادق بسيّس,wrong_subject,,,C3,Footnote reads «النازلة التونسية - تأليف محمد السنوسي وتحقيق محمد الصادق بسيس». The author (تأليف) is محمد السنوسي; Bsis is the modern editor (تحقيق) of a 1976 edition. The authored tie belongs to al-Sanusi; Bsis should not be linked as author at all (and the 1976 edition is outside the book's own time frame).
E0080,membership|llm,ED_c0b4847ac621c939e758,aalam:3.05,خير الله بن مصطفى,headed,membership,جمعية قدماء الصادقية,association,1905,llm,aalam-model-v1,319-326,"تم الاتفاق على إسناد رئاسة تلك الجمعية
إلى خخير الله",correct,,,C3,"«تم الاتفاق على إسناد رئاسة تلك الجمعية إلى خير الله» right after «وعندما أنشئت جمعية قدماء الصادقية سنة 1905». Entry subject, presidency, year all supported."
E0081,membership|llm,ED_c1add5389237ae23f08f,aalam:3.02,الشاذلي القسطلي,headed,membership,جريدة النهضة,newspaper,,llm,aalam-model-v1,295-300,أصبحت الجريدة تعبّر عن رأي صاحبها الشاذلي القسطلي,correct,,,C3,"Footnote 5: after the Reform Party dissolved in 1926 al-Nahda «أصبحت الجريدة تعبر عن رأي صاحبها الشاذلي القسطلي». Text states proprietorship (صاحبها), not رئاسة/إدارة; headed is an inference from ownership. Same cue (صاحبها) is mapped to founded in E0075 and to headed here - the cue-to-relation mapping for صاحب is not stable."
E0082,membership|llm,ED_c5834aedcea12cc204fa,aalam:3.02,جريدة البرهان,member_of,membership,الحزب الإصلاحي,party,,llm,aalam-model-v1,295-300,جريدة «البرهان) هي لسان حال الحزب الإصلاحي,correct,,,C3,"«جريدة البرهان هي لسان حال الحزب الإصلاحي» - organ-of affiliation, stated. Two caveats: the subject is an institution, not a person, and member_of is the nearest available label for لسان حال; an organ_of relation would be the honest coding."
E0083,membership|llm,ED_c5ddc5172083e945fff6,aalam:3.03,أحمد الصافي,headed,membership,الوفد الدستوري الأول إلى باريس,org,1920,llm,aalam-model-v1,301-306,الوفد الدستوري الأول إلى باريس في 6 جوان 1920» برئاسة الأستاذ أحمد الصافي,correct,,,C3,"Footnote 1: «توجه الوفد الدستوري الأول إلى باريس في 6 جوان 1920 برئاسة الأستاذ أحمد الصافي الأمين العام للجنة التنفيذية للحزب». Note the body text of the same page says the first delegation went «برئاسة الشيخ عبد العزيز الثعالبي»; the footnote is the corrective, and the extractor happened to take the footnote."
E0084,membership|llm,ED_cc078882773a50470f74,aalam:2.11,عمر ثلاتي,headed,membership,النادي التونسي,association,,llm,aalam-model-v1,237-242,"قبل أن يتولى رئاسته على إثر وفاة المقدّم
عمر ثلاتي",wrong_subject,,,C3,«في النادي التونسي الذي كان أحد أعضائه المثابرين قبل أن يتولى رئاسته على إثر وفاة المقدم عمر ثلاتي». The man who took the presidency is the entry subject مصطفى آغة; عمر ثلاتي is only the man whose death vacated it - the text never says he headed the club. Correct edge: مصطفى آغة headed النادي التونسي (and succeeded عمر ثلاتي).
E0085,membership|llm,ED_cd6b42eda438e223c04f,aalam:3.02,حسن قلاتي,founded,membership,الحزب الإصلاحي,party,1921,llm,aalam-model-v1,295-300,هي لسان حال الحزب الإصلاحي الذي أسّسه حسن قلاتي سنة 1921,correct,,,C3,«الحزب الإصلاحي الذي أسسه حسن قلاتي سنة 1921». VSO read correctly: the noun after أسسه is the founder.
E0086,membership|llm,ED_d56181894903cd46b2b3,aalam:2.11,مصطفى آغة,member_of,membership,جمعية الآداب التمثيلية,association,,llm,aalam-model-v1,237-242,فسوا، في جمعية (الآداب، التمثيلية أو في النادي التونسي,correct,,,C3,«فسواء في جمعية الآداب التمثيلية أو في النادي التونسي ... كان مصطفى آغة يساهم في المناقشات». Activity in both bodies is stated of the entry subject.
E0087,membership|llm,ED_d849d9aee72088b8d9ea,aalam:1.01,أحمد بن أبي الضياف,authored,membership,إتحاف أهل الزمان,work,,llm,aalam-model-v1,25-32,أحمد بن أبي الضياف: «إتحاف أهل,correct,,,C3,Bibliographic footnote «أحمد بن أبي الضياف: إتحاف أهل الزمان بأخبار ملوك تونس وعهد الأمان». Authorship stated; the edge sits in the Aziza Othmana entry only because the works are cited there.
E0088,membership|llm,ED_d99d1be72e88aa436bab,aalam:3.04,محمد السعيد الخلصي,colleague_of,membership,صالح فرحات,person,,llm,aalam-model-v1,307-318,من نظم صديقه صالح فرحات وكيف اختطفها منه,correct,,,C3,"«ثلاث قصائد ... من نظم صديقه صالح فرحات». The possessive ـه resolves to the entry subject al-Khalsi, who is the one telling the story; friend tie correct."
E0089,membership|llm,ED_da5aac414f4f35de36a9,aalam:2.04,علي باش حانبة,member_of,membership,مجلس الدولة,org,,llm,aalam-model-v1,141-158,فقد دُعي بعد مدّة قليلة إلى الانتما، إلى مجلس الدولة,correct,,,C3,"«فقد دعي بعد مدة قليلة إلى الانتماء إلى مجلس الدولة. وتم تكليفه بدراسة أشد المسائل تعقدا» - invitation plus subsequent duties, so membership (Istanbul Council of State) is stated of the entry subject."
E0090,membership|llm,ED_df3bbc510498116d0f81,aalam:3.07,حسن قلاتي,headed,membership,الجمعية الخلدونية,association,,llm,aalam-model-v1,333-340,المسرحية ثم للجمعية الخلدونية بعد مغادرة عضوين,correct,,,C3,«أصبح رئيسا لجمعية الآداب المسرحية ثم للجمعية الخلدونية بعد مغادرة عضوين ... البشير صفر ومحمد الأصرم». Elided subject is مترجمنا = the entry subject (spelled شلاتني/فلاتي/قلاتي by OCR). A second headed tie (جمعية الآداب) in the same clause is unextracted.
E0091,membership|llm,ED_e1314e206a0652457b13,aalam:3.05,حسونة بن مصطفى,colleague_of,membership,دي تافرن,person,,llm,aalam-model-v1,319-326,"زميليه «كمبلون) و«دي تافرن، اللذين أسبغا
عليه المديح",correct,,,C3,"«نال تقدير ومودة زميليه كمبلون ودي تافرن» - the Bardo military-school teacher in this passage is the father حسونة بن مصطفى, not the entry subject خير الله; the extractor got the harder attribution right. زميل = colleague, explicit."
E0092,membership|llm,ED_e6a715643a7d7fc804f5,aalam:1.01,ابن أبي دينار,authored,membership,المؤنس في أخبار إفريقيا وتونس,work,,llm,aalam-model-v1,25-32,ابن أبي ديئار: «المؤنس في أخبار إفريقيا وتونس,correct,,,C3,Bibliographic footnote «ابن أبي دينار: المؤنس في أخبار إفريقيا وتونس». Authorship stated.
E0093,membership|llm,ED_e933534387a302ce42be,aalam:2.03,علي بوشوشة,colleague_of,membership,محمد عبده,person,,llm,aalam-model-v1,133-140,"تعرّف على مفتي الديار المصرية الشيخ محمد
عبده",unclear,,,C3,"Text says only «وفي ذلك الصالون أيضا تعرف على مفتي الديار المصرية الشيخ محمد عبده» - an introduction at Princess Nazli's salon. تعرف على is acquaintance, not the friendship/association/fellowship that colleague_of requires (contrast E0088 صديقه, E0091 زميليه, E0097 بالتعاون مع). Either a weaker met/acquainted relation is needed or the edge should be dropped."
E0094,membership|llm,ED_ead600be618fbf985076,aalam:2.07,محمد الأصرم,authored,membership,المشرع الملكي في سلطنة أولاد حسين بن علي تركي,work,,llm,aalam-model-v1,177-186,كتاب «المشرع الملكي في سلطنة أولاد حسين بن علي تركي),wrong_subject,,,C3,«نقل إلى اللغة الفرنسية بالاشتراك مع فيكتور سار كتاب المشرع الملكي ... لمحمد الصغير بن يوسف». al-Asram translated the book; the author named by the text is محمد الصغير بن يوسف. Same failure as E0079: a non-authorial role (translator/editor) read as authorship.
E0095,membership|llm,ED_ed778be186ec549475da,aalam:2.10,محمد بن الخوجة,member_of,membership,الخلدونية,org,1896,llm,aalam-model-v1,225-236,عضواأً في الهيئة المديرة لتلك المؤسسة الجديدة,correct,,,C3,"«فقد تم انتخابه عضوا في الهيئة المديرة لتلك المؤسسة الجديدة» - referent of تلك المؤسسة is معهد الخلدونية founded 1896 in the preceding sentence; elided subject is محمد بن الخوجة, named just before. Year 1896 is the institute's founding year, and the election is only dated by proximity."
E0096,membership|llm,ED_eef13d032a3152184065,aalam:3.01,الطيب رضوان,member_of,membership,جمعية قدماء الصادقية,association,,llm,aalam-model-v1,287-294,عضواً ناشطاً وسخياً من بين أعضا، جمعية قدما، الصادقية,correct,,,C3,"«وكان الطيب رضوان أيضا عضوا ناشطا وسخيا من بين أعضاء جمعية قدماء الصادقية». Explicit, named subject (the entry subject of 3.01)."
E0097,membership|llm,ED_ef9b0630192ee2cbcfdb,aalam:2.04,علي باش حانبة,colleague_of,membership,الدكتور بروزون,person,,llm,aalam-model-v1,141-158,"بالتعاون مع
الدكتور بروزون جريدة أسبوعية",correct,,,C3,«لم يغادر باريس قبل أن يصدر بالتعاون مع الدكتور بروزون جريدة أسبوعية فرنسا الإسلامية». Collaboration explicit; subject is the entry subject Ali Bach Hamba. A founded tie for the paper itself is unextracted.
E0098,membership|llm,ED_f533780c2f9cb95813ef,aalam:2.15,صلاح الدين التلاتلي,authored,membership,جربة والجربيون,work,,llm,aalam-model-v1,277-286,أصدر أطروحته «جربة والجربيّون»,correct,,,C3,"«ابنه السيد صلاح الدين التلاتلي ... أصدر أطروحته جربة والجربيون». The son, not the entry subject, is correctly recorded as author."
E0099,membership|llm,ED_f7cf8e6da1cd89d735d3,aalam:3.06,عبد العزيز الثعالبي,headed,membership,الحزب الحر الدستوري التونسي,party,1919,llm,aalam-model-v1,327-332,"وأوفد زعيمه

الشيخ عبد العزيز الثعالبي إلى باريس",correct,,,C3,"«تأسس الحزب الحر الدستوري التونسي سنة 1919 وأوفد زعيمه الشيخ عبد العزيز الثعالبي إلى باريس». زعيمه states the leadership tie; note the sentence's main verb أوفد has the party as agent (it sent him), so the delegation, not the leadership, is what 1919 dates."
E0100,membership|llm,ED_fc184a4e2d7a1b019062,aalam:3.04,الحبيب بورقيبة,headed,membership,الحزب الدستوري الجديد,party,1952,llm,aalam-model-v1,307-318,الزعيم الحبيب بورقيبة رئيس الحزب الدستوري الجديد في 18 جانفي,correct,,,C3,"Footnote 8: «ألقي القبض على الزعيم الحبيب بورقيبة رئيس الحزب الدستوري الجديد في 18 جانفي 1952». Leadership stated appositively; 1952 is the arrest date, i.e. a date at which the tie held, not its start."
E0101,office|llm,ED_0052bee732b6b205778a,aalam:2.06,سالم بو حاجب,appointed_to,office,مشيخة الإسلام المالكية,office,1919,llm,aalam-model-v1,169-176,ارتقى إلى خطة مشيخة الإسلام المالكية في سنة,correct,,,C3,"«ارتقى إلى خطة مشيخة الإسلام المالكية في سنة 1919» - elided subject is the entry subject Salem Bouhajeb (named as الشيخ سالم بوحاجب in the next paragraph). Caveat the book itself attaches: footnote 2 says the post مشيخة الإسلام المالكية was not created until 1932 and was called كبير أهل الشورى before that, so the office label is anachronistic in the 1919 edge."
E0102,office|llm,ED_05ebf0f2a8c5a8ce978e,aalam:3.05,الجنرال رشيد,recommended,office,حسونة بن مصطفى,person,,llm,aalam-model-v1,319-326,"تلقى
تشكرات الجنرال رشيد الذي أعرب عن كامل رضاه",wrong_relation,eulogised_by,,C3,"«تلقى تشكرات الجنرال رشيد الذي أعرب عن كامل رضاه عن الطريقة الممتازة التي تم بها تزويد الجنود بالمؤونة» - thanks and expressed satisfaction for work already done. Nothing about proposing anyone for a post, so recommended is unsupported. As praise it should be recorded with حسونة بن مصطفى as subject: حسونة بن مصطفى eulogised_by الجنرال رشيد, i.e. this row's subject and counterparty are also the wrong way round for the relation that is stated."
E0103,office|llm,ED_0a8e404570c51d08dc43,aalam:1.07,الجنرال حسين,appointed_to,office,أمير آلاي,office,1859,llm,aalam-model-v1,79-86,فقد قرّر ترقية التلميذ حسين إلى رتبة أمير الاي,correct,,,C3,"«فقد قرر ترقية التلميذ حسين إلى رتبة أمير الاي» - agent of قرر is محمد الصادق باي, patient is التلميذ حسين = the entry subject; year 1859 from the accession sentence. أمير آلاي is a military rank rather than an office, but appointed_to is the available label."
E0104,office|llm,ED_0af64f9ca51c89f53d22,aalam:2.09,الطيب الجلولي,opposed_by,office,أحمد بيرم,person,,llm,aalam-model-v1,193-224,الخلاف الذي ظهر بين الوزير الأكبر الطيب الجلّولي وشيخ الإسلام الحنفي أحمد بيرم,correct,,,C3,"Footnote 7: «الخلاف الذي ظهر بين الوزير الأكبر الطيب الجلولي وشيخ الإسلام الحنفي أحمد بيرم». A mutual خلاف, so opposed_by holds in either direction; neither party is named as the initiator."
E0105,office|llm,ED_0d439d7572050c01cec9,aalam:3.01,محمد رضوان,appointed_to,office,رئيس دائرة المحاسبات,office,,llm,aalam-model-v1,287-294,وتقلّد منصب رئيس دائرة المحاسبات,correct,,,C3,"«فأما الابن محمد ... وبعدما أشرف بكفاءة نادرة على مكتب الترجمة وتقلد منصب رئيس دائرة المحاسبات». The brother محمد رضوان, not the entry subject الطيب, is correctly recorded; two further office ties in the same sentence (مكتب الترجمة، قاضي العاصمة الحنفي) are unextracted."
E0106,office|llm,ED_0d77784f50ada7a46514,aalam:2.10,محمد بن الخوجة,appointed_to,office,مستشار الحكومة,office,,llm,aalam-model-v1,225-236,"ألا وهي خطة مستشار
الحكومة",correct,,,C4,same sentence: 'اسرعت الحكومة التونسية الى تعيينه في الخطة الجديدة... الا وهي خطة مستشار الحكومة'
E0107,office|llm,ED_10348a18a9163654c3ce,aalam:1.06,أحمد بن أبي الضياف,patronised_by,office,حسين باي الثاني,person,,llm,aalam-model-v1,71-78,"إلآ أن الأمير
حسين باي الثاني الذي كان يتابع عن كثب ما أحرزه ذلك الشاب من تقدّم",correct,,,C4,"Husayn Bey II followed his progress and insisted on redirecting his career, then appointed him (1822) - patronage stated in the same and following sentence"
E0108,office|llm,ED_1be0f0f7ddf7ebbfbba8,aalam:2.05,محمد شوكت باشا,appointed_to,office,الصدر الأعظم,office,,llm,aalam-model-v1,159-168,"حادث اغتيال الصدر الأعظم ووزير الحرب محمد
شوكت باشا",correct,,,C4,"office-holding by apposition ('اغتيال الصدر الاعظم ووزير الحرب محمد شوكت باشا'); no appointment event or date stated, year left empty"
E0109,office|llm,ED_235b54fe9d3624739575,aalam:1.02,عثمان باي,succeeded,office,حمودة باشا,person,1814,llm,aalam-model-v1,33-48,عندما توفي حمودة باشا فجأة يوم 15 سبتمبر 1814,correct,,,C4,quote truncated; succession is in the continuation of the same sentence ('واقترح عليهم تنصيب الامير عثمان باي... على العرش الشاغر')
E0110,office|llm,ED_2a91efeb32008a36166f,aalam:3.04,مصطفى الكعاك,left_post,office,الوزارة الكبرى,office,1950,llm,aalam-model-v1,307-318,في شهر أورت 1950 تم تعويض وزارة الكعاك بوزارة جديدة,correct,,,C4,footnote 6: 'تم تعويض وزارة الكعاك بوزارة جديدة برئاسة محمد شنيق' - departure from headship stated by the parallel with Chenik; the title 'الوزارة الكبرى' itself is not in the text
E0111,office|llm,ED_327eebf6a69a2755d1c1,aalam:2.10,محمد بن الخوجة,succeeded,office,البشير صفر,person,,llm,aalam-model-v1,225-236,"خلفه صاحب الترجمة
في رئاسة قسم المحاسبة",correct,,,C4,VSO handled correctly: 'خلفه صاحب الترجمة في رئاسة قسم المحاسبة' - the entry subject Ben Khoja is the one succeeding Bashir Sfar
E0112,office|llm,ED_32a89f5589e249e9f60a,aalam:1.06,أحمد بن أبي الضياف,commissioned_by,office,أحمد باي الأول,person,,llm,aalam-model-v1,71-78,"واستصحبه في سفره إلى باريس بصفة مستشاره
وأمين سرّه",correct,,,C4,Ahmad Bey I 'كلفه... وفوض اليه مهمة... واستصحبه في سفره الى باريس بصفة مستشاره وامين سره'
E0113,office|llm,ED_37ed7424f328d172b1f9,aalam:2.09,طاهر خير الدين,appointed_to,office,تدريس التاريخ,office,,llm,aalam-model-v1,193-224,المسؤولية التربوية الملقاة على عاتقه والمتمثلة في تدريس التاريخ,correct,,,C4,"'تحمل المسؤولية التربوية الملقاة على عاتقه والمتمثلة في تدريس التاريخ'; fact right but 'تدريس التاريخ' is a duty, not a named post - office node is an activity"
E0114,office|llm,ED_3a7172464527c2d13d7b,aalam:2.05,محمد باي خير الدين,opposed_by,office,لجنة الاتحاد والترقي,party,,llm,aalam-model-v1,159-168,"وبدأت
سياسة لجنة «الاتحاد والترقى) المليئة بالمخاطر تثير الغضب فى صفوف
الحزب نفسه",correct,,,C4,"tie right (he directed the opposition paper; the CUP then had him arrested and exiled) but the quoted sentence carries the OPPOSITE arrow - his press campaigns angering the CUP - and never names him; duplicates E0116, same body under two names (لجنة الاتحاد والترقي / الحزب الحاكم)"
E0115,office|llm,ED_42d9b0692ad90d105279,aalam:3.14,محمد الأمين الشابي,patronised_by,office,السلطة العليا بالبلاد,org,,llm,aalam-model-v1,373-376,ولقد استرعى النتباه السلطة العليا بالبلاد,correct,,,C4,'استرعى انتباه السلطة العليا... فلم تر من سبيل لمكافأة ذلك الاخلاص الا بتكليفه بمهمة وزير التربية القومية' - advancement stated in the next sentence
E0116,office|llm,ED_42ebb5fc58f8630ec6ca,aalam:2.05,محمد باي خير الدين,opposed_by,office,الحزب الحاكم,party,,llm,aalam-model-v1,159-168,"فرأى الحزب
الحاكم أن الوقت قد حان لوضع حدّ لذلك الوضع",correct,,,C4,'فرأى الحزب الحاكم ان الوقت قد حان لوضع حد لذلك الوضع' followed by his arrest and expulsion; subject named only in the following sentences
