edge_id,layer,relation,from_id,from_name,from_fr,from_ijmes,to_id,to_name,to_fr,to_ijmes,to_kind,subjects_studied,year,year_lo,year_hi,date_precision,evidence_tier,extractor,pattern_id,confidence,entry_uid,evidence_quote
ED_b8e0799ee9205fdb0010,office,commissioned_by,PERSON_BWSHWSHH_LY,علي بوشوشة,Ali Bouchoucha,Ali Bushusha,ORG_SLTH_LYA,السلطة العليا,l'autorité supérieure,the supreme authority,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.03,"علي بوشوشة من بين التلامذة الأولين الذين اختارتهم السلطة العليا لإتمام
دراستهم بأروبا"
ED_cfbb648302e138ace695,office,appointed_to,PERSON_BWTWR_MHMD_ZYZ,محمد العزيز بوعتور,Mohamed Aziz Bouattour,Muhammad al-Aziz Buattur,OFFICE_WZARH_KBRY,الوزارة الكبرى,Grand Vizirat,Grand Vizirate,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,وإنجازاته الإدارية التي حققها عندما تقلّد الوزارة الكبرى
ED_eaf096c26ae5e4a0b701,office,appointed_to,PERSON_BYRM_AHMD,أحمد بيرم,Ahmed Bayram,Ahmad Bayram,OFFICE_SHYKH_ASLAM_HNFY,شيخ الإسلام الحنفي,Cheikh al-Islam hanéfite,Hanafi Shaykh al-Islam,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.09,وشيخ الإسلام الحنفي أحمد بيرم
ED_5a532e78f9abf47dc977,office,commissioned_by,PERSON_BYRM_MHMD,محمد بيرم,Mohamed Bayram,Muhammad Bayram,PERSON_KHYRALDYN,خير الدين,Général Khereddine,General Khayr al-Din,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.06,بالشيخ سالم بوحاجب وكذلك بصديقه الشيخ محمد بيرم لتحرير كتابه «أقوم
ED_7ed2d2f793bddb4efaf3,office,appointed_to,PERSON_BYRWTWN_MARSAL,مارسال بيروتون,Marcel Peyrouton,Marsal Birutun,OFFICE_MQYM_AM_LFRNSA_BTWNS,مقيم عام لفرنسا بتونس,Résident général de France à Tunis,French resident general in Tunis,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.11,مارسال بيروتون، مقيماً عاماً لفرنسا بتونس
ED_d972c5dc2c13c6455dfe,office,left_post,PERSON_BYRWTWN_MARSAL,مارسال بيروتون,Marcel Peyrouton,Marsal Birutun,OFFICE_MQYM_AM_LFRNSA_BTWNS,مقيم عام لفرنسا بتونس,Résident général de France à Tunis,French resident general in Tunis,office,,,1933-01-01,1936-12-31,year_range,book_stated,llm,aalam-model-v1,0.80,aalam:3.11,شغل بيروتون خطة مقيم عام لفرنسا بتونس من 1933 إلى 1936
ED_4b704d49f79bcdb49950,office,commissioned_by,PERSON_BYRWTWN_MARSAL,مارسال بيروتون,Marcel Peyrouton,Marsal Birutun,ORG_HKWMH_FRNSYH,الحكومة الفرنسية,le gouvernement français,the French government,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.11,عيّنت الحكومة الفرنسية الوالي السابق بالمستعمرات
ED_fde7115803bec6fa935b,office,appointed_to,PERSON_DAR_MHMD_KHZNH,محمد خزنة دار,Mohamed Khaznadar,Muhammad Khaznadar,OFFICE_WZYR_AKBR,الوزير الأكبر,Grand Vizir,Grand Vizier,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.08,الوزير الأكبر الجديد محمد خزنة دار علامات المودة والتقدير
ED_0d6b8fd750b17b867ae9,office,appointed_to,PERSON_DAY_THMAN,عثمان داي,Othman Dey,Uthman Day,OFFICE_DAY_TWNS,داي تونس,Dey de Tunis,Dey of Tunis,office,,,1598-01-01,1610-12-31,year_range,book_stated,llm,aalam-model-v1,0.80,aalam:1.01,مدة عثمان داي : 1610-1598
ED_2b3f9850d45c561f8e80,office,appointed_to,PERSON_DYAF_AHMD_BNABY,أحمد بن أبي الضياف,Ahmed Ibn Abi Dhiaf,Ahmad Ibn Abi al-Diyaf,OFFICE_AMYR_AMRA,أمير أمراء,Émir des émirs,Commander of commanders,office,,1861,1861-01-01,1861-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.06,ومع ذلك فقد رقاه الصادق باي سنة 1861 إلى رتبة أمير أمرا
ED_6e9834b460faf981f209,office,appointed_to,PERSON_DYAF_AHMD_BNABY,أحمد بن أبي الضياف,Ahmed Ibn Abi Dhiaf,Ahmad Ibn Abi al-Diyaf,OFFICE_AMYR_LWA,أمير لواء,Général de brigade,Brigadier general,office,,1849,1849-01-01,1849-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.06,"تقلّد في ظرف بضع سنوات رتبة
أمير لوا، وتحصل على الصنف الأكبر من الوسام الحسيني (1849)"
ED_1f033ea2d633b239cbae,office,appointed_to,PERSON_DYAF_AHMD_BNABY,أحمد بن أبي الضياف,Ahmed Ibn Abi Dhiaf,Ahmad Ibn Abi al-Diyaf,OFFICE_KTABH,الكتابة,Le secrétariat,The secretaryship,office,,1829,1829-01-01,1829-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.06,"أي في سنة 1829 أولاه نفس الأمير خطة الكتابة وعهد
إليه بأمانة سر"
ED_fb64cf0647a9d6ea2187,office,appointed_to,PERSON_DYAF_AHMD_BNABY,أحمد بن أبي الضياف,Ahmed Ibn Abi Dhiaf,Ahmad Ibn Abi al-Diyaf,OFFICE_NAB_RYS_MJLS_AKBR,نائب رئيس المجلس الأكبر,vice-président du Grand Conseil,vice-president of the Grand Council,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.06,ونائباً لرئيس المجلس الأكبر
ED_58cae3ea039315dd6032,office,appointed_to,PERSON_DYAF_AHMD_BNABY,أحمد بن أبي الضياف,Ahmed Ibn Abi Dhiaf,Ahmad Ibn Abi al-Diyaf,OFFICE_SHAHD_DL,شاهد عدل,notaire,notary witness,office,,1822,1822-01-01,1822-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.06,فقد تم تعيينه سنة 1822 في خخطة شاهد عدل
ED_cdf5a4572c42a45d2fbc,office,appointed_to,PERSON_DYAF_AHMD_BNABY,أحمد بن أبي الضياف,Ahmed Ibn Abi Dhiaf,Ahmad Ibn Abi al-Diyaf,OFFICE_WZYR,وزير,ministre,minister,office,,1861,1861-01-01,1861-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.06,"وعينه فى
خطة وزير"
ED_580ddc37117b6fb876c7,office,headed,PERSON_DYAF_AHMD_BNABY,أحمد بن أبي الضياف,Ahmed Ibn Abi Dhiaf,Ahmad Ibn Abi al-Diyaf,ORG_JMYH_WQTYH_LFD_NZAAT,الجمعية الوقتية لفض النزاعات,la Commission provisoire pour le règlement des litiges,al-Jamiyya al-Waqtiyya li-Fadd al-Nizaat,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.06,"تعيينه رئيساً للجمعية الوقتية المحدثة لفضٌ النزاعات القائمة بين التونسيين
والأجانب"
ED_32a89f5589e249e9f60a,office,commissioned_by,PERSON_DYAF_AHMD_BNABY,أحمد بن أبي الضياف,Ahmed Ibn Abi Dhiaf,Ahmad Ibn Abi al-Diyaf,PERSON_AWL_AHMD,أحمد باي الأول,Ahmed Bey El Aouel,Ahmad Bay al-Awwal,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.06,"واستصحبه في سفره إلى باريس بصفة مستشاره
وأمين سرّه"
ED_9734282bb168fd3409dd,office,recommended,PERSON_DYAF_AHMD_BNABY,أحمد بن أبي الضياف,Ahmed Ibn Abi Dhiaf,Ahmad Ibn Abi al-Diyaf,PERSON_BNHSYN_AHMD,أحمد بن حسين,Ahmed Ben Hussein,Ahmad Ibn Husayn,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.04,وأشار عليه بأن يكلف بتلك المهمة أحد رجال الشرع بالآفاق
ED_10348a18a9163654c3ce,office,patronised_by,PERSON_DYAF_AHMD_BNABY,أحمد بن أبي الضياف,Ahmed Ibn Abi Dhiaf,Ahmad Ibn Abi al-Diyaf,PERSON_THANY_HSYN,حسين باي الثاني,Hussein Bey Eth-Thani,Husayn Bay al-Thani,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.06,"إلآ أن الأمير
حسين باي الثاني الذي كان يتابع عن كثب ما أحرزه ذلك الشاب من تقدّم"
ED_38f089be7356d5872fdb,office,appointed_to,PERSON_FRANS_BYAR_MNDAS,بيار منداس فرانس,Pierre Mendès France,Biyar Mandas Frans,OFFICE_RASH_HKWMH_FRNSYH,رئاسة الحكومة الفرنسية,Présidence du gouvernement français,Presidency of the French government,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.04,كان رئيس الحكومة الفرنسية أنذاك المسيور بيار منداس فرانس
ED_8fa581656a2fcec152e6,office,appointed_to,PERSON_FRHAT_SALH,صالح فرحات,Salah Farhat,Salih Farhat,OFFICE_WZARH_DL,وزارة العدل,Ministère de la Justice,Ministry of Justice,office,,1943,1943-01-01,1943-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,وصالح فرحات (وزير عدل)
ED_85a254ade4ef45caf2d8,office,appointed_to,PERSON_GHTAS_AHMD,أحمد الغطاس,Ahmed Ghattas,Ahmad al-Ghattas,OFFICE_MHAM,محام,avocat,lawyer,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.08,باعتباره أول محام تونسي [متخرج من الجامعات
ED_c59fd0079444b55676be,office,opposed_by,PERSON_GHTAS_AHMD,أحمد الغطاس,Ahmed Ghattas,Ahmad al-Ghattas,ORG_FH_AJTMAYH_MTKHLFH,فئة اجتماعية متخلفة,une catégorie sociale arriérée,a backward social group,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.08,ما ألحقته فئة اجتماعية متخلفة من إهانة خفيّة وفي غير محلها
ED_35d7d437b40d2eb67546,office,recommended,PERSON_GHTAS_AHMD,أحمد الغطاس,Ahmed Ghattas,Ahmad al-Ghattas,PERSON_BDWHAB_HSN_HSNY,حسن حسني عبد الوهاب,Hassan Hosni Abdelwahab,Hasan Husni Abd al-Wahhab,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.08,كما كان من أول المقترحين لتنظيم دروس في الفرنسية، وقد عَهِدَ بها لأول مرّة إلى الأستاذ حسن حسني عبد الوهاب
ED_e6c1e04c36bd0d89fb49,office,appointed_to,PERSON_HANBH_LY_BASH,علي باش حانبة,Ali Bach Hamba,Ali Bash Hanba,OFFICE_WKYL_MDRSH_SADQYH,وكيل المدرسة الصادقية,intendant du Collège Sadiki,administrator of the Sadiqi school,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.04,الإشراف على إدارتها بصفة وكيل
ED_dd47b5fd9e66bb0e0aaf,office,opposed_by,PERSON_HANBH_LY_BASH,علي باش حانبة,Ali Bach Hamba,Ali Bash Hanba,ORG_ADARH,الإدارة,l'Administration,the administration,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.04,"وتعطيل جريدة «التونسي) وطرد سبعة أعضا، من هيئة تحريرها
من بينهم مدير الجريدة"
ED_4f18a92c051c3be34ab4,office,commissioned_by,PERSON_HANBH_LY_BASH,علي باش حانبة,Ali Bach Hamba,Ali Bash Hanba,ORG_HRKH_SHBAN_TWNSYYN,حركة الشبان التونسيين,les Jeunes Tunisiens,Harakat al-Shubban al-Tunisiyyin,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.04,"وكلفوه
بمهمة تحرير برنامج الحركة الجديدة التي ظهرت للوجود"
ED_ffa42758053432584a10,office,opposed_by,PERSON_HANBH_LY_BASH,علي باش حانبة,Ali Bach Hamba,Ali Bash Hanba,PERSON_BAY,الباي,Le Bey,The Bey,person,,1912,1912-01-01,1912-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:3.07,فلم يفاجئهما قرار القبض عليهما فجر يوم 12 مارس 21912
ED_97f5b9395c2e5939674e,office,patronised_by,PERSON_HANBH_LY_BASH,علي باش حانبة,Ali Bach Hamba,Ali Bash Hanba,PERSON_RSHAD_SLTAN_MHMD,السلطان محمد رشاد,Le Sultan Mohamed Rechad,al-Sultan Muhammad Rashad,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.04,"ولا سيما قصر السلطان محمد رشاد الفنان المولع بالأثريات هو
أيضاً"
ED_55dba8a7644056d86010,office,appointed_to,PERSON_HBYB_MHMD,محمد الحبيب باي,Mohamed El Habib Bey,Muhammad al-Habib Bay,OFFICE_RSH_MMLKH_TWNSYH,عرش المملكة التونسية,Trône du Royaume de Tunisie,Throne of the Kingdom of Tunisia,office,,,1922-01-01,1929-12-31,year_range,book_stated,llm,aalam-model-v1,0.80,aalam:2.09,هو الأمير محمد الحبيب باي الذي دامت مدته من سئة 1922 إلى سئة 1929
ED_7a759eec2b1f880d00d3,office,opposed_by,PERSON_HDAD_TAHR,الطاهر الحداد,Tahar Haddad,al-Tahir al-Haddad,PERSON_RSMYWN_MFKRWN,المفكرون الرسميون,Les penseurs officiels,The official thinkers,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.14,الذي أثار تهجمات المفكرين الرسميين
ED_1f187ee18cb826f8f4ec,office,succeeded,PERSON_HMWDH,حمودة باشا,Hammouda Pacha,Hammuda Pasha,PERSON_LY,علي باي,Ali Bey,Ali Bay,person,,1782,1782-05-27,1782-05-27,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.02,وعندما خلف الأمير حمودة باشا والده يوم 13 جمادى الثانية 1197 (27
ED_7176966d1840030435a8,office,appointed_to,PERSON_HSYN,الجنرال حسين,Général Hussein,General Husayn,OFFICE_AMYR_AMRA,أمير أمراء,Émir des émirs,Commander of commanders,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.07,ترقيته إلى رتبة «فريك، أي أمير أمراء
ED_0a8e404570c51d08dc43,office,appointed_to,PERSON_HSYN,الجنرال حسين,Général Hussein,General Husayn,OFFICE_AMYR_AY,أمير آلاي,Colonel,Colonel,office,,1859,1859-01-01,1859-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.07,فقد قرّر ترقية التلميذ حسين إلى رتبة أمير الاي
ED_d2a741d7d34270df8c99,office,appointed_to,PERSON_HSYN,الجنرال حسين,Général Hussein,General Husayn,OFFICE_WZYR_ASTSHARH,وزير الاستشارة,ministre de la Consultation,minister of consultation,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.07,بوصفه وزيراً للاستشارة
ED_9a9ae293b32fb5a6ca86,office,appointed_to,PERSON_HSYN,الجنرال حسين,Général Hussein,General Husayn,OFFICE_WZYR_MARF_WALNAFH,وزير المعارف والنافعة,ministre de l'Instruction publique et des Travaux publics,minister of education and public works,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.07,"ألا
وهو منصب وزير المعارف والنافعة"
ED_4cd90999589a17b58bf4,office,commissioned_by,PERSON_HSYN,الجنرال حسين,Général Hussein,General Husayn,ORG_HKWMH_TWNSYH,الحكومة التونسية,Gouvernement tunisien,Tunisian government,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.06,بالجنرال حسين المكلف من قبّل الحكومة التونسية بالدفاع عن القضية
ED_597062c60ecf2bdef8ff,office,commissioned_by,PERSON_HSYN,الجنرال حسين,Général Hussein,General Husayn,ORG_HKWMH_TWNSYH,الحكومة التونسية,Gouvernement tunisien,Tunisian government,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.07,"كلف بالتحوّل إلى ليفرنو ثم فلورنسا لمتابعة القضية التي رفعتها الحكومة
التونسية"
ED_c20463a15d2ef35bfb07,office,headed,PERSON_HSYN,الجنرال حسين,Général Hussein,General Husayn,ORG_MJLS_BLDY_BALHADRH,المجلس البلدي بالحاضرة,le Conseil municipal de la capitale,al-Majlis al-Baladi bi-al-Hadira,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.07,"كرئاسة المجلس البلدي
بالحاضرة"
ED_bc37861f70c6cf0ca293,office,headed,PERSON_HSYN,الجنرال حسين,Général Hussein,General Husayn,ORG_MTBH_RSMYH,المطبعة الرسمية,l'Imprimerie officielle,al-Matbaa al-Rasmiyya,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.07,وإدارة المطبعة الرسمية
ED_6ab6ae300e0b4d5fe35c,office,opposed_by,PERSON_HSYN,الجنرال حسين,Général Hussein,General Husayn,PERSON_BNASMAYL_MSTFY,مصطفى بن إسماعيل,Mustapha Ben Ismaïl,Mustafa Ibn Ismail,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.07,"وتعيين
خصمه اللدود مصطفى بن إسماعيل على رأس الحكومة"
ED_921781f81d4333b1041b,office,commissioned_by,PERSON_HSYN,الجنرال حسين,Général Hussein,General Husayn,PERSON_SADQ_MHMD,محمد الصادق باي,Mohamed Es-Sadok Bey,Muhammad al-Sadiq Bay,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.07,تم تكليفه بالتحول إلى اسطنبول رفقة الجنرال خير الدين
ED_8c396e097e7893000ec1,office,appointed_to,PERSON_JLWLY_BKAR,بكار الجلولي,Bakkar Jellouli,Bakkar al-Jalluli,OFFICE_WALY_SFAQS,والي صفاقس,gouverneur de Sfax,governor of Sfax,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.02,نجد القايد بكار الجلولي الذي كان يشغل آنذاك خطة
ED_d18812d7c38df1638d11,office,appointed_to,PERSON_JLWLY_MHMD_ZYZ,محمد العزيز الجلولي,Mohamed El Aziz El Jellouli,Muhammad al-Aziz al-Jalluli,OFFICE_WZYR_AWQAF,وزير الأوقاف,ministre des Habous,minister of religious endowments,office,,1943,1943-01-01,1943-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:2.13,"ومحمد العزيز
الجلولي (وزير أوقاف)"
ED_87cc330d5a8fe46f940b,office,appointed_to,PERSON_JLWLY_TYB,الطيب الجلولي,Taïeb Jelloli,al-Tayyib al-Jalluli,OFFICE_WZYR_AKBR,وزير أكبر,Grand Vizir,Grand Vizier,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.09,يشير المؤلف إلى الخلاف الذي ظهر بين الوزير الأكبر الطيب الجلّولي
ED_0af64f9ca51c89f53d22,office,opposed_by,PERSON_JLWLY_TYB,الطيب الجلولي,Taïeb Jelloli,al-Tayyib al-Jalluli,PERSON_BYRM_AHMD,أحمد بيرم,Ahmed Bayram,Ahmad Bayram,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.09,الخلاف الذي ظهر بين الوزير الأكبر الطيب الجلّولي وشيخ الإسلام الحنفي أحمد بيرم
ED_81ae8666d473477f53eb,office,appointed_to,PERSON_KAK_MSTFY,مصطفى الكعاك,Mustapha Kaak,Mustafa al-Kaak,OFFICE_MYD_HYH_MHAMYN,عميد هيئة المحامين,bâtonnier de l'ordre des avocats,president of the bar association,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.06,"فدعت عميد هيئة المحامين الآستاذ مصطفى الكعاك
إلى تشكيل وزارة"
ED_a6c6ebed49740d54bb04,office,appointed_to,PERSON_KAK_MSTFY,مصطفى الكعاك,Mustapha Kaak,Mustafa al-Kaak,OFFICE_WZARH_KBRY,الوزارة الكبرى,Grand Vizirat,Grand Vizirate,office,,,1947-01-01,1950-12-31,year_range,book_stated,llm,aalam-model-v1,0.80,aalam:3.04,تولّى الأستاذ مصطفى الكعاك الوزارة الكرى من سنئة 1947 إلى سئة 1950
ED_2a91efeb32008a36166f,office,left_post,PERSON_KAK_MSTFY,مصطفى الكعاك,Mustapha Kaak,Mustafa al-Kaak,OFFICE_WZARH_KBRY,الوزارة الكبرى,Grand Vizirat,Grand Vizirate,office,,1950,1950-01-01,1950-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:3.04,في شهر أورت 1950 تم تعويض وزارة الكعاك بوزارة جديدة
ED_d14fcef2380c24dd6c16,office,commissioned_by,PERSON_KAK_MSTFY,مصطفى الكعاك,Mustapha Kaak,Mustafa al-Kaak,ORG_SLTH_HMAYH,سلطة الحماية,les autorités du Protectorat,the Protectorate authorities,org,,1947,1947-01-01,1947-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:3.06,"وفى سنة 1947, حاولت الحماية إيجاد حل متحرّر للأزمة"
ED_59db958cb2ef30951c9e,office,succeeded,PERSON_KAK_MSTFY,مصطفى الكعاك,Mustapha Kaak,Mustafa al-Kaak,PERSON_SFR_MSTFY,مصطفى صفر,Mustapha Sfar,Mustafa Safar,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.14,بفضل ما تميّر به خلفه الأستاذ مصطفى الكعاك من حزم
ED_00579472c3206518ee52,office,headed,PERSON_KALYGHARYS,كاليغاريس,Caligaris,Kaligharis,SCH_MDRSH_HRBYH_BBARDW,المدرسة الحربية بباردو,École militaire du Bardo,al-Madrasa al-Harbiyya bi-Bardu,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.05,"عهد بمهمة الإشراف عليها في أول
الأمر إلى الكولونيل كاليغاريس"
ED_9459763b90dbedd8dddf,office,headed,PERSON_KAMBNWN,كامبنون,Campenon,Kambanun,SCH_MDRSH_HRBYH_BBARDW,المدرسة الحربية بباردو,École militaire du Bardo,al-Madrasa al-Harbiyya bi-Bardu,school,,1852,1852-01-01,1852-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.05,ثم إلى القبطان كامبنون (1852)
ED_e3929a0ba2b81fe88e83,office,appointed_to,PERSON_KAMBWN_BWL,بول كامبون,Paul Cambon,Bul Kambun,OFFICE_MQYM_AM,المقيم العام,Le Résident général,The Resident General,office,,,1882-01-01,1886-12-31,year_range,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,باشر بول كامبون خطة مقيم عام من سنة 1882 إلى سنة 1886
ED_780583213e4a75417381,office,appointed_to,PERSON_KHAMS_MHMD_BYRM,محمد بيرم الخامس,Mohamed Bayram El Khames,Muhammad Bayram al-Khamis,OFFICE_MDRS_MN_TBQH_AWLY,مدرس من الطبقة الأولى,professeur de première classe,first-class teacher,office,,1867,1867-01-01,1867-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.08,ثم في مناظرة التدريس من الطبقة الأولى (1867)
ED_061602716bbecf71e09d,office,appointed_to,PERSON_KHAMS_MHMD_BYRM,محمد بيرم الخامس,Mohamed Bayram El Khames,Muhammad Bayram al-Khamis,OFFICE_MDRS_MN_TBQH_THANYH,مدرس من الطبقة الثانية,professeur de deuxième classe,second-class teacher,office,,1861,1861-01-01,1861-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.08,فقد نجح محمّد بيرم أولاً في مناظرة التدريس من الطبقة الثانية
ED_e1839a5971ccff92b97b,office,headed,PERSON_KHAMS_MHMD_BYRM,محمد بيرم الخامس,Mohamed Bayram El Khames,Muhammad Bayram al-Khamis,ORG_ADARH_AWQAF,إدارة الأوقاف,Direction des Habous,endowments administration,org,,1874,1874-01-01,1874-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.08,"فقد عهد إليه الوزير
بالإشراف على إدارة الأوقاف (1874)"
ED_344db18ae52445fc9411,office,headed,PERSON_KHAMS_MHMD_BYRM,محمد بيرم الخامس,Mohamed Bayram El Khames,Muhammad Bayram al-Khamis,ORG_MSTSHFY_SADQY,المستشفى الصادقي,l'hôpital Sadiki,al-Mustashfa al-Sadiqi,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.08,ولما رجع من تلك الرحلة إلى تونس تولى تنظيم المستشفى الصادقي
ED_a40cb7e3ab74b702ed9d,office,headed,PERSON_KHAMS_MHMD_BYRM,محمد بيرم الخامس,Mohamed Bayram El Khames,Muhammad Bayram al-Khamis,ORG_MTBH_RSMYH,المطبعة الرسمية,l'Imprimerie officielle,al-Matbaa al-Rasmiyya,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.08,وفي نفس السنة دُعِيّ إلى الإشراف على المطبعة الرسمية
ED_51cd3d87038d98c3d3f1,office,patronised_by,PERSON_KHAMS_MHMD_BYRM,محمد بيرم الخامس,Mohamed Bayram El Khames,Muhammad Bayram al-Khamis,PERSON_KHYRALDYN,الجنرال خير الدين,Général Khereddine,General Khayr al-Din,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.08,ولكثه بقى منذ ذلك الحين على اتصال مستمر بالجنرال خير الدين
ED_e55766d150e2d6982c9a,office,appointed_to,PERSON_KHLSY_MHMD_SYD,محمد السعيد الخلصي,Mohamed Said El Khalsi,Muhammad al-Said al-Khalsi,OFFICE_MNSB_FY_DYWAN_RYS_HKWMH_TWNSYH,منصب في ديوان رئيس الحكومة التونسية,poste au cabinet du chef du gouvernement tunisien,post in the office of the head of the Tunisian government,office,,1947,1947-01-01,1947-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:3.04,"عرض عليه رئيس الحكومة التونسية الجديد؟؟؛ منصباً
هامًاً في ديوانه، فقبل العرض"
ED_d27c5f4cab0f421828e3,office,appointed_to,PERSON_KHLSY_MHMD_SYD,محمد السعيد الخلصي,Mohamed Said El Khalsi,Muhammad al-Said al-Khalsi,OFFICE_MTRJM_DLY,مترجم عدلي,interprète judiciaire,judicial interpreter,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.04,"وبعد نجاحه بامتياز في امتحان المترجمين العدليين، تفرغ لوظيفته
الجديدة"
ED_08db00326728a93a1ef6,office,patronised_by,PERSON_KHLSY_MHMD_SYD,محمد السعيد الخلصي,Mohamed Said El Khalsi,Muhammad al-Said al-Khalsi,PERSON_KAK_MSTFY,مصطفى الكعاك,Mustapha Kaak,Mustafa al-Kaak,person,,1947,1947-01-01,1947-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:3.04,وفى سنة 1947 عرض عليه رئيس الحكومة التونسية الجديد
ED_d7976cc238f74e92eb3c,office,commissioned_by,PERSON_KHMYRY_TAHR,الطاهر الخميري,Tahar Khemiri,al-Tahir al-Khumayri,ORG_MSSH_JWHR_HWBKYNS,مؤسسة جوهر هوبكينس,la Fondation Johns Hopkins,Muassasat Jawhar Hubkins,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.13,دعته مؤسّسة «جوهر هوبكينس، إلى المساهمة في دراسة
ED_ac025cc4ebbf1da5edad,office,appointed_to,PERSON_KHWJH_MHMWD,محمود خوجة,Mahmoud Khodja,Mahmud Khuja,OFFICE_WZYR_HRB,وزير الحرب,ministre de la Guerre,minister of war,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.08,"محمود خوجة وزير الحرب في عهد
الأمير أحمد باي الأول"
ED_472d6684b3522872cdc6,office,appointed_to,PERSON_KHWJH_MSTFY,مصطفى خوجة,Mustapha Khodja,Mustafa Khuja,OFFICE_WZYR_AKBR,الوزير الأكبر,Grand Vizir,Grand Vizier,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.02,عهد بها الباي إلى وزيره الأكبر مصطفى خوجة
ED_9c50538613bea6b519d8,office,appointed_to,PERSON_KHYRALDYN,الجنرال خير الدين,Général Khereddine,General Khayr al-Din,OFFICE_RYS_MJLS_AKBR,رئيس المجلس الأكبر,Président du Grand Conseil,President of the Grand Council,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.09,وبعد ذلك ببضع سئوات رئيساً للمجلس الأكبر الاستشاري
