id_type,value_normalised,n_jort_orgs,jort_labels
matricule_fiscal,1518209K,1,Société YAACOUBI DATTES
matricule_fiscal,1518256E,1,Société El Baraka
matricule_fiscal,1518260A,1,Sté Hannibal BTP
matricule_fiscal,1518262C,1,Société Rayhana Détergent S O R A D
matricule_fiscal,1518483P,1,Sté BEACH CLUB
matricule_fiscal,1518545L,1,Sté HAPPY CAR TOLERIE
matricule_fiscal,1518598A,1,Société BELETZA DES SERVICES
matricule_fiscal,15186640J,1,Société FOOD FACTORY CONCEPT SUARL
matricule_fiscal,1518664D,1,SOCIETE FOOD FACTORY CONCEPT SARL
matricule_fiscal,1518667W,1,Société PLOMBERIE HACHICHA
matricule_fiscal,1518673T,1,Société TSC SARL
matricule_fiscal,15186782A,1,Société générale d'Equipement de Services Sté SO G
matricule_fiscal,1518740M,1,Sté NABGHA DES METAUX
matricule_fiscal,1518756W,1,Mehdi et Moez Textile
matricule_fiscal,1518787D,1,Société Jasmine Voyages & Loisirs
matricule_fiscal,151880Z,1,Société El Amal
matricule_fiscal,1518832Q,1,Sté Fermes Tunis
matricule_fiscal,15188411R,1,Société ALPHA PRO NEGOCE
matricule_fiscal,1518881L,1,Société Tunisienne de Pièce Automobile SO.TU.PA+ (plus)
matricule_fiscal,1518954A,1,Ste International Sector Maghreb
matricule_fiscal,1519005Q,1,Société Jouini Développement Investissement Agricole
matricule_fiscal,15190155A,1,Société Tunisienne d'Etude et d'Installation des Equipements Electromécaniques SI2E SA
matricule_fiscal,1519065A,1,Société Industrielle de Nutrition Animale Rahal SINAR
matricule_fiscal,1519072C,1,"Sté 02 des Travaux Publics, Capital : 3"
matricule_fiscal,1519095K,1,Société EL Façel SARL
matricule_fiscal,1519095R,0,
matricule_fiscal,1519155E,1,LAFIMED
matricule_fiscal,1519259M,1,Sté PYRAMIDE EVENTS
matricule_fiscal,1519360H,1,Sté Silot
matricule_fiscal,1519364M,1,Société E C P
matricule_fiscal,1519445M,1,Centre de confection et vente d'appareillage orthopédique
matricule_fiscal,1519448Q,1,Sté YAHYA MECANIQUE ET SERVICES AUTO
matricule_fiscal,15194577R,1,Société SOKAF- SARL
matricule_fiscal,1519470N,1,Société D'ETUDES DU SUD SARL
matricule_fiscal,151947B,1,Société SANIBAT (SARL)
matricule_fiscal,1519570R,1,Sté Benz Holding Company
matricule_fiscal,1519599F,1,Société information Security consulting
matricule_fiscal,1519648X,1,1- Changement du gérant de la société Mr Maher Mlayah par la nouvelle gérante Maysa Mlayah
matricule_fiscal,1519711L,1,Sté PLAN B
matricule_fiscal,151977C,1,Sté AMITEX» SARL
matricule_fiscal,1519812Q,1,Société Atlanta Auto Plus
matricule_fiscal,1519848D,1,Société DOUC'HEURE
matricule_fiscal,1519850R,1,Société les ophtalmologistes Associés de Monastir
matricule_fiscal,1519850X,1,Sté Service Coursier Rapide SCR
matricule_fiscal,1519915X,1,Nom : BenKrifa
matricule_fiscal,1519919B,1,Sté PHONE CALL CENTER
matricule_fiscal,1519966H,1,Société Foyer Ennajah 2 Fekili Youssef SARL
matricule_fiscal,1520007J,1,Sté BIDAYA
matricule_fiscal,1520045Q,1,Sté TOKOS'S
matricule_fiscal,1520056T,1,Sté STAR CALL CENTER
matricule_fiscal,1520091V,1,THAPSUS CERAMIQUES sarl
matricule_fiscal,1520094A,1,Groupement d'intérêt Economique
matricule_fiscal,1520100E,1,Groupement d'intérêt Economique
matricule_fiscal,1520206P,1,Frères Trabelsi de commerce et distribution>
matricule_fiscal,1520239Z,1,Sté LE MONDE D'IMPORT EXPORT SUARL
matricule_fiscal,1520379N,1,Sté COSIDER PLUS SARL
matricule_fiscal,1520410R,1,Nom et prénom : wahbi Chakroun J M CONSULTING
matricule_fiscal,1520464G,1,Groupement d'intérêt Economique
matricule_fiscal,1520551F,1,L'article 4 des statuts a été modifié en conséquence
matricule_fiscal,1520618G,1,Société PYGMALION
matricule_fiscal,1520641F,2,Société Yosran D'élevage Et Des Produits Agricoles | Sté YOSRAN D'ELEVAGE ET PDT AGRICOLES
matricule_fiscal,1520652J,1,Société La Marée Events SARL
matricule_fiscal,1520689Y,2,Société EXPRESS TRANSPORT COLIS ET SERVICES | Société Express Transport Colis et Services
matricule_fiscal,1520774T,1,Société des Travaux Généraux
matricule_fiscal,1520856N,1,ROYAL FASHION
matricule_fiscal,1520905L,1,Société Golden star Meubles
matricule_fiscal,1520973Z,1,Sté Ishak Travaux
matricule_fiscal,1520988G,1,société Abidi Travaux Public et Bâtiment
matricule_fiscal,1521001G,1,Groupement d'intérêt Economique
matricule_fiscal,1521039X,1,Société GESTO - SOFT
matricule_fiscal,1521066A,1,Alvo Investments
matricule_fiscal,1521087F,1,Nom : Mohamed Charefeddin
matricule_fiscal,1521178B,1,Messaoudi Service
matricule_fiscal,1521258M,1,Sté ABH CALL CENTRE
matricule_fiscal,1521280E,1,Sté ASSISTANCE MEDICAL
matricule_fiscal,1521325A,1,Société Le Monde de l'Agriculteur
matricule_fiscal,1521423B,1,"Sté ZIO MIO, Capital : 2"
matricule_fiscal,1521442E,1,Sté Premium Travel & event
matricule_fiscal,15214521G,1,Société Seccaveneria d'investissement et d'exploitation touristique et culturelle Sicca-I
matricule_fiscal,1521470J,1,Sté Services International SINTER
matricule_fiscal,1521536K,1,H2 D
matricule_fiscal,1521549P,1,"Sté DELTA HYGIENE GROUP, Capital : 1"
matricule_fiscal,1521557Q,1,Nour
matricule_fiscal,1521581Q,1,Sté Kharrati de Bâtiment
matricule_fiscal,1521592T,1,Société de Peinture et décoration TALAS
matricule_fiscal,1521622G,1,BPS DU LAC
matricule_fiscal,1521710F,1,Société : CAFE LES CINQ ETOILES. sarl
matricule_fiscal,1521794C,1,"Sté immobilière Israa Activité : entreprise de bâtiment, Capital : 20"
matricule_fiscal,1521800C,1,COMPTOIR DE SERVICE METALLIQUE sarl
matricule_fiscal,15219194S,1,Sté SG MEDTECH
matricule_fiscal,1521920F,1,Sté ML TRADING
matricule_fiscal,1522194M,1,Société IOT Tunisie - SARL
matricule_fiscal,1522195N,1,Société Distri Pharm - SARL
matricule_fiscal,1522515J,1,Société Fresh Tunisia
matricule_fiscal,1522611H,1,Société FARWA
matricule_fiscal,1522629T,1,Sté Solution Industrielle
matricule_fiscal,1522726T,1,Société EL AMINE
matricule_fiscal,1522781E,1,Société Design Home
matricule_fiscal,1522808V,1,Société GLOBAL INTERNATIONAL TRADING
matricule_fiscal,1522832V,1,Sté ASSAD PROD
matricule_fiscal,1522863C,1,STE GENERAL TRAVAUX CONSULTING
matricule_fiscal,152293D,1,Société El Baraka
matricule_fiscal,1523044C,1,Société Alaa de Services de Nettoyages SASPN
matricule_fiscal,1523200M,1,CONSEIL SPORT
matricule_fiscal,1523260J,1,Société DOUJA MARKET
matricule_fiscal,1523274Q,3,One Services and Consulting | Société ONE SERVICES & CONSULTING | Société One Services & Consulting
matricule_fiscal,1523281P,2,1- Il a été décidé de liquider la société par anticipation | 3- La société prend la forme juridique d'une SARL au lieu d'une SUARL
matricule_fiscal,1523326K,1,Sté HIGH TECHNOLOGY SERVICES HTS
matricule_fiscal,1523369X,1,Société ABC Consult
matricule_fiscal,1523448V,1,Electricité de bâtiments
matricule_fiscal,1523467Y,1,MIRA TRADING SARL
matricule_fiscal,1523477A,1,SGE Consulting
matricule_fiscal,1523482X,1,Sté Matignon Expertises International
matricule_fiscal,1523494B,1,Sté Bureau étude consulting Coaching BECC
matricule_fiscal,152361N,1,Société ALPHA ELECTRIC
matricule_fiscal,152364Y,1,Société Cross- Unity Sousse
matricule_fiscal,1523868M,1,Société SOCOPREV
matricule_fiscal,1523873J,1,ENJOY IT
matricule_fiscal,1523955K,1,Sté SONACOM
matricule_fiscal,1523973W,1,Société Consulting Textile Service
matricule_fiscal,1524243M,1,Sté Orchidia
matricule_fiscal,1524288B,1,AD Events
matricule_fiscal,1524313J,1,Général équipements de sécurité et de travail SUARL
matricule_fiscal,1524315L,1,Société WAM Topmatic
matricule_fiscal,1524318P,1,Sté Nova Trading
matricule_fiscal,1524337S,1,Sté COTUDIS
matricule_fiscal,15245718S,1,Sté Lumière 26
matricule_fiscal,1524591F,1,H&M Rent-a-Car
matricule_fiscal,1524724N,1,Sté Dakhlaoui Pièce Auto SARL
matricule_fiscal,1524769P,1,WINSHIP CARGO
matricule_fiscal,152476Y,1,La Société Moderne de Distribution Agricole
matricule_fiscal,152477N,1,Société Académie les sources des leaders
matricule_fiscal,1524836H,2,Sté LA ROSA CONFORT | Sté LAROSA CONFORT
matricule_fiscal,1524899Z,1,Sté DOUAIB ET FILS DE BATIMBNT GENERAL
matricule_fiscal,1524964Q,1,Société AL BARAKA DISTRIBUTION
matricule_fiscal,1525028L,1,Digital Craft
matricule_fiscal,1525073R,1,Association Gammarth Tennis Academy
matricule_fiscal,1525077W,1,TERRASURVEY
matricule_fiscal,1525158W,2,Société La Perle du Sahara | Société La perle du Sahara
matricule_fiscal,1525169Z,1,RMS C&T LTD de Commerce International
matricule_fiscal,1525200E,1,Société Chaabane Security Consulting SUARL
matricule_fiscal,1525315Q,1,Société Meuble Métallique El Ons
matricule_fiscal,1525486V,1,Sté DE TRAVAUX PUBLICS ET DE CONSTRUCTION STPC
matricule_fiscal,1525501Q,1,Société Africa Etanchéités
matricule_fiscal,1525502R,1,Société Baccour d'art Photographie SUARL
matricule_fiscal,1525667N,1,Société S - Kis - Studio
matricule_fiscal,1525884W,1,Société de traitement des surfaces STS
matricule_fiscal,1525914J,1,PLOWE
matricule_fiscal,1525987C,1,Société MONDIAL IMPORT EXPORT COMPAGNIE
matricule_fiscal,15260025M,1,CERES MAGHREB
matricule_fiscal,1526017M,1,WeRyou
matricule_fiscal,1526049W,1,Sté INDOMEDITERRAIN TRADING COMPANY
matricule_fiscal,1526133Q,1,Société Bella Domia
matricule_fiscal,152617F,1,Sté PRESSBOOK
matricule_fiscal,1526209T,1,Société FESTIF
matricule_fiscal,1526295J,1,Société Resto Market
matricule_fiscal,1526310P,1,KHOULOUD SERVICES
matricule_fiscal,1526393K,1,STOCKHOLM FITNESS S
matricule_fiscal,1526565M,1,Société Mister Car Plus
matricule_fiscal,1526654A,1,Société LE BATIMENT MODERNE
matricule_fiscal,1526658R,1,Société Roued El Mostakbal
matricule_fiscal,1526717K,1,Société EBIS
matricule_fiscal,1526726L,1,Société HSW DEV
matricule_fiscal,1526735S,1,Société Sara de Confection
matricule_fiscal,1526783W,1,Société IMG EXTREME
matricule_fiscal,152690Q,1,Sté LA NOUVELLE PIECE E RECHANGE SEBRI
matricule_fiscal,1527027T,1,E
matricule_fiscal,15270451W,1,HS DATES
matricule_fiscal,1527062X,1,POLY PACK
matricule_fiscal,1527145Z,1,Sté SYNAPSE CONSULTING
matricule_fiscal,1527154A,1,Société Power Clim
matricule_fiscal,1527188P,1,Sté EMPA PLUS
matricule_fiscal,1527222V,2,SOCIETE DE DEVELOPPEMENT AGRICOLE ENNOUR | Société DE DEVELOPPEMENT AGRICOLE ENNOUR
matricule_fiscal,1527342C,1,Nom et prénom : Mohamed Salami
matricule_fiscal,1527376N,1,Société : SOCIETE GENERALE DES TRAVAUX ET SERVICES
matricule_fiscal,1527479V,1,Société DISTRI-FOOD
matricule_fiscal,1527728S,1,Sté TRANS BEL NAIT EXPRESS
matricule_fiscal,1527733P,1,Sté RIMES CONSULTING
matricule_fiscal,1527763A,1,Société SMIFAL TEXTILE COMPANY
matricule_fiscal,1527812M,1,Société ETSWQ
matricule_fiscal,1527912Q,1,Ecole primaire et préparatoire privée LAFONTAINE
matricule_fiscal,152795G,1,Palmera Travel & services
matricule_fiscal,152813C,1,ALMA TRADE SARL
matricule_fiscal,1528160C,1,Business 4 Business
matricule_fiscal,1528218D,1,Société DE SERVICES ENNASR SUARL
matricule_fiscal,1528347N,1,Société ENNOUR DE COMMERCE ET DISTRIBUTION SARL
matricule_fiscal,1528358K,1,KARACA TUNIS SARL
matricule_fiscal,1528526N,1,Sté digital transformation Africa
matricule_fiscal,1528583Y,1,Société Fruits Séchés du cap bon
matricule_fiscal,1528620Q,1,Société Ezzahra Ben Salem (SEB)
matricule_fiscal,1528673M,1,TOP SKILLS
matricule_fiscal,1528775E,1,Société SOFA MEUBLES
matricule_fiscal,1528847A,1,Stella Mediterranean Cement
matricule_fiscal,1528847D,1,Société Stella Mediterranean Cement SARL
matricule_fiscal,1528990K,1,Nom : EASY SPORT
matricule_fiscal,1529113Z,1,GENERAL SERVICE COMPANY
matricule_fiscal,1529139K,1,ROCKCHAIN RESEARCH
matricule_fiscal,1529144G,1,Société El Bassata de commerce
matricule_fiscal,1529151F,2,Société non résidente unipersonnelle à responsabilité limitée | Sté EZEL CALL CENTER
matricule_fiscal,1529215E,1,Société KYRANIS
matricule_fiscal,1529226H,1,Sté Elite des industries Alimentaires SARL
matricule_fiscal,1529267S,1,Société ABDELMAABOUD PERFECTION SERVICE
matricule_fiscal,1529286W,1,Société SMVDA ARRAHMANIA
matricule_fiscal,1529430K,1,Société ADAM FOOD
matricule_fiscal,1529547Y,1,Sté Electro Ben Abdella
matricule_fiscal,1529566Z,2,Société JNC Distribution - SARL | Société JNC Distribution SARL
matricule_fiscal,1529598K,1,Sté DE SECRETARIAT ET DE FRAPPE A DOMICILE
matricule_fiscal,1529663B,1,Société Bacha de Commerce
matricule_fiscal,1529667E,1,Société de Développement Agricole Ferdaous
matricule_fiscal,1529677H,1,Sté Afrique Assistance Médicale
matricule_fiscal,1529737C,1,Carthage Boulangerie Pâtisserie
matricule_fiscal,1529801M,1,société restaurant la médina d'Hammamet
matricule_fiscal,1529840A,1,Société Natural Science Simulations And Engineering Laboratory
matricule_fiscal,1529891M,1,MICROMAD SARL
matricule_fiscal,1529916D,1,Nom social : Société CORONA
matricule_fiscal,1529923C,1,Société Kyranis Dispatch label H24
matricule_fiscal,1530216X,1,"Sté SLAMA D'Electro, CHAUD ET FROID"
matricule_fiscal,1530220S,1,Société Step By Step SBS
matricule_fiscal,1530241Y,1,SAKROUFI CONSULTING
matricule_fiscal,15303560J,1,Société : Ahmed Ennajah d'investissements Agricoles
matricule_fiscal,1530404Z,1,Société CALL NAF
matricule_fiscal,1530454K,1,RW CONSULTING
matricule_fiscal,1530491Q,1,Société China global solutions
matricule_fiscal,1530495V,1,Sté IT HYBRID SOLUTIONS
matricule_fiscal,1530587Y,1,Amicale des agents de L'ISIE
matricule_fiscal,1530718Q,1,Société touareg pour entretien et services pétroliers (SOTESP)
matricule_fiscal,15308171S,1,Société de construction de réseaux et de télécommunications GAEMET ELECTRIQUE
matricule_fiscal,1530829X,1,Sté IDEAL COMMERCE & SERVICE
matricule_fiscal,1530840R,1,Nour de développement Féminine
matricule_fiscal,1530945N,1,Société KACEM AUTO
matricule_fiscal,1531006S,2,Société AUTOMATISATION INDUSTRIELLE | Sté Automatisation Industrielle
matricule_fiscal,1531028Z,1,DORA SERVICES
matricule_fiscal,1531091G,1,Société RETA MAROC
matricule_fiscal,1531121V,1,Sté Guessmi Commerce S
matricule_fiscal,1531196Q,1,Société SA Distribution» SARL
matricule_fiscal,1531200S,1,Sté House Express
matricule_fiscal,1531207A,1,Société Ben Othmen Transport
matricule_fiscal,1531233C,1,Société Maram Service
matricule_fiscal,1531276A,1,Société Goudouar de Commerce
matricule_fiscal,1531283N,1,Sté CERALUX
matricule_fiscal,1531345K,1,Société Polygon Studio
matricule_fiscal,1531352J,1,Société NeuroTechno
matricule_fiscal,1531365P,1,Société Dar El Amen
matricule_fiscal,1531372N,1,Sté AC 2 I
matricule_fiscal,153140Q,2,Société BRODEXCEL » S.A.R.L totalement exportatrice non résidente | Société BRODEXCEL» S.A.R.L
matricule_fiscal,1531451L,1,Société SMART TECHNOLOGY
matricule_fiscal,1531484W,1,Sté PARFECT PRODUIT ALIMENTAIRE EN GROS
matricule_fiscal,1531586B,1,INTERATIV INTERNATIONAL ATIV
matricule_fiscal,1531633Q,1,Sté UMAL
matricule_fiscal,1531666A,1,Sophia Concept
matricule_fiscal,1531703M,1,Groupe Bady Imed
matricule_fiscal,1531730Q,2,Société VOICE CONNECTION | Société VOICE CONNECTION» SARL
matricule_fiscal,1531818Y,1,Sté ERRIBAT
matricule_fiscal,1531825Y,1,EURO-MED-OLIVIA
matricule_fiscal,1531846T,1,Société START TRADING
matricule_fiscal,1531873F,1,Société Ahmed Mohamed Pose A M P SARL
matricule_fiscal,1531885A,1,Société HUILERIE BELLI DU CAP BON
matricule_fiscal,153199S,1,Société Sejnene consulting
matricule_fiscal,1532168Q,1,Les professionnels Réunis
matricule_fiscal,1532220B,1,Sté LOMBRICO
matricule_fiscal,1532249S,1,Société ALPHA COUTURE
matricule_fiscal,1532354Q,1,Adress sociétés
matricule_fiscal,1532387A,1,GENERAL DE PROPRETE ET DE SERVICES G
matricule_fiscal,1532683F,1,Sté Centiel Africa
matricule_fiscal,1532689M,1,Nom et Prénom : Adnen Souilmi
matricule_fiscal,1532763E,1,Mme Henda Mouhli Gharbi
matricule_fiscal,1532776K,2,Société CROCO PRET A PORTER | Société Rami Mode-SARL
matricule_fiscal,1532821X,1,Sté Gamgoum Call
matricule_fiscal,1532848J,1,Missaoui International Trading Compagny Ltd import et export
matricule_fiscal,1532856J,2,Société SUPRA ALUMINIUM SARL | Société Supra Aluminum
matricule_fiscal,1532907C,1,STE ELBARAKA EXPLOITATION DES FORETS
matricule_fiscal,1532927G,1,Sté MORJENET
matricule_fiscal,1532943G,1,TD CONSULTING
matricule_fiscal,1533021A,1,Ste Lawrenceco Off Shore » SARL
matricule_fiscal,15331207J,1,Société Aya Textiles SA.TEX» SARL
matricule_fiscal,1533210J,1,Clôture de la liquidation de la Société AYA TEXTILES » SATEX
matricule_fiscal,15332635S,1,PHOENICIA MEDICAL GROUP
matricule_fiscal,1533273V,1,Société M.Rh INTERNATIONAL TERADING
matricule_fiscal,1533289D,1,Sté EXPRESS DE COMMERCE
matricule_fiscal,1533314N,1,Best Bati
matricule_fiscal,1533480A,1,Aquagoldfish
matricule_fiscal,1533494G,1,Nom : Litim
matricule_fiscal,1533524V,1,PRO AGRO DU COMMERCE & COM
matricule_fiscal,1533650A,1,Société Soukra auto services
matricule_fiscal,1533671F,1,Société MUSTAPHA ET ADNENE GHARBI IMMOBILLIER S
matricule_fiscal,1533815D,1,Société Leader Services Tataouine
matricule_fiscal,1533818J,1,Veille Technologique Service
matricule_fiscal,1533942K,1,Sté DIGIWAY CONSULTING
matricule_fiscal,1534046P,1,GENTLEMEN
matricule_fiscal,15343022L,1,JOLLA
matricule_fiscal,1534527C,1,Sté Tunisienne de Confiserie et Snaks
matricule_fiscal,1534530X,1,Sté ARAQIB SECURITY
matricule_fiscal,1534647K,1,Société Farah et Chahed de commerce S.A.R.L
matricule_fiscal,1534711C,1,Sté Al Anallah Dattes
matricule_fiscal,1534940M,1,Société AmiMedia
matricule_fiscal,153495F,1,Société Flexi Trans
matricule_fiscal,1535107P,1,Bousshaki Business
matricule_fiscal,1535127T,1,Sté De Winter Santé
matricule_fiscal,1535217V,1,Sté SARMOUD MODA
matricule_fiscal,1535312S,3,Société Entreprises Bouguila de Bâtiment | Société Entreprises Bouguila de Bâtiments | Sté Entreprises Bouguila de Bâtiments
matricule_fiscal,1535391J,1,Sté Mosa BeautySky
matricule_fiscal,1535449K,1,Société GRILLADE RAMADOS
matricule_fiscal,1535459M,1,NAK ENERGY INT
matricule_fiscal,1535586T,1,Société Bizerte d'exportation
matricule_fiscal,1535723J,1,Sté TECHMAN INDUSTRIE
matricule_fiscal,15358310Q,1,Société Universal Marketing
matricule_fiscal,1535913N,1,Société LE MEILLEUR DET
matricule_fiscal,153613F,1,M-ELEC
matricule_fiscal,15362370Q,1,Société Le Manchot de Pâtisserie
matricule_fiscal,1536355J,1,Nom : Ben Nacer Ben Abdelaziz
matricule_fiscal,1536417E,1,Société JECER & LAMISS TRADING J
matricule_fiscal,1536431D,1,Société TECNOCLEAN
matricule_fiscal,1536520D,1,SOCOLEQ
matricule_fiscal,15365699X,1,Mediterranean sports SARL
matricule_fiscal,1536627P,1,Sté El Atoui
matricule_fiscal,1536667Y,1,Société MAVIEBIO+
matricule_fiscal,15366758A,1,Sté Moderne d'Armature et Ferraillage Bâtiment
matricule_fiscal,1536792C,2,LAZUR | LAZUR SARL
matricule_fiscal,153686S,1,Société MY LOOK
matricule_fiscal,153687D,1,Sté MARTY SCARPE SARL
matricule_fiscal,1536924E,1,Sociétés
matricule_fiscal,1537080E,1,Société FUTURISTIC CONSULTING
matricule_fiscal,1537153D,1,GOLDEN MEDICAL
matricule_fiscal,1537265M,1,Sté assistance et installation électricité
matricule_fiscal,1537524M,1,Sté IMDC
matricule_fiscal,1537530K,1,Société Sky Call Center
matricule_fiscal,1537644V,1,Sté Badis et Fares Mejri (BFM)
matricule_fiscal,153769G,1,ULM AERO-SERVICE SARL
matricule_fiscal,1537798N,1,Sté CONSULTING TELA H SARL
matricule_fiscal,1537920W,1,Sté Gate - Way Tunisia
matricule_fiscal,1537958L,1,Nom : Hajer
matricule_fiscal,1538119G,1,BIGA AS TECHNOLOGIE
matricule_fiscal,1538197N,1,ADYM GROS
matricule_fiscal,1538337Q,1,CAA CONSULTING
matricule_fiscal,1538386A,1,Société INTERNATIONAL FOUNDATION FOR DEVELOPMENT OF COMPETANCES SARL
matricule_fiscal,15384407M,1,Société DRINS DISTRIBUTION
matricule_fiscal,1538473Y,1,Société les restaurants spécialisés
matricule_fiscal,1538514P,1,Société LA FLECHE MARBRE
matricule_fiscal,1538600E,1,DABBECH FRERES SODAF
matricule_fiscal,1538624V,1,Nom : Malek Slimen conseil beauté
matricule_fiscal,1538648D,1,PEACEFUL CHANGE INITIATIVE TUNISIA
matricule_fiscal,1538735B,1,Sté AMICOS + SARL
matricule_fiscal,1538799T,1,EMENA
matricule_fiscal,1538921R,1,SOCIETE IO TRAINING AND CONSULTING
matricule_fiscal,1538984J,1,Société L A M B
matricule_fiscal,1539011Z,1,Sté EURO CONTACT
matricule_fiscal,1539026G,1,Sté SFAX FOOD
matricule_fiscal,1539039M,1,Société KARAMAF EVENTS
matricule_fiscal,1539092S,1,3 D BATIMENT
matricule_fiscal,1539124H,1,Sté Slim & Lazzem International Trade
matricule_fiscal,15391747C,1,Société Tunisienne d'Exploitation Agricole STEA
matricule_fiscal,1539188A,1,FAN PROD
matricule_fiscal,1539486H,1,Société HM Distribution
matricule_fiscal,1539565F,1,Société des Travaux et des Bâtiments STRABAT
matricule_fiscal,1539601R,1,MAISON D'HOTE AL HORRYA
matricule_fiscal,1539701V,1,CYBELE SARL
matricule_fiscal,1539710W,1,Société Ezzine Fruits
matricule_fiscal,15402307N,1,Sté Eco- Tech Tunisie
matricule_fiscal,1540287T,1,Sté EL MAJED
matricule_fiscal,1540389Z,1,Nom et prénom : Ben Mabrouk Hamza Ben Belgacem
matricule_fiscal,1540680Z,1,Société BOUCHAALA prêt à porter
matricule_fiscal,1540793H,1,Sté Badr Services SBS
matricule_fiscal,1540898N,1,Société Beethoven Shoes
matricule_fiscal,1540914Y,1,EI AMENE SERVICES
matricule_fiscal,1541025B,1,Sté COMPTOIR GENERAL DES PNEUS CO
matricule_fiscal,1541122E,1,CITY PNEUX
matricule_fiscal,1541390W,1,Sté B
matricule_fiscal,1541479E,1,EACH DISTRIBUTION SARL
matricule_fiscal,154147H,1,Sté IYED POUR LE COMMERCE GENERAL I-C-G
matricule_fiscal,1541489G,1,Sté PLUG AND PLAY MEDSOLUTIONS
matricule_fiscal,1541599M,1,Société MALEK & OMAR
matricule_fiscal,1541613R,1,PARADIS DU FRUITS
matricule_fiscal,1541656D,1,ESPACE LA COUPOLE
matricule_fiscal,1541682F,1,Société Future Contact
matricule_fiscal,1541705V,1,Sté amici miei
matricule_fiscal,1541712T,1,Sté GM CAR
matricule_fiscal,1541715W,1,Société DD FOOD
matricule_fiscal,1541736D,1,Société AGRICOLE ZAYATINE KHADIJA
matricule_fiscal,154190G,1,Société Le roi du béton
matricule_fiscal,1541918G,1,INFO-Z
matricule_fiscal,1541918J,1,RITEGE POSE CUISINE
matricule_fiscal,1541950C,1,Sté ELECTRO KENZA
matricule_fiscal,1541964N,1,M
matricule_fiscal,1541985T,1,Sté CREATION COMPOSITE TN SARL
matricule_fiscal,1542024E,1,Mersel
matricule_fiscal,1542125J,1,Société Design Office One
matricule_fiscal,1542172Y,1,Sté Zimmo
matricule_fiscal,1542184W,1,Société Life and Hopes Bio Medical
matricule_fiscal,1542228Q,1,Nom et prénom : Mohamed Jasser Essid
matricule_fiscal,15422867Y,1,TAL FRIGA
matricule_fiscal,1542314M,1,Sté MIMER 'S
matricule_fiscal,1542560T,1,TELEKOMMS
matricule_fiscal,1542580E,1,Sté de PROCHIMI
matricule_fiscal,1542665J,1,Société A
matricule_fiscal,1542718Z,1,Sté PEINTURE & DECO
matricule_fiscal,1542860K,1,Société ETTASIA
matricule_fiscal,1542910C,1,Ste de Construction et Finition ECF
matricule_fiscal,1543035M,1,Société Medical Plus
matricule_fiscal,1543044N,1,Nom et prénom : Ben Ismail Chedli
matricule_fiscal,1543057T,1,Société L'ESPOIR
matricule_fiscal,1543102F,1,D
matricule_fiscal,15432Q,1,immobilière
matricule_fiscal,1543421T,3,Rue n° Rue Espagne immeuble lido | Sté TFE AFRIKA | Sté TFE AFRIKA SARL
matricule_fiscal,1543487N,1,Sté La Boutarga
matricule_fiscal,15435114Y,1,"Sté Ghribi CONFECTION, Activité : Confection, Capital : 1"
matricule_fiscal,1543548J,1,32 Rue Iran Lafayette Tunis 1002
matricule_fiscal,1543744L,1,Société BELLA ROSA
matricule_fiscal,1543789A,1,Sté Solvatel
matricule_fiscal,154407E,1,TUNISIENNE DE CONSTRUCTION ET TRAVAUX PUBLICS
matricule_fiscal,154407F,1,Société Chayma d'Amarrage et Désamarrage des Navires CHAYMA
matricule_fiscal,15442836G,1,Société Industrie Générale Moderne
matricule_fiscal,1544380L,1,Société DES INDUSTRIES ET DES TECHNICITES MODERNES SITM
matricule_fiscal,1544401M,1,Leader comptoir Auto
matricule_fiscal,15449988M,1,Société Debbabi Tex
matricule_fiscal,154507Z,1,Société AGRO-ALIMENTAIRE BOUJAAFAR
matricule_fiscal,15457316N,1,"PV de l'acte de cession de part, M A L des statuts"
matricule_fiscal,1545808T,1,Nom : Bedoui
matricule_fiscal,1545889M,1,AAI SERVICES CORPORATION TUNISIA
matricule_fiscal,154635M,1,STE CAP CENTRE
matricule_fiscal,1546431K,1,DESIGN D'ACIER
matricule_fiscal,1546467X,1,Société MY DISTRIBUTION
matricule_fiscal,1546473N,1,HANA
matricule_fiscal,154680X,1,Internationale de Bois et de Matériaux JBM
matricule_fiscal,1546940W,1,DM Intelligent Communication
matricule_fiscal,1547222F,1,Nom : Zaidi
matricule_fiscal,1547264R,1,Société ELKAMEL
matricule_fiscal,15473200S,1,SUN SOLUTION sarl
matricule_fiscal,1547421L,1,Société EVER STAR
matricule_fiscal,154755Z,1,Société Upweb
matricule_fiscal,1548191W,1,Nom et prénom : Mostafa Amin Abdelkhalek Amin
matricule_fiscal,1548290Y,1,Société de services agricoles et vétérinaires SOSA VET
matricule_fiscal,154837Z,1,Société GLOBE ADVISORY
matricule_fiscal,1548453D,1,Société Marco Polo Trading SMPT
matricule_fiscal,154875K,1,Sté EXTRA COMMERCE ET DISTRIBUTION
matricule_fiscal,15489478A,1,STE GENERAL SERVICES SUARL
matricule_fiscal,1549286G,1,Nom : Ahlem
matricule_fiscal,15493040S,1,Société EMNA D'AGRICULTURE
matricule_fiscal,1549425Z,1,Nom : Fkili
matricule_fiscal,1549656N,1,S
matricule_fiscal,1549800C,2,STE BUZZ EXPERT | Société BUZZ EXPERT
matricule_fiscal,15498545A,1,Société Ghada International Trading
