entity_key,org_entity_id,entity_basis,n_events
MF:389310P,CO_AFRICA_CASSETTES,matricule_fiscal,2
MF:389399R,ORGE_4359ba10ab41f02e9ff1,matricule_fiscal,1
MF:389451C,ORGE_ad0a74ba1f43f270c786,matricule_fiscal,1
MF:389695X,ORGE_d34b6bd4681960b40edb,matricule_fiscal,1
MF:389744N,ORGE_ef13aa168b0e9fe08725,matricule_fiscal,8
MF:389847C,ORGE_3f04cfac135e355cbb0f,matricule_fiscal,2
MF:390404L,ORGE_b3de84d065a704ac1e1c,matricule_fiscal,3
MF:390413M,ORGE_1ad866a3ea9ab397161d,matricule_fiscal,6
MF:390416Q,CO_MODALI,matricule_fiscal,10
MF:390750C,ORGE_a04c0340eedbc598a3d9,matricule_fiscal,2
MF:390883Q,ORGE_7a3db9bc4d1027b1937e,matricule_fiscal,1
MF:391514Q,CO_HOTELIERE_EL_KANTAOUI,registre_commerce,3
MF:391859V,ORGE_73de2f4e4fdaf91c9fa8,matricule_fiscal,2
MF:392166A,ORGE_1a88cd1f0914b13aaca0,matricule_fiscal,4
MF:392598H,ORGE_4fa1dda9b04f1f7515cb,matricule_fiscal,2
MF:393303V,ORGE_58802aac7631b3ef701c,matricule_fiscal,1
MF:393685G,ORGE_c4baccbc421d45f11994,matricule_fiscal,2
MF:394489B,ORGE_16b2ce91a76353fb683b,matricule_fiscal,2
MF:394945S,ORGE_22db7f4372f94b37773b,matricule_fiscal,1
MF:395909E,CO_LEILA,name,1
MF:396934K,CO_DELTA_DISTRIBUTION,name,1
MF:396989B,ORGE_4fa42426dea347b5445c,matricule_fiscal,3
MF:397032H,CO_CEDRIA,name,8
MF:397226R,ORGE_7dca37b5c1b153f588eb,matricule_fiscal,2
MF:397386H,ORGE_9a54a57fbde6be63baa3,matricule_fiscal,3
MF:397906K,CO_INDINVEST,matricule_fiscal,9
MF:397912H,ORGE_e7d4f4f7a3620cd136d6,matricule_fiscal,2
MF:397933N,ORGE_cd351ff18fcfb9620c5d,matricule_fiscal,1
MF:397943Q,CO_VERRIERE,matricule_fiscal,3
MF:397962T,CO_ALPHA_INTERNATIONAL_TUNISIE,matricule_fiscal,9
MF:397985B,ORGE_310f60c287f174e5d37b,matricule_fiscal,3
MF:398027Q,ORGE_ba2b1715e7a2fc642f65,matricule_fiscal,1
MF:398144V,ORGE_4abd8e56f2bd15355798,matricule_fiscal,9
MF:398202M,ORGE_239c3bc62c53cb2439e7,matricule_fiscal,1
MF:398220P,ORGE_866cbd82a8022eb55e42,matricule_fiscal,1
MF:398236Y,ORGE_33df116b290212ca74b1,matricule_fiscal,1
MF:398269H,ORGE_29c6de70306ffb2448a5,matricule_fiscal,2
MF:398323W,ORGE_6280b11a937fc09b0e3a,matricule_fiscal,2
MF:398329C,ORGE_2fb2c05512a35c0c457b,matricule_fiscal,5
MF:398347E,ORGE_9bfc431ddb02d1f53fe8,matricule_fiscal,2
MF:398350Z,CO_IMMOBILIER_DEVELOPPEMENT,matricule_fiscal,3
MF:398357G,ORGE_6fb9a0f92961b9615138,matricule_fiscal,2
MF:398358H,CO_COMPTOIR_METAUX_TUNISIE,matricule_fiscal,4
MF:398872Z,ORGE_f9d048d7f1575eaee287,matricule_fiscal,1
MF:399540X,ORGE_fe01ee91afd448d06733,matricule_fiscal,2
MF:402430A,ORGE_b71d2eec5b46aebc503b,matricule_fiscal,2
MF:405191A,CO_HOTELIERE_TOURISTIQUE_DOUJA,registre_commerce,2
MF:405745K,ORGE_ccdc8093399548d73aae,matricule_fiscal,1
MF:406210L,CO_STIC,name,6
MF:407296K,ORGE_5b51d8d2d3f90b87c56d,matricule_fiscal,1
MF:407323C,ORGE_6cedd66d9d6953073488,matricule_fiscal,1
MF:407970B,ORGE_41405489402d098fd374,matricule_fiscal,2
MF:408694E,ORGE_562b4ea6af759c5d52fc,matricule_fiscal,3
MF:408803Q,ORGE_2a23d104e43e1452b46f,matricule_fiscal,1
MF:409901W,ORGE_6f3691ba77fb2d4b3d5e,matricule_fiscal,3
MF:409920Z,ORGE_9f42ea6959e3946e32bc,matricule_fiscal,1
MF:410046X,ORGE_7ff171e5f82c440f8b53,matricule_fiscal,5
MF:410049G,CO_SABLES_DOR,matricule_fiscal,15
MF:410065A,ORGE_4efa83096829df730988,matricule_fiscal,2
MF:410067C,ORGE_356247749ef9c9d1baee,matricule_fiscal,3
MF:410148C,ORGE_7fa83ed0d38c6d631c23,matricule_fiscal,4
MF:410149D,ORGE_544e56cf45ed23ff9eee,matricule_fiscal,4
MF:410179K,CO_UNAGRO,matricule_fiscal,10
MF:410230V,ORGE_b7d85ef3ce273ed920c6,matricule_fiscal,2
MF:410231W,ORGE_99eb5be944f673072cc8,matricule_fiscal,14
MF:410259J,CO_FAWANIS,name,1
MF:410312W,CO_TUNISIENNE_INDUSTRIELLE_DETERGENTS,matricule_fiscal,7
MF:410382L,ORGE_1069dc196c8a21d9f307,matricule_fiscal,3
MF:411264K,ORGE_e12970f922d3f0bb5e28,matricule_fiscal,1
MF:411404D,ORGE_a2aa18f6346606e371d0,matricule_fiscal,4
MF:411422F,ORGE_21fc96410d2348b458f7,matricule_fiscal,2
MF:411423G,ORGE_03223dec925179a0aae8,matricule_fiscal,3
MF:411435L,CO_TISSAGE_MEUBLATEX,matricule_fiscal,9
MF:411435S,CO_MEUBLATEX,name,4
MF:411439Q,CO_HOTELIERE_TOURISTIQUE_BALNEAIRE_MARHABA,registre_commerce,9
MF:4114439Q,CO_HOTELIERE_TOURISTIQUE_BALNEAIRE_MARHABA,registre_commerce,2
MF:411446P,ORGE_07954229008c8e82ffcd,matricule_fiscal,1
MF:411447Q,ORGE_72127a40a1e4fca70f6c,matricule_fiscal,1
MF:411448R,ORGE_75734c555c46517da1bd,matricule_fiscal,2
MF:411460M,CO_SEA,name,1
MF:411462P,CO_HOTELIERE_DEVELOPPEMENT_TOURISTIQUE,name,3
MF:411466T,ORGE_d881ded8c1a7b9699fd1,matricule_fiscal,2
MF:411469X,ORGE_4943e9435fafe01a3d8e,matricule_fiscal,2
MF:411470P,ORGE_07a124fbbf3d87e323f3,matricule_fiscal,1
MF:411471Q,ORGE_f487bf6e52dfa565d2bb,matricule_fiscal,2
MF:411483V,ORGE_e386420b220be56cc038,matricule_fiscal,1
MF:411512G,ORGE_2600b605859f6c425b76,matricule_fiscal,4
MF:411514J,ORGE_4c41ce192746990dca51,matricule_fiscal,1
MF:411518N,ORGE_4d19a5794205f297d78b,matricule_fiscal,2
MF:411519P,ORGE_398346a82758f90b9475,matricule_fiscal,1
MF:411521H,ORGE_feea6a2bd7c2617f34a2,matricule_fiscal,1
MF:411524L,CO_BUANDERIE_CENTRALE_EL_MOURADI,registre_commerce,2
MF:411543P,CO_SOUVENIRS_SOLEIL,name,6
MF:411548V,CO_BEN_FATTOUM_ROMDHANE_ELECTRIC_BFR_ELECTRIC,name,1
MF:411577A,ORGE_25b611760258845679b8,matricule_fiscal,2
MF:411579C,ORGE_a9c7c4ce48beceffbdfc,matricule_fiscal,6
MF:411581W,ORGE_24a8f3bc967261856d01,matricule_fiscal,2
MF:411591Y,ORGE_e9dee37ca9363a5e6828,matricule_fiscal,1
MF:411597E,ORGE_0eb13512541e1c73debe,matricule_fiscal,10
MF:411613L,ORGE_f77efcbacd96cbc9eb8b,matricule_fiscal,3
MF:411617Q,ORGE_848f05645824ed94d014,matricule_fiscal,1
MF:411618R,CO_SOGECO,name,3
MF:411621L,ORGE_ff5a25da97dfdfa62f1e,matricule_fiscal,2
MF:411628T,ORGE_32df5ca0fc07efbf56fe,matricule_fiscal,4
MF:411632P,ORGE_17868c2be58ad14000c6,matricule_fiscal,1
MF:411638W,CO_EL_MOURADI_POUR_COMMERCE,registre_commerce,11
MF:411640P,CO_TUNISIENNE_ARTS_GRAPHIQUES_STAG,matricule_fiscal,5
MF:411643S,ORGE_4868cf147962548cc179,matricule_fiscal,4
MF:411645V,ORGE_6f051e22f4f8e19f314f,matricule_fiscal,1
MF:411667B,ORGE_1f36077ecb8407cf9861,matricule_fiscal,1
MF:411668C,ORGE_dde746ed7ef98b7a323f,matricule_fiscal,8
MF:4116971H,ORGE_dce38f33dcdcf82704d2,matricule_fiscal,1
MF:411750V,ORGE_4efc8a053f7aa2ca736d,matricule_fiscal,7
MF:411783E,ORGE_f18fbdc4e81feec0d413,matricule_fiscal,3
MF:411798M,ORGE_db6a20c274e0de1d96af,matricule_fiscal,2
MF:411800M,GOV_MINISTERE_SANTE_PUBLIQUE,name,1
MF:411820R,ORGE_88c2a04644aeb1e1c5c5,matricule_fiscal,4
MF:411832W,ORGE_f8aace02872504a5f18b,matricule_fiscal,4
MF:411844A,ORGE_662ed2db88c8d2de4aff,matricule_fiscal,4
MF:411851Z,ORGE_086c9ec42cf11aa931a2,matricule_fiscal,1
MF:411858G,CO_IMMOBILIERE,name,3
MF:411859H,CO_TOURISTIQUE_THERMALE_KROUMIRIE,name,27
MF:411865F,ORGE_13e5b1f7eed7c22b3160,matricule_fiscal,3
MF:4125939E,ORGE_a4c671ce426a65aa3eb4,matricule_fiscal,1
MF:413409A,ORGE_07d48e6aa715479c429a,matricule_fiscal,3
MF:413411L,ORGE_516d5d4e91fbfbd16398,matricule_fiscal,1
MF:413423Q,ORGE_9ad1763da1c443aaa08f,matricule_fiscal,2
MF:413425S,ORGE_865c2d8c732471a0936d,matricule_fiscal,1
MF:413456A,ORGE_71ac68c528e3ce29d4d9,matricule_fiscal,1
MF:413467D,ORGE_76e311fed2a9a887e49b,matricule_fiscal,1
MF:413468E,ORGE_cea404f76e8a94e8a0f0,matricule_fiscal,1
MF:413471Z,ORGE_e12cb98c84deceb1e574,matricule_fiscal,2
MF:413516V,ORGE_6695453b4d8de1e099a2,matricule_fiscal,7
MF:413575G,ORGE_6e1b3bd395ca1aa3a3f5,matricule_fiscal,4
MF:413583G,CO_FRIKHA_PIECES_RECHANGE_AUTO_SOFRIPA,matricule_fiscal,1
MF:413626A,ORGE_4e0fdc5d43d15dd4197d,matricule_fiscal,2
MF:413704X,ORGE_691e682250bf5eb27011,matricule_fiscal,1
MF:413710V,CO_GENERALE_TRAVAUX,name,3
MF:413721Y,ORGE_79e9ca082bbd3e64f035,matricule_fiscal,4
MF:413778R,ORGE_331ecb8d01d11fc573a1,matricule_fiscal,2
MF:413790M,ORGE_d159c3542916afefd92e,matricule_fiscal,6
MF:413811Z,CO_SENA_MED,name,1
MF:413812A,ORGE_40ef8edffc2a1a14e020,matricule_fiscal,1
MF:413820A,ORGE_4f0787deb5bd1a4566b3,matricule_fiscal,2
MF:413881P,CO_PROMOTION_IMMOBILIERE,registre_commerce,3
MF:41428643L,ORGE_f7ac401bfeef5e4b7588,matricule_fiscal,3
MF:414495M,CO_SAAD,name,1
MF:414665M,ORGE_935f3f4ecffe24409c4b,matricule_fiscal,4
MF:414750H,ORGE_bab27674bac807c6c9fd,matricule_fiscal,1
MF:415355K,CO_KARTHAGO_GROUP,matricule_fiscal,1
MF:415409P,ORGE_acc49fd99a449a932237,matricule_fiscal,3
MF:415439H,ORGE_063b02dcba215689f3aa,matricule_fiscal,3
MF:415511Y,CO_BEST,name,3
MF:415631F,ORGE_65d9dae5047c625444cb,matricule_fiscal,2
MF:415633H,ORGE_e7549e0641d91ed94224,matricule_fiscal,1
MF:415633M,ORGE_fb27615dc86614772b0b,matricule_fiscal,1
MF:415678Y,CO_SICAF_CENTRE,registre_commerce,1
MF:415740K,ORGE_67c57d4d72d7bcfd4bd1,matricule_fiscal,1
MF:415773V,ORGE_5e640b31c6e669c940ec,matricule_fiscal,1
MF:415786A,ORGE_6b42710742d94335f2c6,matricule_fiscal,2
MF:415810G,ORGE_46bf0284eac8adb8278f,matricule_fiscal,5
MF:415835R,ORGE_0924dbeff24af080b9e9,matricule_fiscal,4
MF:415864X,ORGE_5f9d7a07e6744d39d382,matricule_fiscal,1
MF:415870V,CO_SOTEXI,name,1
MF:417473Y,ORGE_9f7e7531aa07a0923198,matricule_fiscal,2
MF:417903V,ORGE_1473c523699b4779fb99,matricule_fiscal,6
MF:417908A,ORGE_f3a4e77a21b5fb973575,matricule_fiscal,4
MF:417912W,ORGE_dfd16801baf3feefe732,matricule_fiscal,2
MF:417915Z,CO_CHAABENE_IMMOBILIERE,registre_commerce,1
MF:417919D,ORGE_a4a0f347c0e342902ec5,matricule_fiscal,2
MF:417928E,ORGE_b7a32aad162ab3bb556e,matricule_fiscal,5
MF:417930Y,ORGE_57c9dd2c4a65ae603bcd,matricule_fiscal,2
MF:417931Z,ORGE_9b34781cad91173406ca,matricule_fiscal,1
MF:417933B,ORGE_1e032ecce943c789eac0,matricule_fiscal,1
MF:417939H,ORGE_0f85c12c6bc7c6d6eba3,matricule_fiscal,1
MF:417941B,ORGE_8ac748130d2696cde292,matricule_fiscal,6
MF:417946G,CO_KOUBAA_AFFAIRES_IMMOBILIERES,matricule_fiscal,9
MF:417947H,ORGE_18a2c1cd23239721599b,matricule_fiscal,2
MF:417969P,CO_CONDITIONNEMENT_INDUSTRIEL,matricule_fiscal,6
MF:417974L,ORGE_f968429eab93b432c0e7,matricule_fiscal,2
MF:4179779R,CO_CONGELATION_TOUS_PRODUITS_PECHE_AGRICOLE_SOCEPA,name,2
MF:417983M,ORGE_d673eb7dfa2f20494898,matricule_fiscal,5
MF:417984N,ORGE_dd8edebab23c500edfcb,matricule_fiscal,2
MF:417986Q,ORGE_8168959be67f7d47ae58,matricule_fiscal,17
MF:418011V,ORGE_1d5728cbfc33e01a9691,matricule_fiscal,1
MF:418019D,ORGE_ac2e5bbdf5a1a10dd5ab,matricule_fiscal,1
MF:418027D,CO_EL_INTILAKA_COMMUNE_IMMOBILIERE_SIDI_ABBES_ICI_SIDI_ABBES,registre_commerce,11
MF:418038G,ORG_GROUPEMENT_MAINTENANCE_GESTION_ZONE_INDUSTRIELLE_POUDRIERE_1,matricule_fiscal,1
MF:418040A,CO_EMNA,name,4
MF:418044E,ORGE_a13bfd3e53bc4e2381c9,matricule_fiscal,9
MF:418047H,ORGE_7a3a26ceb71f11c410f8,matricule_fiscal,3
MF:418054G,ORGE_f51eb11d7efe5a107797,matricule_fiscal,2
MF:418060E,CO_D_INDUSTRIE_MECANIQUE_DIVERSE_IMD,matricule_fiscal,2
MF:418068N,ORGE_c1da2836fe5788ad4d36,matricule_fiscal,2
MF:418071H,ORGE_e7a88d4710f5a5e012c5,matricule_fiscal,2
MF:418073K,ORGE_18b87fd4ce3b87464fcd,matricule_fiscal,3
MF:418076N,ORGE_50687bde0e5f5dbf8d82,matricule_fiscal,7
MF:418081K,ORGE_b95bea9a36ddffd457c9,matricule_fiscal,19
MF:418084N,ORGE_55cf7953b4ae57c98d53,matricule_fiscal,11
MF:418089T,ORGE_fa2c9babc7b60bc1d9f7,matricule_fiscal,5
MF:418091M,CO_SERVICES_AGRICOLES_AL_MOSTAKBAL,name,10
MF:418108D,ORGE_4618426da0c2e5430240,matricule_fiscal,2
MF:4181114A,ORGE_55a748e9dab51275673f,matricule_fiscal,1
MF:418111Y,ORGE_ac06e87954b9c67a1e46,matricule_fiscal,13
MF:418115C,ORGE_77c29df0452b99b8183d,matricule_fiscal,1
MF:4181190E,ORGE_9427eda8ca52b350c950,matricule_fiscal,1
MF:418119G,ORGE_0b386aad263e645d843e,matricule_fiscal,1
MF:418134F,ORGE_cc93d61cd6e4d7602c8c,matricule_fiscal,1
MF:418136H,ORGE_ccc515e3f166c13db8cf,matricule_fiscal,8
MF:418138K,ORGE_94ec808e654626ca5897,matricule_fiscal,4
MF:418146K,ORGE_d765eb1d2f18aa93ae54,matricule_fiscal,4
MF:418157N,CO_GLOBAL_DISTRIBUTION,matricule_fiscal,12
MF:418163L,ORGE_c802260467a2c6613ab7,matricule_fiscal,13
MF:418169S,CO_SERVICES_HUILERIES,matricule_fiscal,7
MF:418173N,CO_PROMOTION_IMMOBILIERE,registre_commerce,4
MF:418182P,ORGE_8fc86b2fceae63b69066,matricule_fiscal,9
MF:418196W,ORGE_e89aa33e2328aab590c7,matricule_fiscal,5
MF:418199Z,ORGE_1cf9ddc89f1afbc96fe3,matricule_fiscal,4
MF:418208G,CO_INFORMATION_MANAGEMENT_EXPERTS_IMEX,name,1
MF:418214E,ORGE_94b788d977d7b5042a6e,matricule_fiscal,2
MF:418219K,ORGE_46f95a1f6808884ec057,matricule_fiscal,11
MF:418227K,ORGE_05de8e73bbb0d14ac7bf,matricule_fiscal,6
MF:418230E,ORGE_bfda3acb20e9a9f06256,matricule_fiscal,1
MF:418232G,CO_IGL_INDUSTRIES,matricule_fiscal,2
MF:418258S,CO_PETIT_NAVIRE,registre_commerce,2
MF:418259T,ORGE_ac4a0481703c5f2663b5,matricule_fiscal,1
MF:418263P,ORGE_9f6022356968cc5169b5,matricule_fiscal,1
MF:418265R,ORGE_c1a5e3c40f2c994b2de0,matricule_fiscal,1
MF:418272Q,ORGE_ff8f01d81f300f0550b9,matricule_fiscal,1
MF:418285W,ORGE_5a6cdfeaea248be0c4a1,matricule_fiscal,3
MF:418292V,ORGE_d4cf29769402dcf5f258,matricule_fiscal,1
MF:418295Y,ORGE_d591480af6e43181a558,matricule_fiscal,3
MF:418308K,ORGE_c59b2c6ee0cc656ca103,matricule_fiscal,1
MF:418309L,CO_ASMA,name,1
MF:418316K,ORGE_a60835a5421978ba20d4,matricule_fiscal,1
MF:418318M,ORGE_a86eab0b74debafe279a,matricule_fiscal,14
MF:418320F,ORGE_078ab334c9bd2c8bab05,matricule_fiscal,14
MF:418321G,CO_ZEPHIR_HOTEL,registre_commerce,5
MF:418323J,ORGE_d29579bccde2cae45153,matricule_fiscal,2
MF:418324K,ORGE_7bd8b1deb071abd54b79,matricule_fiscal,2
MF:418325L,CO_PC_RETAIL_OUTLET,name,2
MF:418327N,ORGE_9f45a7bf0017e6a9339e,matricule_fiscal,1
MF:418328P,CO_TUNISIA_NETWORK,matricule_fiscal,14
MF:418335N,CO_ANIS_VOYAGES,matricule_fiscal,2
MF:418338R,CO_SELLAMI_TRANSIT,matricule_fiscal,2
MF:418339S,ORGE_0287bad3843265e76274,matricule_fiscal,1
MF:418346R,ORGE_fe819a5249c9c57432e8,matricule_fiscal,5
MF:418348T,CO_MANUFACTURE_ITALO_TUNISIENNE_CONFECTION_DONIA,name,2
MF:418351N,ORGE_f0b339ae48eaed8b4e3f,matricule_fiscal,1
MF:418352P,ORGE_b4ed94443f9d7c93847c,matricule_fiscal,2
MF:418356T,ORGE_41c2fccbd6f3093c1d3f,matricule_fiscal,2
MF:418361Q,ORGE_800bef030d507bd44289,matricule_fiscal,6
MF:418408N,ORGE_28b88c62f9fd492e0a0c,matricule_fiscal,1
MF:418409P,ORGE_bcfbcedbb92b812f080e,matricule_fiscal,1
MF:418414L,CO_FLEXO_PRINT,registre_commerce,14
MF:418417P,ORGE_5832895ce78540a1602c,matricule_fiscal,1
MF:418418Q,ORGE_49d451b04fc8ca3d6492,matricule_fiscal,5
MF:418420J,ORGE_181877e2364dbc6a573c,matricule_fiscal,10
MF:418421K,ORGE_dc9824212fde3da58ff6,matricule_fiscal,2
MF:418435R,CO_UNIVERSITE_LIBRE_SUD,name,3
MF:418462V,CO_MANUF_ARTICLES_EN_CAOUTCHOUC,name,3
MF:418464X,ORGE_8549ba974dcb79b9fb35,matricule_fiscal,3
MF:418468B,ORGE_ad71504e2a8ccbe19f62,matricule_fiscal,6
MF:418468J,ORGE_cba4398ea4bdf5ddb497,matricule_fiscal,1
MF:418487E,CO_COGEM,registre_commerce,7
MF:418491A,ORGE_5917ab37b43cec99f749,matricule_fiscal,2
MF:418496F,ORGE_fbe780946de7f3036ab9,matricule_fiscal,2
MF:418498H,ORGE_c1a15bd57f3ce874af24,matricule_fiscal,3
MF:418500H,ORGE_ae7801718a1698cfdcf3,matricule_fiscal,1
MF:418508R,ORGE_22a657a3c20d9950cfdd,matricule_fiscal,1
MF:4185098A,ORGE_2c8fefce8c427c4fa76c,matricule_fiscal,1
MF:418509S,ORGE_f3d0f4fef7874375a1c5,matricule_fiscal,3
MF:418511L,CO_BEN_SALEM_TRABELSI,matricule_fiscal,3
MF:418515Q,ORGE_2f8ffdae67260f1e2c0e,matricule_fiscal,3
MF:418524R,ORGE_9a14635b1859cfbb1678,matricule_fiscal,4
MF:418525S,ORGE_8799ea32f395d2bfee25,matricule_fiscal,2
MF:418526T,ORGE_9ebb924ee9004c1b8513,matricule_fiscal,4
MF:418531Q,CO_TUNISIE_TAPE,name,4
MF:418534T,ORGE_7090d647e4afff34d3e9,matricule_fiscal,11
MF:418536W,ORGE_6d48d725b48b940c1dd7,matricule_fiscal,7
MF:418537X,CO_MEDITERRANEENNE_CONSERVE_SOMECO,name,3
MF:418540R,CO_MAHA_MODEN_CONFECTION,matricule_fiscal,5
MF:418544W,ORGE_1496eb85461ebf950bdf,matricule_fiscal,3
MF:418546Y,ORGE_e89a9d2238b589981f19,matricule_fiscal,4
MF:418561X,ORGE_2825f071330f7983a95b,matricule_fiscal,5
MF:418565B,ORGE_a9fce3f8164ec6c7bf5f,matricule_fiscal,1
MF:418576E,ORGE_7ec0b9390d23140b160e,matricule_fiscal,3
MF:418583D,ORGE_96c9c92eb99048760d00,matricule_fiscal,1
MF:418584E,ORGE_e0f7ee764dea2ecca57d,matricule_fiscal,1
MF:418587H,ORGE_795a86fd315accd5bea2,matricule_fiscal,1
MF:418600L,ORGE_5aafbb2dca9b70e03e16,matricule_fiscal,1
MF:418602N,CO_GENERALE_QUINCAILLERIE,name,1
MF:418603P,ORGE_5bfe57de5f2f816a0c3c,matricule_fiscal,1
MF:418605R,ORGE_b80b9e6d60af21a5f428,matricule_fiscal,1
MF:418616V,ORGE_34f28bde0020d4dd2b6f,matricule_fiscal,4
MF:418621R,ORGE_f04f3b6b30944a46c851,matricule_fiscal,6
MF:418625W,ORGE_f964ad0b6f96f6a30fb1,matricule_fiscal,1
MF:418629A,ORGE_47778b2bd3b5b067ab21,matricule_fiscal,1
MF:418630S,CO_INDUSTRIELLE_MEGA,name,1
MF:418637A,ORGE_6e42067840a6b8b3e9ec,matricule_fiscal,2
MF:418639C,ORGE_218706251b25c49933d3,matricule_fiscal,1
MF:418653A,ORGE_d1eeca9a9a94fd3c1176,matricule_fiscal,1
MF:418662B,CO_MAGASIN_EL_WIFEK,name,7
MF:418664D,ORGE_b244989ba1f30af06231,matricule_fiscal,1
MF:418666F,ORGE_b1c8ada784b53aaeaa10,matricule_fiscal,2
MF:418667C,ORGE_dcbc39af401e8a94a4e8,matricule_fiscal,1
MF:418667G,ORGE_91ad88b8bb70a11b9046,matricule_fiscal,1
MF:418675G,ORGE_17d8fbdd5671ae2e48dd,matricule_fiscal,2
MF:418676H,ORGE_61c10c6ab4f2b818cccd,matricule_fiscal,1
MF:418683G,ORGE_fc571f81a61e2f4a027c,matricule_fiscal,1
MF:418690F,CO_AMEUR,registre_commerce,1
MF:418691G,CO_MISE_EN_VALEUR_DEVELOPPEMENT_AGRICOLE,registre_commerce,5
MF:418701Q,ORGE_e50340a90dce734409e2,matricule_fiscal,3
MF:418703S,ORGE_df53aaf41d6057c35dd1,matricule_fiscal,4
MF:418706W,ORGE_c8bef8a549c21e8d774b,matricule_fiscal,1
MF:418708Y,ORGE_acc8c5e6916677c60e29,matricule_fiscal,1
MF:418711S,ORGE_df11f1c971d94d733914,matricule_fiscal,3
MF:418719B,ORGE_c6e27203cb5f09cf87f1,matricule_fiscal,9
MF:418742A,ORGE_36dfd7ac92cf31aec792,matricule_fiscal,2
MF:418746E,ORGE_26b1c0eee21843b024e5,matricule_fiscal,2
MF:418756G,CO_REDUCTION_CAPITAL,name,2
MF:418758J,ORGE_206a05e96b1b43834404,matricule_fiscal,1
MF:418759K,ORGE_a53d1139241e4bcc8e7b,matricule_fiscal,2
MF:418761D,CO_MONACO_AGRO,matricule_fiscal,1
MF:418762F,ORGE_2d1b7be759d8b662db6c,matricule_fiscal,2
MF:418773H,ORGE_8a43d12840d2c4bd86b0,matricule_fiscal,3
MF:418779P,ORGE_9a5c6a57cd825f1661a0,matricule_fiscal,5
MF:418782J,ORGE_5fabe7291ed6686e98aa,matricule_fiscal,2
MF:418786N,ORGE_2aed9c9ee8b5587293ce,matricule_fiscal,9
MF:418792L,ORGE_b0c8733567b6569c93db,matricule_fiscal,2
MF:418815A,ORGE_5e17881963f768ff5f2d,matricule_fiscal,3
MF:418817C,CO_CHAUSSURES_SPIRIT_SPIRIT,name,6
MF:418822Z,ORGE_9915954711d35cdaae89,matricule_fiscal,2
MF:418828F,ORGE_48c7d8c709724d27e9c4,matricule_fiscal,1
MF:418829G,ORGE_2f7c6987138343af1a91,matricule_fiscal,3
MF:418933F,CO_AL_KHOUTAF_ONDULE,name,2
MF:418937K,CO_TURKI_METAL,name,2
MF:418949P,CO_CENTRE_IND_D_ETUDES_FABRICATION_CIEF,name,2
MF:418980N,CO_RECHANGE_VEHICULES_INDUSTRIELS,name,3
MF:418986V,ORGE_537afad8d5162f8b29b3,matricule_fiscal,8
MF:419028J,ORGE_25a1b86397296f548381,matricule_fiscal,2
MF:419029K,CO_LEMIA_MATELAS_A_RESSORT_SOLEMAR,registre_commerce,2
MF:419049P,CO_ELEMENTS,matricule_fiscal,1
MF:419073P,ORGE_f20589ecd0da2a1b13f9,matricule_fiscal,5
MF:419074Q,ORGE_cd98a67c188207f9e16e,matricule_fiscal,7
MF:419186Y,ORGE_5947f69ed7b0716467b1,matricule_fiscal,2
MF:419209M,ORGE_cab7446975932da46ecd,matricule_fiscal,5
MF:419322M,ORGE_fe48ec414db6745cd956,matricule_fiscal,1
MF:420301Y,ORGE_eef5593af5aeb1c29a5e,matricule_fiscal,1
MF:420305C,ORGE_993a9020dbc2e5845a7b,matricule_fiscal,2
MF:420311A,ORGE_f1f0654be9593c1a0668,matricule_fiscal,4
MF:4203300E,CO_SUPERMOUSSE,registre_commerce,2
MF:420330D,CO_SUPERMOUSSE,registre_commerce,23
MF:420343J,CO_CREATION_BONHEUR,name,4
MF:420344K,CO_ALPHA_ETIQUETTES,matricule_fiscal,16
MF:420354M,CO_GENERALE_MENUISERIE_SOGEM,matricule_fiscal,7
MF:420356P,CO_TRAVAUX_ELECTRIQUES_CABLAGE_AUTOMATISME_SOTECA_ELECTRIC,matricule_fiscal,5
MF:420378M,ORGE_e68afe8eb65ea5d639cf,matricule_fiscal,2
MF:420378W,ORGE_0f608f07d8af72d3ba11,matricule_fiscal,4
MF:420386W,ORGE_265535de71458e64aab6,matricule_fiscal,2
MF:420389Z,ORGE_19f9ee5862a4ddf0a98f,matricule_fiscal,4
MF:420474V,CO_POLYCLINIQUE_CHAMS,registre_commerce,5
MF:420484X,CO_EL_BOUSTEN,matricule_fiscal,2
MF:420693E,ORGE_d01abc168d5450723bcd,matricule_fiscal,7
MF:420735X,ORGE_a4c2ecf6ee6d45dcc7af,matricule_fiscal,12
MF:420782E,ORGE_d74dd719ba620c1d62dd,matricule_fiscal,3
MF:420879N,ORGE_cc765dfbea3b0a62f7b5,matricule_fiscal,2
MF:420887N,CO_GALPHARMA,matricule_fiscal,24
MF:421184Z,ORGE_42c48ede6d9e6ecf9229,matricule_fiscal,1
MF:421652Z,ORGE_dc6022dd03a86c20878a,matricule_fiscal,4
MF:421684H,CO_LIBERTE_DEXPLOITATION_EAUX_MINERALES_HAYET,name,16
MF:421684W,CO_LIBERTE_DEXPLOITATION_EAUX_MINERALES_HAYET,name,3
MF:422330M,ORGE_f9a444b5e90a9d07e4f2,matricule_fiscal,2
MF:424475N,ORGE_31e8a97caa74834a5592,matricule_fiscal,8
MF:424557P,ORGE_eecf29027aa5d35e353e,matricule_fiscal,4
MF:424713H,ORGE_29341ddb26023b8eb2b7,matricule_fiscal,5
