org_id,name_ar,name_fr,name_ijmes,gloss_tier,gloss_mode,name_translit,org_kind,n_ties,first_seen_entry
OFFICE_WZARH_KBRY,الوزارة الكبرى,Grand Vizirat,Grand Vizirate,verified,translated,ALWZAR ALKBR,office,5,aalam:2.03
OFFICE_WZARH_SHH_WALSHWN_AJTMAYH,وزارة الصحة والشؤون الاجتماعية,ministère de la Santé et des Affaires sociales,Ministry of Health and Social Affairs,romanised,translated,WZAR ALSH WALSHWN ALAJTMAY,office,2,aalam:3.06
OFFICE_WZARH_ZRAH_WALTJARH,وزارة الزراعة والتجارة,ministère de l'Agriculture et du Commerce,Ministry of Agriculture and Commerce,romanised,translated,WZAR ALZRA WALTJAR,office,2,aalam:2.09
OFFICE_WZYFH_BALBLAT,وظيفة بالبلاط,fonction à la Cour,post at the court,romanised,translated,WZYF BALBLAT,office,1,aalam:2.09
OFFICE_WZYR,وزير,ministre,minister,romanised,translated,WZYR,office,1,aalam:1.06
OFFICE_WZYR_AKBR,الوزير الأكبر,Grand Vizir,Grand Vizier,verified,translated,ALWZYR ALKBR,office,12,aalam:1.02
OFFICE_WZYR_ASTSHARH,وزير الاستشارة,ministre de la Consultation,minister of consultation,romanised,translated,WZYR ALASTSHAR,office,1,aalam:1.07
OFFICE_WZYR_AWQAF,وزير الأوقاف,ministre des Habous,minister of religious endowments,romanised,translated,WZYR ALWQAF,office,1,aalam:2.13
OFFICE_WZYR_BHRYH,وزير البحرية,ministre de la Marine,minister of the navy,romanised,translated,WZYR ALBHRY,office,1,aalam:1.09
OFFICE_WZYR_DAKHLYH,وزير الداخلية,Ministre de l'Intérieur,Minister of the Interior,verified,translated,WZYR ALDAKHLY,office,4,aalam:2.13
OFFICE_WZYR_DL_FY_HKWMH_TWNSYH,وزير العدل في الحكومة التونسية,ministre de la Justice du gouvernement tunisien,minister of justice in the Tunisian government,romanised,translated,WZYR ALDL FY ALHKWM ALTWNSY,office,1,aalam:2.05
OFFICE_WZYR_HRB,وزير الحرب,ministre de la Guerre,minister of war,romanised,translated,WZYR ALHRB,office,1,aalam:1.08
OFFICE_WZYR_MARF_WALNAFH,وزير المعارف والنافعة,ministre de l'Instruction publique et des Travaux publics,minister of education and public works,romanised,translated,WZYR ALMARF WALNAF,office,1,aalam:1.07
OFFICE_WZYR_MBASHR,وزير مباشر,ministre en exercice,minister in office,romanised,translated,WZYR MBASHR,office,1,aalam:2.06
OFFICE_WZYR_QLM_WALASTSHARH,وزير القلم والاستشارة,ministre de la Plume et de la Consultation,minister of the pen and consultation,romanised,translated,WZYR ALQLM WALASTSHAR,office,1,aalam:2.13
OFFICE_WZYR_SHH_MWMYH,وزير الصحة العمومية,ministre de la Santé publique,minister of public health,romanised,translated,WZYR ALSH ALMWMY,office,1,aalam:3.11
OFFICE_WZYR_TRBYH_QWMYH,وزير التربية القومية,Ministre de l'Éducation nationale,Minister of National Education,verified,translated,WZYR ALTRBY ALQWMY,office,3,aalam:3.10
OFFICE_WZYR_WRYS_MJLS,الوزير ورئيس المجلس,Le ministre et président du Conseil,Minister and President of the Council,romanised,translated,ALWZYR WRYS ALMJLS,office,1,aalam:1.09
ORG_ADARH,الإدارة,l'Administration,the administration,romanised,translated,ALDAR,org,1,aalam:2.04
ORG_ADARH_AWQAF,إدارة الأوقاف,Direction des Habous,endowments administration,romanised,translated,DAR ALWQAF,org,1,aalam:1.08
ORG_ADARH_FLAHH,إدارة الفلاحة,Direction de l'Agriculture,agriculture administration,romanised,translated,DAR ALFLAH,org,1,aalam:2.07
ORG_ADHAH_TWNSYH,الإذاعة التونسية,Radiodiffusion tunisienne,al-Idhaa al-Tunisiyya,romanised,conventional,ALDHA ALTWNSY,org,1,aalam:2.11
ORG_AJTMAAT_HZB_DSTWRY_JDYD_AWLY_BSWSH,اجتماعات الحزب الدستوري الجديد الأولى بسوسة,premières réunions du Néo-Destour à Sousse,the first meetings of the Neo-Destour Party at Sousse,romanised,translated,AJTMAAT ALHZB ALDSTWRY ALJDYD ALWL BSWS,org,1,aalam:3.03
ORG_ALH_BYRM,عائلة بيرم,la famille Bayram,Ailat Bayram,romanised,conventional,AL BYRM,org,1,aalam:2.06
ORG_ATHAD_TJARY,الاتحاد التجاري,El Ittihad Ettijari,al-Ittihad al-Tijari,romanised,transliterated,ALATHAD ALTJARY,org,1,aalam:2.13
ORG_BAB_ALY,الباب العالي,la Sublime Porte,al-Bab al-Ali,romanised,conventional,ALBAB ALALY,org,1,aalam:2.01
ORG_BLAT_SLTANY,البلاط السلطاني,la Cour sultanienne,the sultanic court,romanised,translated,ALBLAT ALSLTANY,org,1,aalam:2.05
ORG_BTHH_LMYH,البعثة العلمية,Mission scientifique,al-Bitha al-Ilmiyya,romanised,conventional,ALBTH ALLMY,org,1,aalam:2.01
ORG_DWLH_HSYNYH,الدولة الحسينية,l'État husseinite,the Husaynid state,romanised,translated,ALDWL ALHSYNY,org,1,aalam:3.11
ORG_FH_AJTMAYH_MTKHLFH,فئة اجتماعية متخلفة,une catégorie sociale arriérée,a backward social group,romanised,translated,F AJTMAY MTKHLF,org,1,aalam:2.08
ORG_FRW_ZYTWNYH,الفروع الزيتونية,les annexes zitouniennes,the Zaytuna branch schools,romanised,translated,ALFRW ALZYTWNY,org,1,aalam:3.10
ORG_HKWMH_FRNSYH,الحكومة الفرنسية,le gouvernement français,the French government,romanised,translated,ALHKWM ALFRNSY,org,1,aalam:3.11
ORG_HKWMH_THMANYH,الحكومة العثمانية,le gouvernement ottoman,the Ottoman government,romanised,translated,ALHKWM ALTHMANY,org,1,aalam:2.09
ORG_HKWMH_THMANYH_JDYDH,الحكومة العثمانية الجديدة,le nouveau gouvernement ottoman,the new Ottoman government,romanised,translated,ALHKWM ALTHMANY ALJDYD,org,1,aalam:2.09
ORG_HKWMH_TWNSYH,الحكومة التونسية,Gouvernement tunisien,Tunisian government,verified,translated,ALHKWM ALTWNSY,org,4,aalam:1.07
ORG_HRKH_SHBAB_TWNSY,حركة الشباب التونسي,Jeunes Tunisiens,Harakat al-Shabab al-Tunisi,verified,conventional,HRK ALSHBAB ALTWNSY,org,7,aalam:2.13
ORG_HRKH_SHBAN_TWNSYYN,حركة الشبان التونسيين,les Jeunes Tunisiens,Harakat al-Shubban al-Tunisiyyin,romanised,conventional,HRK ALSHBAN ALTWNSYYN,org,2,aalam:2.04
ORG_JMYH_WQTYH_LFD_NZAAT,الجمعية الوقتية لفض النزاعات,la Commission provisoire pour le règlement des litiges,al-Jamiyya al-Waqtiyya li-Fadd al-Nizaat,romanised,conventional,ALJMY ALWQTY LFD ALNZAAT,org,1,aalam:1.06
ORG_JYSH_TRKY,الجيش التركي,l'armée turque,the Turkish army,romanised,translated,ALJYSH ALTRKY,org,1,aalam:3.05
ORG_LJAN_MHDTHH_LDBT_ASLAHAT_ASASYH,اللجان المحدثة لضبط الاصلاحات الأساسية,les commissions créées pour régler les réformes fondamentales,the committees set up to regulate the basic reforms,romanised,translated,ALLJAN ALMHDTH LDBT ALASLAHAT ALSASY,org,1,aalam:2.06
ORG_LJNH_ASLAH_TLYM_ZYTWNY,لجنة إصلاح التعليم الزيتوني,la Commission de réforme de l'enseignement zitounien,Lajnat Islah al-Talim al-Zaytuni,romanised,conventional,LJN SLAH ALTLYM ALZYTWNY,org,1,aalam:2.15
ORG_LJNH_BRAMJ_MDRSH_SADQYH,لجنة برامج المدرسة الصادقية,la Commission des programmes du Collège Sadiki,Lajnat Baramij al-Madrasa al-Sadiqiyya,romanised,conventional,LJN BRAMJ ALMDRS ALSADQY,org,1,aalam:1.08
ORG_LJNH_MALYH_DWLYH,اللجنة المالية الدولية,la Commission financière internationale,al-Lajna al-Maliyya al-Duwaliyya,romanised,conventional,ALLJN ALMALY ALDWLY,org,1,aalam:1.09
ORG_LJNH_ML_LAGHATHH_TRABLSYYN,لجنة عمل لإغاثة الطرابلسيين,le Comité d'action pour le secours aux Tripolitains,Lajnat Amal li-Ighathat al-Tarabulsiyyin,romanised,conventional,LJN ML LGHATH ALTRABLSYYN,org,2,aalam:3.07
ORG_LJNH_THQAFYH_QWMYH,اللجنة الثقافية القومية,le Comité culturel national,al-Lajna al-Thaqafiyya al-Qawmiyya,romanised,conventional,ALLJN ALTHQAFY ALQWMY,org,1,aalam:3.14
ORG_MHAFL_LMYH_AFRYQYH_WALSHRQYH,المحافل العلمية الإفريقية والشرقية,les sociétés savantes africaines et orientales,the African and Oriental learned societies,romanised,translated,ALMHAFL ALLMY ALFRYQY WALSHRQY,org,1,aalam:3.10
ORG_MHD_DRASAT_RBYH_BLNDN,معهد الدراسات العربية بلندن,l'Institut d'études arabes de Londres,Mahad al-Dirasat al-Arabiyya bi-Landan,romanised,conventional,MHD ALDRASAT ALRBY BLNDN,org,1,aalam:3.13
ORG_MHD_RSHYDY,المعهد الرشيدي,la Rachidia,al-Mahad al-Rashidi,romanised,transliterated,ALMHD ALRSHYDY,org,2,aalam:2.14
ORG_MJLS_AKBR,المجلس الأكبر,le Grand Conseil,al-Majlis al-Akbar,romanised,conventional,ALMJLS ALKBR,org,1,aalam:1.07
ORG_MJLS_ALY_LLBLAD_TWNSYH,المجلس الأعلى للبلاد التونسية,le Conseil supérieur du pays tunisien,al-Majlis al-Ala lil-Bilad al-Tunisiyya,romanised,conventional,ALMJLS ALL LLBLAD ALTWNSY,org,1,aalam:2.15
ORG_MJLS_ALY_LLTLYM_MWMY,المجلس الأعلى للتعليم العمومي,le Conseil supérieur de l'enseignement public,al-Majlis al-Ala lil-Talim al-Umumi,romanised,conventional,ALMJLS ALL LLTLYM ALMWMY,org,1,aalam:2.15
ORG_MJLS_BLDY_BALHADRH,المجلس البلدي بالحاضرة,le Conseil municipal de la capitale,al-Majlis al-Baladi bi-al-Hadira,romanised,conventional,ALMJLS ALBLDY BALHADR,org,1,aalam:1.07
ORG_MJLS_BLDY_BTWNS,المجلس البلدي بتونس,le Conseil municipal de Tunis,al-Majlis al-Baladi bi-Tunis,romanised,conventional,ALMJLS ALBLDY BTWNS,org,1,aalam:2.13
ORG_MJLS_DWLH,مجلس الدولة,le Conseil d'État,Majlis al-Dawla,romanised,conventional,MJLS ALDWL,org,1,aalam:2.04
ORG_MJLS_KBYR,المجلس الكبير,Grand Conseil,Grand Council,verified,translated,ALMJLS ALKBYR,org,3,aalam:2.15
ORG_MJLS_MBWTHAN,مجلس المبعوثان,le Medjless El Mabouthane,Majlis al-Mabuthan,romanised,transliterated,MJLS ALMBWTHAN,org,1,aalam:2.09
ORG_MJLS_MDRSY_JAM_AZM,مجلس مدرسي الجامع الأعظم,le Conseil des professeurs de la Grande Mosquée,Majlis Mudarrisi al-Jami al-Azam,romanised,conventional,MJLS MDRSY ALJAM ALZM,org,1,aalam:3.12
ORG_MJLS_SHRY,المجلس الشرعي,le Conseil charaïque,al-Majlis al-Shari,romanised,conventional,ALMJLS ALSHRY,org,2,aalam:1.03
ORG_MJLS_SHWRY,المجلس الشوري,le Conseil consultatif,al-Majlis al-Shuri,romanised,conventional,ALMJLS ALSHWRY,org,1,aalam:2.13
ORG_MJLS_SHWRY_MLK,مجلس شورى الملك,le Majliss Choura El Malik,Majlis Shura al-Malik,romanised,transliterated,MJLS SHWR ALMLK,org,1,aalam:1.07
ORG_MJLS_THLATHA_BQSR_KRM,مجلس الثلاثاء بقصر الكرم,le Majliss Ethoulatha bi Ksar El Karam,Majlis al-Thulatha bi-Qasr al-Karam,romanised,transliterated,MJLS ALTHLATHA BQSR ALKRM,org,1,aalam:2.11
ORG_MKTBH_JAM_ZYTWNH,مكتبة جامع الزيتونة,la bibliothèque de la mosquée Zitouna,Maktabat Jami al-Zaytuna,romanised,conventional,MKTB JAM ALZYTWN,org,1,aalam:1.08
ORG_MKTBH_KHLDWNYH,المكتبة الخلدونية,la Khaldounia,al-Maktaba al-Khalduniyya,romanised,conventional,ALMKTB ALKHLDWNY,org,1,aalam:2.14
ORG_MKTB_SYASY_LLHZB_DSTWRY_JDYD,المكتب السياسي للحزب الدستوري الجديد,Bureau politique du Néo-Destour,al-Maktab al-Siyasi lil-Hizb al-Dusturi al-Jadid,verified,conventional,ALMKTB ALSYASY LLHZB ALDSTWRY ALJDYD,org,5,aalam:3.11
ORG_MKTB_TRJMH,مكتب الترجمة,le bureau de traduction,the translation bureau,romanised,translated,MKTB ALTRJM,org,1,aalam:3.01
ORG_MSHRW_AHBA_TLBH,مشروع أحباء الطلبة,le Machroua Ahibba Ettalaba,Mashru Ahibba al-Talaba,romanised,transliterated,MSHRW HBA ALTLB,org,1,aalam:3.01
ORG_MSLHH_TWBWGHRAFYH,المصلحة الطوبوغرافية,le Service topographique,al-Maslaha al-Tubughrafiyya,romanised,conventional,ALMSLH ALTWBWGHRAFY,org,1,aalam:2.14
ORG_MSSH_JWHR_HWBKYNS,مؤسسة جوهر هوبكينس,la Fondation Johns Hopkins,Muassasat Jawhar Hubkins,romanised,conventional,MSS JWHR HWBKYNS,org,2,aalam:3.13
ORG_MSTSHFY_SADQY,المستشفى الصادقي,l'hôpital Sadiki,al-Mustashfa al-Sadiqi,romanised,conventional,ALMSTSHF ALSADQY,org,1,aalam:1.08
ORG_MSTSHFY_ZAFYN,مستشفى العزافين,l'hôpital El Azzafine,Mustashfa al-Azzafin,romanised,conventional,MSTSHF ALZAFYN,org,1,aalam:1.01
ORG_MTBH_RB,مطبعة العرب,l'Imprimerie El Arab,Matbaat al-Arab,romanised,conventional,MTB ALRB,org,1,aalam:3.08
ORG_MTBH_RSMYH,المطبعة الرسمية,l'Imprimerie officielle,al-Matbaa al-Rasmiyya,romanised,conventional,ALMTB ALRSMY,org,2,aalam:1.07
ORG_MTHNH_SRYH,مطحنة عصرية,une minoterie moderne,a modern flour mill,romanised,translated,MTHN SRY,org,1,aalam:2.13
ORG_MTMR_ASTMARY_BMRSYLYA,المؤتمر الاستعماري بمرسيليا,le Congrès colonial de Marseille,al-Mutamar al-Istimari bi-Marsiliya,romanised,conventional,ALMTMR ALASTMARY BMRSYLYA,org,2,aalam:2.04
ORG_MTMR_SHMAL_AFRYQYA,مؤتمر شمال إفريقيا,le Congrès de l'Afrique du Nord,Mutamar Shamal Ifriqiya,romanised,conventional,MTMR SHMAL FRYQYA,org,1,aalam:3.05
ORG_MTMR_SHMAL_AFRYQYA_BBARYS,مؤتمر شمال إفريقيا بباريس,Congrès nord-africain de Paris,"North African Congress, Paris",verified,translated,MTMR SHMAL FRYQYA BBARYS,org,3,aalam:2.07
ORG_MTMR_SHMAL_AFRYQY_BBARYS,مؤتمر الشمال الإفريقي بباريس,le Congrès nord-africain de Paris,Mutamar al-Shamal al-Ifriqi bi-Baris,romanised,conventional,MTMR ALSHMAL ALFRYQY BBARYS,org,1,aalam:2.10
ORG_NADY_AMYRH_NAZLY,نادي الأميرة نازلي,le Nadi El Amira Nazli,Nadi al-Amira Nazli,romanised,transliterated,NADY ALMYR NAZLY,org,1,aalam:2.13
ORG_QSM_MHASBH,قسم المحاسبة,le service de la comptabilité,the accounting department,romanised,translated,QSM ALMHASB,org,1,aalam:2.10
ORG_QSR_BARDW,قصر باردو,le Palais du Bardo,Qasr Bardu,romanised,conventional,QSR BARDW,org,1,aalam:1.02
ORG_SALWN_AMYRH_NAZLY,صالون الأميرة نازلي,le Salon El Amira Nazli,Salun al-Amira Nazli,romanised,transliterated,SALWN ALMYR NAZLY,org,2,aalam:2.01
ORG_SALWN_KHLYL_BWHAJB,صالون خليل بوحاجب,le Salon Khalil Bouhajeb,Salun Khalil Bu Hajib,romanised,transliterated,SALWN KHLYL BWHAJB,org,1,aalam:3.06
ORG_SLTH_HMAYH,سلطة الحماية,les autorités du Protectorat,the Protectorate authorities,romanised,translated,SLT ALHMAY,org,1,aalam:3.06
ORG_SLTH_LYA,السلطة العليا,l'autorité supérieure,the supreme authority,romanised,translated,ALSLT ALLYA,org,1,aalam:2.03
ORG_SLTH_LYA_BALBLAD,السلطة العليا بالبلاد,l'autorité supérieure du pays,the supreme authority in the country,romanised,translated,ALSLT ALLYA BALBLAD,org,1,aalam:3.14
ORG_SLT_FRNSYH,السلط الفرنسية,les autorités françaises,the French authorities,romanised,translated,ALSLT ALFRNSY,org,1,aalam:3.08
ORG_TRYQH_KTANYH,الطريقة الكتانية,la Tariqa Kettania,al-Tariqa al-Kattaniyya,romanised,transliterated,ALTRYQ ALKTANY,org,1,aalam:2.05
ORG_TRYQH_MDNYH,الطريقة المدنية,la Tariqa Madania,al-Tariqa al-Madaniyya,romanised,transliterated,ALTRYQ ALMDNY,org,1,aalam:1.05
ORG_TRYQH_TYJANYH,الطريقة التيجانية,la Tariqa Tijania,al-Tariqa al-Tijaniyya,romanised,transliterated,ALTRYQ ALTYJANY,org,1,aalam:1.03
ORG_WFD_ARBYN,وفد الأربعين,la Délégation des Quarante,Wafd al-Arbain,romanised,conventional,WFD ALRBYN,org,1,aalam:3.01
ORG_WFD_DSTWRY_AWL,الوفد الدستوري الأول,la première délégation destourienne,al-Wafd al-Dusturi al-Awwal,romanised,conventional,ALWFD ALDSTWRY ALWL,org,1,aalam:2.09
ORG_WFD_DSTWRY_AWL_ALY_BARYS,الوفد الدستوري الأول إلى باريس,la première délégation destourienne à Paris,al-Wafd al-Dusturi al-Awwal ila Baris,romanised,conventional,ALWFD ALDSTWRY ALWL L BARYS,org,2,aalam:3.03
ORG_WFD_DSTWRY_THANY,الوفد الدستوري الثاني,la deuxième délégation destourienne,al-Wafd al-Dusturi al-Thani,romanised,conventional,ALWFD ALDSTWRY ALTHANY,org,1,aalam:2.09
ORG_WFD_DSTWRY_THANY_ALY_BARYS,الوفد الدستوري الثاني إلى باريس,Seconde délégation destourienne à Paris,Second Destour delegation to Paris,verified,translated,ALWFD ALDSTWRY ALTHANY L BARYS,org,4,aalam:3.03
ORG_WZARH_MHMD_SHNYQ,وزارة محمد شنيق,le ministère Mohamed Chenik,Wizarat Muhammad Shanniq,romanised,conventional,WZAR MHMD SHNYQ,org,1,aalam:3.04
ORG_WZARH_MSTFY_KAK,وزارة مصطفى الكعاك,le ministère Mustapha Kaak,Wizarat Mustafa al-Kaak,romanised,conventional,WZAR MSTF ALKAK,org,1,aalam:3.06
ORG_WZARH_TFAWDYH,الوزارة التفاوضية,le ministère des négociations,the negotiating government,romanised,translated,ALWZAR ALTFAWDY,org,1,aalam:3.11
ORG_WZARH_WTNYH,الوزارة الوطنية,le ministère national,the national government,romanised,translated,ALWZAR ALWTNY,org,1,aalam:2.13
ORG_ZAWYH_KTANYH_BMRAKSH,الزاوية الكتانية بمراكش,la Zaouia Kettania bi Marrakech,al-Zawiya al-Kattaniyya bi-Marrakush,romanised,transliterated,ALZAWY ALKTANY BMRAKSH,org,1,aalam:2.05
ORG_ZAWYH_SYDY_AHMD_BN_RWS,زاوية سيدي أحمد بن عروس,la Zaouia Sidi Ahmed Ben Arous,Zawiyat Sidi Ahmad Ibn Arus,romanised,transliterated,ZAWY SYDY HMD BN RWS,org,1,aalam:1.01
PARTY_HZB_ASLAHY,الحزب الإصلاحي,Parti réformiste,Reform Party,verified,translated,ALHZB ALSLAHY,party,3,aalam:3.02
PARTY_HZB_ATHAD_WALTRQY,حزب الاتحاد والترقي,le Comité Union et Progrès,Hizb al-Ittihad wa al-Taraqqi,romanised,conventional,HZB ALATHAD WALTRQY,party,1,aalam:2.14
PARTY_HZB_ATLAF_HR,حزب الائتلاف الحر,le Parti de l'Entente libérale,Hizb al-Itilaf al-Hurr,romanised,conventional,HZB ALATLAF ALHR,party,2,aalam:2.09
PARTY_HZB_DSTWRY,الحزب الدستوري,le Destour,al-Hizb al-Dusturi,romanised,transliterated,ALHZB ALDSTWRY,party,1,aalam:3.07
PARTY_HZB_DSTWRY_JDYD,الحزب الدستوري الجديد,le Néo-Destour,al-Hizb al-Dusturi al-Jadid,romanised,conventional,ALHZB ALDSTWRY ALJDYD,party,2,aalam:3.04
PARTY_HZB_HAKM,الحزب الحاكم,le parti au pouvoir,the ruling party,romanised,translated,ALHZB ALHAKM,party,1,aalam:2.05
PARTY_HZB_HR_DSTWRY,الحزب الحر الدستوري,Parti libre constitutionnel,al-Hizb al-Hurr al-Dusturi,verified,conventional,ALHZB ALHR ALDSTWRY,party,3,aalam:3.11
PARTY_HZB_HR_DSTWRY_JDYD,الحزب الحر الدستوري الجديد,le Néo-Destour,al-Hizb al-Hurr al-Dusturi al-Jadid,romanised,conventional,ALHZB ALHR ALDSTWRY ALJDYD,party,1,aalam:3.03
PARTY_HZB_HR_DSTWRY_TWNSY,الحزب الحر الدستوري التونسي,Parti libre constitutionnel tunisien,al-Hizb al-Hurr al-Dusturi al-Tunisi,verified,conventional,ALHZB ALHR ALDSTWRY ALTWNSY,party,5,aalam:2.09
PARTY_JNAH_MTHRR_LLHZB_DSTWRY,الجناح المتحرر للحزب الدستوري,l'aile libérale du Parti destourien,the liberal wing of the Destour party,romanised,translated,ALJNAH ALMTHRR LLHZB ALDSTWRY,party,2,aalam:3.03
PARTY_LJNH_ATHAD_WALTRQY,لجنة الاتحاد والترقي,le Comité Union et Progrès,Lajnat al-Ittihad wa al-Taraqqi,romanised,conventional,LJN ALATHAD WALTRQY,party,1,aalam:2.05
SCH_DAR_MLMYN,دار المعلمين,Dar el-Moallimine,Dar al-Muallimin,romanised,transliterated,DAR ALMLMYN,school,1,aalam:3.03
SCH_DAR_MLMYN_BTWNS,دار المعلمين بتونس,École normale de Tunis,Dar al-Muallimin bi-Tunis,verified,conventional,DAR ALMLMYN BTWNS,school,3,aalam:2.15
SCH_DYH_MDRSYH_BALANSARYN,الضيعة المدرسية بالأنصارين,la ferme-école des Ansarine,al-Dayaa al-Madrasiyya bi-al-Ansarin,romanised,conventional,ALDY ALMDRSY BALNSARYN,school,2,aalam:2.13
SCH_JAMH_AMRYKYH_BALQAHRH,الجامعة الأمريكية بالقاهرة,l'Université américaine du Caire,al-Jamia al-Amrikiyya bi-al-Qahira,romanised,conventional,ALJAM ALMRYKY BALQAHR,school,1,aalam:3.13
SCH_JAMH_AZHR,جامعة الأزهر,Université al-Azhar,Jamiat al-Azhar,romanised,conventional,JAM ALZHR,school,1,aalam:1.03
SCH_JAMH_HMBWRGH,جامعة همبورغ,Université de Hambourg,University of Hamburg,verified,translated,JAM HMBWRGH,school,3,aalam:3.13
SCH_JAMH_SWRBWN,جامعة الصوربون,La Sorbonne,Jamiat al-Surbun,verified,conventional,JAM ALSWRBWN,school,3,aalam:2.05
SCH_JAMH_ZYTWNYH,الجامعة الزيتونية,Université Ez-Zitouna,al-Jamia al-Zaytuniyya,verified,conventional,ALJAM ALZYTWNY,school,3,aalam:3.10
SCH_KLYH_ADAB_SWRBWN,كلية الآداب (السوربون),Faculté des lettres (Sorbonne),Kulliyyat al-Adab (al-Surbun),romanised,conventional,KLY ALDAB ALSWRBWN,school,1,aalam:2.13
SCH_KLYH_HQWQ_BAKS_AN_BRWFANS,كلية الحقوق بإكس آن بروفانس,Faculté de droit d'Aix-en-Provence,Kulliyyat al-Huquq bi-Iks An Brufans,romanised,conventional,KLY ALHQWQ BKS N BRWFANS,school,1,aalam:2.15
SCH_KLYH_HQWQ_BBARYS,كلية الحقوق بباريس,Faculté de droit de Paris,"Faculty of Law, Paris",verified,translated,KLY ALHQWQ BBARYS,school,3,aalam:2.13
SCH_KLYH_HQWQ_BMDYNH_AKS,كلية الحقوق بمدينة اكس,Faculté de droit de la ville d'Aix,Kulliyyat al-Huquq bi-Madina Iks,romanised,conventional,KLY ALHQWQ BMDYN AKS,school,1,aalam:2.08
SCH_KLYH_HQWQ_BTWLWZ,كلية الحقوق بتولوز,Faculté de droit de Toulouse,Kulliyyat al-Huquq bi-Tuluz,romanised,conventional,KLY ALHQWQ BTWLWZ,school,1,aalam:3.07
SCH_KLYH_LWM_WALMDRSH_TBYH_BMDYNH_DYJWN,كلية العلوم والمدرسة الطبية بمدينة ديجون,Faculté des sciences et École de médecine de Dijon,Kulliyyat al-Ulum wa al-Madrasa al-Tibbiyya bi-Madina Dijun,romanised,conventional,KLY ALLWM WALMDRS ALTBY BMDYN DYJWN,school,1,aalam:3.11
SCH_KLYH_TB_BBARYS,كلية الطب بباريس,Faculté de médecine de Paris,Kulliyyat al-Tibb bi-Baris,romanised,conventional,KLY ALTB BBARYS,school,1,aalam:3.11
SCH_KTAB,الكتاب,le Kouttab,al-Kuttab,romanised,transliterated,ALKTAB,school,2,aalam:3.04
SCH_KWLYJ_DY_FRANS,كوليج دي فرانس,Collège de France,Kulij di Frans,romanised,conventional,KWLYJ DY FRANS,school,2,aalam:2.05
SCH_MDARS_HRH_LAKYH_AW_DYNYH,المدارس الحرة اللائكية أو الدينية,"les écoles libres, laïques ou religieuses","the free schools, secular or religious",romanised,translated,ALMDARS ALHR ALLAKY W ALDYNY,school,1,aalam:3.11
SCH_MDRSH_BANKALDY_HRBYH,مدرسة بانكالدي الحربية,École militaire de Bancaldi,Madrasat Bankaldi al-Harbiyya,romanised,conventional,MDRS BANKALDY ALHRBY,school,1,aalam:2.09
SCH_MDRSH_BYR_AHJAR,مدرسة بير الأحجار,Médersa Bir El Ahjar,Madrasat Bir al-Ahjar,romanised,transliterated,MDRS BYR ALHJAR,school,1,aalam:1.03
SCH_MDRSH_DBAT,مدرسة الضباط,École des officiers,Madrasat al-Dubbat,romanised,conventional,MDRS ALDBAT,school,2,aalam:1.09
SCH_MDRSH_HRBYH_BBARDW,المدرسة الحربية بباردو,École militaire du Bardo,al-Madrasa al-Harbiyya bi-Bardu,verified,conventional,ALMDRS ALHRBY BBARDW,school,6,aalam:1.05
SCH_MDRSH_HRBYH_BMNWBH,المدرسة الحربية بمنوبة,École militaire de la Manouba,al-Madrasa al-Harbiyya bi-Manuba,romanised,conventional,ALMDRS ALHRBY BMNWB,school,2,aalam:3.05
SCH_MDRSH_HWANYT_ASHWR,مدرسة حوانيت عاشور,Médersa Houanet Achour,Madrasat Hawanit Ashur,romanised,transliterated,MDRS HWANYT ASHWR,school,1,aalam:1.03
SCH_MDRSH_LWM_SYASYH_BBARYS,مدرسة العلوم السياسية بباريس,École des sciences politiques de Paris,Madrasat al-Ulum al-Siyasiyya bi-Baris,romanised,conventional,MDRS ALLWM ALSYASY BBARYS,school,1,aalam:2.13
SCH_MDRSH_LWYH,المدرسة العلوية,École Alaoui,al-Madrasa al-Alawiyya,romanised,conventional,ALMDRS ALLWY,school,1,aalam:3.05
SCH_MDRSH_LYA_LLGHH_WALADAB_RBYH,المدرسة العليا للغة والآداب العربية,École supérieure de langue et de littérature arabes,al-Madrasa al-Ulya lil-Lugha wa al-Adab al-Arabiyya,romanised,conventional,ALMDRS ALLYA LLGH WALDAB ALRBY,school,2,aalam:2.07
SCH_MDRSH_QRANYH,المدرسة القرآنية,école coranique,al-Madrasa al-Quraniyya,romanised,conventional,ALMDRS ALQRNY,school,1,aalam:3.04
SCH_MDRSH_QRANYH_SRYH,المدرسة القرآنية العصرية,école coranique moderne,al-Madrasa al-Quraniyya al-Asriyya,romanised,conventional,ALMDRS ALQRNY ALSRY,school,1,aalam:3.05
SCH_MDRSH_SADQYH,المدرسة الصادقية,Collège Sadiki,al-Madrasa al-Sadiqiyya,verified,conventional,ALMDRS ALSADQY,school,12,aalam:1.09
SCH_MDRSH_SGHAR_MMALYK,مدرسة صغار المماليك,École des jeunes mamelouks,Madrasat Sighar al-Mamalik,romanised,conventional,MDRS SGHAR ALMMALYK,school,2,aalam:1.07
SCH_MDRSH_SLYMANYH,المدرسة السليمانية,Médersa Slimania,al-Madrasa al-Sulaymaniyya,romanised,transliterated,ALMDRS ALSLYMANY,school,1,aalam:1.04
SCH_MDRSH_TARYN,مدرسة العطارين,Médersa El Attarine,Madrasat al-Attarin,romanised,transliterated,MDRS ALTARYN,school,1,aalam:3.10
