person_id,name_ar,name_fr,name_ijmes,gloss_tier,gloss_mode,name_translit,is_subject,name_kind,entry_uid,cohort,cohort_en,birth_year,death_year,role_descriptor_ar,role_descriptor_en,rank,n_assertions,n_ties,first_seen_entry
PERSON_FRZDQ,الفرزدق,El Farazdak,al-Farazdaq,romanised,transliterated,FRZDQ,no,named,,,,,,,,,0,1,aalam:2.12
PERSON_FYFH_BHRY,البحري فيفة,El Bahri Fifa,al-Bahri Fifa,romanised,transliterated,BHRY FYFH,no,named,,,,,,,,,1,1,aalam:3.11
PERSON_GHWDYANY_MHAMY,المحامي غودياني,El Mohami Ghoudiani,al-Muhami Ghudyani,romanised,transliterated,MHAMY GHWDYANY,no,named,,,,,,,,,0,1,aalam:3.07
PERSON_GHZALY,الغزالي,El Ghazali,al-Ghazali,romanised,transliterated,GHZALY,no,named,,,,,,,,,0,1,aalam:2.12
PERSON_HBYB_MHMD,محمد الحبيب باي,Mohamed El Habib Bey,Muhammad al-Habib Bay,romanised,transliterated,MHMD HBYB,no,named,,,,,,,,bey,1,1,aalam:2.09
PERSON_HDAD_TAHR,الطاهر الحداد,Tahar Haddad,al-Tahir al-Haddad,verified,transliterated,TAHR HDAD,no,named,,,,,,,,,2,3,aalam:2.14
PERSON_HMWDH,حمودة باشا,Hammouda Pacha,Hammuda Pasha,verified,transliterated,HMWDH,no,named,,,,,,,,pasha,2,6,aalam:1.02
PERSON_HSHAYSHY_MHMD,محمد الحشايشي,Mohamed El Hachaïchi,Muhammad al-Hashaishi,romanised,transliterated,MHMD HSHAYSHY,no,named,,,,,,,,,2,2,aalam:2.03
PERSON_HSHAYSHY_MHMD_BNTHMAN,محمد بن عثمان الحشايشي,Mohamed Ben Othman El Hachaïchi,Muhammad Ibn Uthman al-Hashaishi,romanised,transliterated,MHMD BNTHMAN HSHAYSHY,no,named,,,,,,,,,1,1,aalam:2.07
PERSON_HSYNYH_ALH,العائلة الحسينية,La famille husseinite,al-Aila al-Husayniyya,romanised,conventional,ALH HSYNYH,no,named,,,,,,,,,0,1,aalam:1.02
PERSON_JLWLY_BKAR,بكار الجلولي,Bakkar Jellouli,Bakkar al-Jalluli,romanised,transliterated,BKAR JLWLY,no,named,,,,,,,,,1,2,aalam:1.02
PERSON_JLWLY_MHMD_ZYZ,محمد العزيز الجلولي,Mohamed El Aziz El Jellouli,Muhammad al-Aziz al-Jalluli,romanised,transliterated,MHMD ZYZ JLWLY,no,named,,,,,,,,,1,1,aalam:2.13
PERSON_JLWLY_TYB,الطيب الجلولي,Taïeb Jelloli,al-Tayyib al-Jalluli,verified,transliterated,TYB JLWLY,no,named,,,,,,,,,2,3,aalam:2.09
PERSON_JNADY_MHMD,محمد الجنادي,Mohamed El Jenadi,Muhammad al-Janadi,romanised,transliterated,MHMD JNADY,no,named,,,,,,,,,1,1,aalam:2.03
PERSON_KAK_MSTFY,مصطفى الكعاك,Mustapha Kaak,Mustafa al-Kaak,verified,transliterated,MSTFY KAK,no,named,,,,,,,,,5,6,aalam:2.14
PERSON_KALYGHARYS,كاليغاريس,Caligaris,Kaligharis,romanised,conventional,KALYGHARYS,no,named,,,,,,,,,1,1,aalam:1.05
PERSON_KAMBNWN,كامبنون,Campenon,Kambanun,romanised,transliterated,KAMBNWN,no,named,,,,,,,,,1,1,aalam:1.05
PERSON_KAMBWN_BWL,بول كامبون,Paul Cambon,Bul Kambun,romanised,transliterated,BWL KAMBWN,no,named,,,,,,,,,1,2,aalam:3.05
PERSON_KHDAR_MHMD,محمد الخضار,Mohamed El Khadhar,Muhammad al-Khaddar,romanised,transliterated,MHMD KHDAR,no,named,,,,,,,,,0,1,aalam:2.06
PERSON_KHWJH_MHMWD,محمود خوجة,Mahmoud Khodja,Mahmud Khuja,romanised,transliterated,MHMWD KHWJH,no,named,,,,,,,,,1,2,aalam:1.08
PERSON_KHWJH_MSTFY,مصطفى خوجة,Mustapha Khodja,Mustafa Khuja,romanised,transliterated,MSTFY KHWJH,no,named,,,,,,,,,1,2,aalam:1.02
PERSON_KHYAM_MR,عمر الخيام,Omar Khayyam,Umar al-Khayyam,romanised,transliterated,MR KHYAM,no,named,,,,,,,,,0,1,aalam:2.12
PERSON_KHYRALDYN_SALH,صالح خير الدين,Salah Kheireddine,Salih Khayr al-Din,romanised,transliterated,SALH KHYRALDYN,no,named,,,,,,,,,2,2,aalam:2.09
PERSON_KHYRALDYN_SHQYQ_MHMD,شقيق محمد باي خير الدين,"Le frère de Mohamed Bey, Khereddine","The brother of Muhammad Bay, Khayr al-Din",described,translated,SHQYQ MHMD KHYRALDYN,no,described,,,,,,,,bey,1,2,aalam:2.05
PERSON_KMBLWN,كمبلون,Camboulon,Kambulun,romanised,transliterated,KMBLWN,no,named,,,,,,,,,0,1,aalam:3.05
PERSON_KMBNWN_QBTAN,القبطان كمبنون,Le Capitaine Campenon,al-Qubtan Kambanun,romanised,transliterated,QBTAN KMBNWN,no,named,,,,,,,,,0,1,aalam:3.05
PERSON_KTANY_MHMD,الشيخ محمد الكتاني,Le Cheikh Mohamed El Kettani,al-Shaykh Muhammad al-Kattani,romanised,transliterated,MHMD KTANY,no,named,,,,,,,,shaykh,0,2,aalam:2.05
PERSON_LAFYS,لافيس,Lavisse,Lufis,romanised,conventional,LAFYS,no,named,,,,,,,,,0,1,aalam:2.13
PERSON_LANJY_BARWN_DYR,البارون دير لانجي,Le baron d'Erlanger,al-Barun Dir Lanji,verified,conventional,BARWN DYR LANJY,no,named,,,,,,,,,1,3,aalam:3.04
PERSON_LATY_LY_BNAHMD,علي بن أحمد لاتي,Ali Ben Ahmed Lati,Ali Ibn Ahmad Lati,romanised,transliterated,LY BNAHMD LATY,no,named,,,,,,,,,1,2,aalam:3.07
PERSON_LH_HMZH_FTH,حمزة فتح الله,Hamza Fathallah,Hamza Fath Allah,romanised,transliterated,HMZH FTH LH,no,named,,,,,,,,,0,1,aalam:1.08
PERSON_LY,علي باي,Ali Bey,Ali Bay,verified,transliterated,LY,no,named,,,,,,,,bey,1,3,aalam:1.02
PERSON_MATRY_AHMD,أحمد الماطري,Ahmed Materi,Ahmad al-Matri,verified,transliterated,AHMD MATRY,no,named,,,,,,,,,2,3,aalam:3.11
PERSON_MATRY_MKHTAR,المختار الماطري,Mokhtar Materi,al-Mukhtar al-Matri,verified,transliterated,MKHTAR MATRY,no,named,,,,,,,,,2,3,aalam:3.11
PERSON_MDHT,مدحت باشا,Midhat Pacha,Midhat Pasha,romanised,transliterated,MDHT,no,named,,,,,,,,pasha,1,1,aalam:2.09
PERSON_MDNY_MHMD,محمد المدني,Mohamed El Madani,Muhammad al-Madani,romanised,transliterated,MHMD MDNY,no,named,,,,,,,,,0,1,aalam:1.05
PERSON_MHDY_SALH,صالح المهدي,Salah El Mahdi,Salih al-Mahdi,romanised,transliterated,SALH MHDY,no,named,,,,,,,,,1,1,aalam:2.14
PERSON_MHMD,محمد باي,Mohamed Bey,Muhammad Bay,verified,transliterated,MHMD,no,named,,,,,,,,bey,2,4,aalam:1.08
PERSON_MNSF,المنصف باي,Moncef Bey,al-Munsif Bay,romanised,transliterated,MNSF,no,named,,,,,,,,bey,0,2,aalam:3.05
PERSON_MNSF_MHMD,محمد المنصف باي,Mohamed El Moncef Bey,Muhammad al-Munsif Bay,romanised,transliterated,MHMD MNSF,no,named,,,,,,,,bey,1,2,aalam:2.10
PERSON_MNSTYRY_HMWDH,حمودة المنستيري,Hamouda El Monastiri,Hamuda al-Munastiri,romanised,transliterated,HMWDH MNSTYRY,no,named,,,,,,,,,1,1,aalam:3.03
PERSON_MQDM_HSYN,حسين المقدم,Hussein El Mokaddem,Husayn al-Muqaddam,romanised,transliterated,HSYN MQDM,no,named,,,,,,,,,1,1,aalam:3.02
PERSON_MRAD,مراد باي,Mourad Bey,Murad Bay,romanised,transliterated,MRAD,no,named,,,,,,,,bey,0,1,aalam:1.01
PERSON_MRY_ABYLA,أبو العلاء المعري,Abou El Ala El Maarri,Abu al-Ala al-Maarri,romanised,transliterated,ABYLA MRY,no,named,,,,,,,,,0,2,aalam:2.11
PERSON_MRZWQY_MHMD,محمد المرزوقي,Mohamed El Marzouki,Muhammad al-Marzuqi,romanised,transliterated,MHMD MRZWQY,no,named,,,,,,,,,1,1,aalam:2.14
PERSON_MSYKH_HBYBH,حبيبة مسيكة,Habiba Msika,Habiba Musika,romanised,transliterated,HBYBH MSYKH,no,named,,,,,,,,,1,2,aalam:3.04
PERSON_MTNBY,المتنبي,El Moutanabbi,al-Mutanabbi,romanised,transliterated,MTNBY,no,named,,,,,,,,,0,1,aalam:2.12
PERSON_MTRAN_KHLYL,خليل مطران,Khalil Moutran,Khalil Mutran,romanised,transliterated,KHLYL MTRAN,no,named,,,,,,,,,0,1,aalam:2.12
PERSON_MYLRAN,ميلران,Millerand,Milran,romanised,conventional,MYLRAN,no,named,,,,,,,,,1,1,aalam:2.09
PERSON_MYY_LWYS_RWNY,لويس روني ميي,Louis René Millet,Luwis Runi Mayy,romanised,conventional,LWYS RWNY MYY,no,named,,,,,,,,,1,1,aalam:2.08
PERSON_MYY_RWNY,روني ميي,René Millet,Runi Mayy,romanised,conventional,RWNY MYY,no,named,,,,,,,,,2,2,aalam:2.07
PERSON_MZALY_MHMD,محمد مزالي,Mohamed Mzali,Muhammad Mzali,romanised,transliterated,MHMD MZALY,no,named,,,,,,,,,0,1,aalam:3.10
PERSON_NASR_MHMD,محمد الناصر باي,Mohamed En-Naceur Bey,Muhammad al-Nasir Bay,romanised,transliterated,MHMD NASR,no,named,,,,,,,,bey,1,2,aalam:2.09
PERSON_NASR_MLK_MHMD,الملك محمد الناصر باي,El Malek Mohamed Naceur Bey,al-Malik Muhammad al-Nasir Bay,romanised,transliterated,MLK MHMD NASR,no,named,,,,,,,,bey,0,1,aalam:3.01
PERSON_NAZLY,الأميرة نازلي,La princesse Nazli,al-Amira Nazli,verified,conventional,NAZLY,no,named,,,,,,,,princess,3,4,aalam:2.03
PERSON_NHDH_JRYDH,جريدة النهضة,En-Nahdha,al-Nahda,verified,transliterated,JRYDH NHDH,no,named,,,,,,,,,1,1,aalam:3.02
PERSON_NMAN_MHMD,محمد نعمان,Mohamed Noomane,Muhammad Numan,romanised,transliterated,MHMD NMAN,no,named,,,,,,,,,1,1,aalam:2.04
PERSON_NYFR_MHMD,محمد النيفر,Mohamed En-Nifer,Muhammad al-Nayfar,romanised,transliterated,MHMD NYFR,no,named,,,,,,,,,0,1,aalam:2.06
PERSON_QLATY_HSN,حسن قلاتي,Hassen Guellaty,Hasan Gallati,verified,transliterated,HSN QLATY,no,named,,,,,,,,,18,19,aalam:3.02
PERSON_QSTLY_SHADHLY,الشاذلي القسطلي,Chedly El Kastalli,al-Shadhili al-Qastalli,romanised,transliterated,SHADHLY QSTLY,no,named,,,,,,,,,1,1,aalam:3.02
PERSON_QYRWANYH_ZWJTH_THANYH,زوجته الثانية القيروانية,"Sa seconde épouse, originaire de Kairouan","His second wife, a woman of Kairouan",described,translated,ZWJTH THANYH QYRWANYH,no,described,,,,,,,,,0,1,aalam:3.05
PERSON_RAMYLA,راميلا,Ramila,Ramila,romanised,transliterated,RAMYLA,no,named,,,,,,,,,0,1,aalam:2.13
PERSON_RDWAN_MHMD,محمد رضوان,Mohamed Radhouane,Muhammad Radwan,verified,transliterated,MHMD RDWAN,no,named,,,,,,,,,6,7,aalam:3.01
PERSON_RDWAN_MSTFY,مصطفى رضوان,Mustapha Radhouane,Mustafa Radwan,verified,transliterated,MSTFY RDWAN,no,named,,,,,,,,,1,3,aalam:3.01
PERSON_RDY_SHRYF,الشريف الرضي,Chérif Er Radhi,al-Sharif al-Radi,romanised,transliterated,SHRYF RDY,no,named,,,,,,,,,0,1,aalam:2.12
PERSON_RSAFY_MRWF,معروف الرصافي,Maarouf Er-Rassafi,Maruf al-Rusafi,romanised,transliterated,MRWF RSAFY,no,named,,,,,,,,,0,1,aalam:2.12
PERSON_RSHAD_SLTAN_MHMD,السلطان محمد رشاد,Le Sultan Mohamed Rechad,al-Sultan Muhammad Rashad,romanised,transliterated,SLTAN MHMD RSHAD,no,named,,,,,,,,,0,1,aalam:2.04
PERSON_RSHYD,الجنرال رشيد,Le Général Rachid,al-Jinral Rashid,romanised,transliterated,RSHYD,no,named,,,,,,,,general,1,1,aalam:3.05
PERSON_RSMYWN_MFKRWN,المفكرون الرسميون,Les penseurs officiels,The official thinkers,romanised,translated,MFKRWN RSMYWN,no,named,,,,,,,,,0,1,aalam:2.14
PERSON_RSTM,رستم,Rostom,Rustum,romanised,transliterated,RSTM,no,named,,,,,,,,,0,1,aalam:1.05
PERSON_RYAHY_MHMD,محمد الرياحي,Mohamed Er-Riahi,Muhammad al-Riyahi,romanised,transliterated,MHMD RYAHY,no,named,,,,,,,,,0,1,aalam:3.04
PERSON_RYAHY_TYB,الطيب الرياحي,Taïeb Riahi,al-Tayyib al-Riyahi,romanised,transliterated,TYB RYAHY,no,named,,,,,,,,,1,2,aalam:1.04
PERSON_SADQ,الصادق باي,Sadok Bey,al-Sadiq Bay,romanised,transliterated,SADQ,no,named,,,,,,,,bey,0,1,aalam:1.09
PERSON_SADQ_MHMD,محمد الصادق باي,Mohamed Es-Sadok Bey,Muhammad al-Sadiq Bay,romanised,transliterated,MHMD SADQ,no,named,,,,,,,,bey,1,2,aalam:1.05
PERSON_SAFY_AHMD,أحمد الصافي,Ahmed Safi,Ahmad al-Safi,verified,transliterated,AHMD SAFY,no,named,,,,,,,,,3,3,aalam:2.09
PERSON_SALH,صالح,Salah,Salih,romanised,transliterated,SALH,no,named,,,,,,,,,1,1,aalam:1.02
PERSON_SAN_LWSYAN,لوسيان سان,Lucien Saint,Lusiyan San,romanised,conventional,LWSYAN SAN,no,named,,,,,,,,,1,1,aalam:2.09
PERSON_SAR_FYKTWR,فيكتور سار,Victor Sar,Fiktur Sar,romanised,conventional,FYKTWR SAR,no,named,,,,,,,,,0,1,aalam:2.07
PERSON_SFR_MSTFY,مصطفى صفر,Mustapha Sfar,Mustafa Safar,verified,transliterated,MSTFY SFR,no,named,,,,,,,,,1,3,aalam:2.02
PERSON_SFR_TAHR,الطاهر صفر,Tahar Sfar,al-Tahir Safar,romanised,transliterated,TAHR SFR,no,named,,,,,,,,,1,1,aalam:3.11
PERSON_SHABY_ABYQASM,أبو القاسم الشابي,Abou El Kacem Chebbi,Abu al-Qasim al-Shabbi,romanised,transliterated,ABYQASM SHABY,no,named,,,,,,,,,0,1,aalam:3.14
PERSON_SHARLYTY,شارليتي,Charléty,Sharliti,romanised,transliterated,SHARLYTY,no,named,,,,,,,,,0,1,aalam:2.15
PERSON_SHMAMH_NSYM,نسيم شمامة,Nessim Chemama,Nissim Shamama,romanised,transliterated,NSYM SHMAMH,no,named,,,,,,,,,2,2,aalam:1.07
PERSON_SHNYQ_MHMD,محمد شنيق,Mohamed Chenik,Muhammad Shanniq,romanised,transliterated,MHMD SHNYQ,no,named,,,,,,,,,2,2,aalam:2.13
PERSON_SHRYF_BDJBAR,عبد الجبار الشريف,Abdeljabbar Chérif,Abd al-Jabbar al-Sharif,romanised,transliterated,BDJBAR SHRYF,no,named,,,,,,,,,1,1,aalam:2.01
PERSON_SHRYYN_AHD_QDAH,أحد القضاة الشرعيين,Un des juges charaïques,One of the sharia judges,romanised,translated,AHD QDAH SHRYYN,no,named,,,,,,,,,0,1,aalam:3.14
PERSON_SHWKT_MHMD,محمد شوكت باشا,Mohamed Chaoukat Pacha,Muhammad Shawkat Pasha,romanised,transliterated,MHMD SHWKT,no,named,,,,,,,,pasha,1,1,aalam:2.05
PERSON_SHWKT_MHMWD,محمود شوكت باشا,Mahmoud Chaoukat Pacha,Mahmud Shawkat Pasha,romanised,transliterated,MHMWD SHWKT,no,named,,,,,,,,pasha,2,2,aalam:2.09
PERSON_SHYRAZY_SDY,سعدي الشيرازي,Saadi Chirazi,Sadi al-Shirazi,romanised,transliterated,SDY SHYRAZY,no,named,,,,,,,,,0,1,aalam:2.12
PERSON_SNA_MKHATBYH_ASGHR_MNH,مخاطبيه الأصغر منه سنا,Ses interlocuteurs plus jeunes que lui,Those he addressed who were younger than him,described,translated,MKHATBYH ASGHR MNH SNA,no,described,,,,,,,,,0,1,aalam:2.12
PERSON_SNWSY_MHMD,محمد السنوسي,Mohamed Snoussi,Muhammad al-Sanusi,verified,transliterated,MHMD SNWSY,no,named,,,,,,,,,7,10,aalam:1.08
PERSON_SNWSY_MHYYALDYN,محيي الدين السنوسي,Mohieddine Es-Senoussi,Muhyi al-Din al-Sanusi,romanised,transliterated,MHYYALDYN SNWSY,no,named,,,,,,,,,2,2,aalam:3.08
PERSON_SNWSY_MNWBY,المنوبي السنوسي,El Manoubi Snoussi,al-Manubi al-Sanusi,romanised,transliterated,MNWBY SNWSY,no,named,,,,,,,,,1,1,aalam:3.04
PERSON_SQA_AHMD,أحمد السقا,Ahmed Sakka,Ahmad al-Saqqa,romanised,transliterated,AHMD SQA,no,named,,,,,,,,,1,1,aalam:2.09
PERSON_SWSY_MHMD,محمد السئوسي,Mohamed Es-Soussi,Muhammad al-Suusi,romanised,transliterated,MHMD SWSY,no,named,,,,,,,,,0,1,aalam:3.08
PERSON_TAB_SHAKYR_SAHB,شاكير صاحب الطابع,Chakir Sahib Ettabaa,Shakir Sahib al-Tabi,romanised,transliterated,SHAKYR SAHB TAB,no,named,,,,,,,,,1,1,aalam:1.06
PERSON_TAFRN_DY,دي تافرن,Di Tafern,Di Tafarn,romanised,transliterated,DY TAFRN,no,named,,,,,,,,,0,1,aalam:3.05
PERSON_TAHR,الطاهر باي,Tahar Bey,al-Tahir Bay,romanised,transliterated,TAHR,no,named,,,,,,,,bey,0,1,aalam:3.05
PERSON_THALBY_BDZYZ,عبد العزيز الثعالبي,Abdelaziz Thaalbi,Abd al-Aziz al-Thaalibi,verified,transliterated,BDZYZ THALBY,no,named,,,,,,,,,14,16,aalam:2.04
PERSON_THANY_ABNH_AHMD,ابنة أحمد باي الثاني,La fille d'Ahmed Bey II,The daughter of Ahmad Bay the Second,described,translated,ABNH AHMD THANY,no,described,,,,,,,,bey,0,1,aalam:3.08
PERSON_THANY_AHMD,أحمد باي الثاني,Ahmed Bey Eth-Thani,Ahmad Bay al-Thani,verified,transliterated,AHMD THANY,no,named,,,,,,,,bey,2,3,aalam:2.09
PERSON_THANY_HSN,مولاي الحسن الثاني,Moulay El Hassan Ethani,Mawlay al-Hasan al-Thani,romanised,transliterated,HSN THANY,no,named,,,,,,,,,0,2,aalam:3.10
PERSON_THANY_HSYN,حسين باي الثاني,Hussein Bey Eth-Thani,Husayn Bay al-Thani,verified,transliterated,HSYN THANY,no,named,,,,,,,,bey,0,3,aalam:1.03
PERSON_THLATY_HSAN,حسان ثلاتي,Hassen Thlati,Hassan Thalati,romanised,transliterated,HSAN THLATY,no,named,,,,,,,,,0,1,aalam:3.03
PERSON_THLATY_MR,عمر ثلاتي,Omar Tlati,Umar Tlati,verified,transliterated,MR THLATY,no,named,,,,,,,,,2,3,aalam:2.11
PERSON_THMAN,عثمان باي,Othman Bey,Uthman Bay,verified,transliterated,THMAN,no,named,,,,,,,,bey,3,5,aalam:1.02
PERSON_TKWYNHMA_ASATDHH_DHYN_SAHMWA_FY,الأساتذة الذين ساهموا في تكوينهما,Les professeurs qui ont participé à leur formation,The teachers who took part in the education of the two of them,described,translated,ASATDHH DHYN SAHMWA FY TKWYNHMA,no,described,,,,,,,,,0,2,aalam:2.12
PERSON_TLATLY_BDQADR,عبد القادر التلاتلي,Abdelkader Ettalatli,Abd al-Qadir al-Talatli,romanised,transliterated,BDQADR TLATLY,no,named,,,,,,,,,1,2,aalam:2.15
PERSON_TLATLY_MHMD,محمد التلاتلي,Mohamed Tlatli,Muhammad al-Tlatli,verified,transliterated,MHMD TLATLY,no,named,,,,,,,,,2,4,aalam:2.15
PERSON_TLATLY_SLAHALDYN,صلاح الدين التلاتلي,Salaheddine Tlatli,Salah al-Din al-Tlatli,verified,transliterated,SLAHALDYN TLATLY,no,named,,,,,,,,,5,5,aalam:2.15
PERSON_TRKY_MHMD,محمد التركي,Mohamed Et-Turki,Muhammad al-Turki,romanised,transliterated,MHMD TRKY,no,named,,,,,,,,,2,2,aalam:2.03
PERSON_TWNSYH_FTAH_MN_ALH_BRJWAZYH,فتاة من عائلة برجوازية تونسية,Une jeune fille d'une famille bourgeoise tunisienne,A young woman from a Tunisian bourgeois family,romanised,translated,FTAH MN ALH BRJWAZYH TWNSYH,no,named,,,,,,,,,0,1,aalam:3.04
PERSON_TYMWR_AHMD,أحمد تيمور,Ahmed Teymour,Ahmad Taymur,romanised,transliterated,AHMD TYMWR,no,named,,,,,,,,,0,2,aalam:2.11
PERSON_WALDH_ASATDHH_QLAL_DHYN_AKHTARHM,الأساتذة القلائل الذين اختارهم والده,Les quelques professeurs choisis par son père,The few teachers chosen by his father,described,translated,ASATDHH QLAL DHYN AKHTARHM WALDH,no,described,,,,,,,,,0,1,aalam:2.11
PERSON_ZAFR,الشيخ ظافر,Le Cheikh Zafer,al-Shaykh Zafir,romanised,transliterated,ZAFR,no,named,,,,,,,,shaykh,1,2,aalam:3.02
PERSON_ZMKHSHRY,الزمخشري,Zamakhchari,al-Zamakhshari,romanised,transliterated,ZMKHSHRY,no,named,,,,,,,,,0,1,aalam:2.12
PERSON_ZMRLY_SADQ,الصادق الزمرلي,Sadok Zmerli,al-Sadiq al-Zamarli,romanised,transliterated,SADQ ZMRLY,no,named,,,,,,,,,2,2,aalam:2.04
PERSON_ZRAY_MHMD_TLATLY_AMYN,محمد التلاتلي الأمين الزراعي,Mohamed Ettalatli El Amine Ezzeraï,Muhammad al-Talatli al-Amin al-Zirai,romanised,transliterated,MHMD TLATLY AMYN ZRAY,no,named,,,,,,,,,0,1,aalam:2.15
PERSON_ZRWQ_RBY,العربي زروق,El Arbi Zarrouk,al-Arabi Zarruq,romanised,transliterated,RBY ZRWQ,no,named,,,,,,,,,1,2,aalam:1.02
PERSON_ZYRH_AYLY,إيلي زيرح,Élie Zérah,Ili Zirah,romanised,transliterated,AYLY ZYRH,no,named,,,,,,,,,1,1,aalam:3.03
PERSON_ZYZ_HMWDH_BNBD,حمودة بن عبد العزيز,Hamouda Ben Abdelaziz,Hamuda Ibn Abd al-Aziz,romanised,transliterated,HMWDH BNBD ZYZ,no,named,,,,,,,,,2,2,aalam:1.02
